 	SPACE	 
comme	ADP	comme
les	DET	le
autres	ADJ	autre
productions	NOUN	production
de	ADP	de
l	DET	l
'	DET	'
esprit	NOUN	esprit
,	PUNCT	,
il	PRON	il
faudrait	VERB	falloir
que	SCONJ	que
l	PRON	l
'	PRON	'
on	PRON	on
eût	VERB	avoir
toujours	ADV	toujours
un	DET	un
fond	NOUN	fond
d	ADP	d
'	ADP	'
expérience	NOUN	expérience
et	CCONJ	et
d	ADP	d
'	ADP	'
observations	NOUN	observation
,	PUNCT	,
d	ADP	d
'	ADP	'
où	PRON	où
dérive	VERB	dérive
et	CCONJ	et
procede	VERB	procede
,	PUNCT	,
pour	ADP	pour
ainsi	ADV	ainsi
dire	VERB	dire
,	PUNCT	,
cette	DET	ce
sagacité	NOUN	sagacité
philosophique	ADJ	philosophique
qui	PRON	qui
distingue	VERB	distingue
les	DET	le
nuances	NOUN	nuance
les	DET	le
plus	ADV	plus
fugitives	ADJ	fugitif
,	PUNCT	,
les	DET	le
effets	NOUN	effet
les	DET	le
plus	ADV	plus
imperceptibles	ADJ	imperceptible
des	ADP	de
passions	NOUN	passion
,	PUNCT	,
et	CCONJ	et
en	PRON	en
tire	VERB	tire
cescombinaisons	NOUN	cescombinaison
et	CCONJ	et
ces	DET	ce
résultats	NOUN	résultat
qui	PRON	qui
,	PUNCT	,
rassemblés	VERB	rassembler
un	DET	un
jour	NOUN	jour
par	ADP	par
des	DET	un
mains	NOUN	main
habiles	ADJ	habile
,	PUNCT	,
formeront	VERB	former
une	DET	un
somme	NOUN	somme
de	ADP	de
matériaux	NOUN	matériau
suffisante	ADJ	suffisant
enfin	ADV	enfin
pour	ADP	pour
achever	VERB	achever
le	DET	le
grand	ADJ	grand
édifice	NOUN	édifice
de	ADP	de
la	DET	le
morale	NOUN	morale
.	PUNCT	.
Cependant	ADV	cependant
,	PUNCT	,
pour	ADP	pour
nous	PRON	nous
amener	VERB	amener
et	CCONJ	et
nous	PRON	nous
intéresser	VERB	intéresser
à	ADP	à
la	DET	le
pratique	NOUN	pratique
du	ADP	de
bien	NOUN	bien
,	PUNCT	,
ce	PRON	ce
n	ADV	n
'	ADV	'
est	AUX	être
pas	ADV	pas
le	DET	le
tout	NOUN	tout
encore	ADV	encore
d	ADP	d
'	ADP	'
avoir	AUX	avoir
observé	VERB	observer
;	PUNCT	;
ce	PRON	ce
n	ADV	n
'	ADV	'
est	AUX	être
pas	ADV	pas
le	DET	le
tout	NOUN	tout
de	ADP	de
calculer	VERB	calculer
,	PUNCT	,
de	ADP	de
saisir	VERB	saisir
exactement	ADV	exactement
le	DET	le
produit	NOUN	produit
des	ADP	de
abus	NOUN	abus
et	CCONJ	et
des	ADP	de
vices	NOUN	vice
sur	ADP	sur
la	DET	le
scène	NOUN	scène
changeante	ADJ	changeant
de	ADP	de
la	DET	le
société	NOUN	société
,	PUNCT	,
il	PRON	il
faut	VERB	falloir
(	PUNCT	(
aujourd	ADV	aujourd
'	ADV	'
hui	ADV	hui
particulièrement	ADV	particulièrement
,	PUNCT	,
qu	SCONJ	qu
'	SCONJ	'
on	PRON	on
veut	VERB	vouloir
une	DET	un
forme	NOUN	forme
dramatique	ADJ	dramatique
à	ADP	à
presque	ADV	presque
tous	ADJ	tout
les	DET	le
ouvrages	NOUN	ouvrage
de	ADP	de
l	DET	l
'	DET	'
esprit	NOUN	esprit
)	PUNCT	)
posséder	VERB	posséder
l	DET	l
'	DET	'
art	NOUN	art
plus	ADV	plus
difficile	ADJ	difficile
qu	PRON	que
'	SCONJ	'
on	PRON	on
ne	ADV	ne
pense	VERB	pense
,	PUNCT	,
de	ADP	de
montrer	VERB	montrer
l	DET	l
'	DET	'
homme	NOUN	homme
en	ADP	en
action	NOUN	action
;	PUNCT	;
il	PRON	il
faut	VERB	falloir
savoir	VERB	savoir
tracer	VERB	tracer
avec	ADP	avec
des	DET	un
couleurs	NOUN	couleur
propres	ADJ	propre
,	PUNCT	,
et	CCONJ	et
sur-tout	ADV	sur-tout
avec	ADP	avec
énergie	NOUN	énergie
,	PUNCT	,
ses	DET	son
vertus	NOUN	vertu
,	PUNCT	,
ses	DET	son
vices	NOUN	vice
,	PUNCT	,
ses	DET	son
peines	NOUN	peine
,	PUNCT	,
ses	DET	son
plaisirs	NOUN	plaisir
,	PUNCT	,
et	CCONJ	et
mêler	VERB	mêler
habilement	ADV	habilement
le	DET	le
langage	NOUN	langage
d	ADP	d
'	ADP	'
une	DET	un
philosophie	NOUN	philosophie
séduisante	ADJ	séduisant
,	PUNCT	,
à	ADP	à
l	DET	l
'	DET	'
intérêt	NOUN	intérêt
des	ADP	de
situations	NOUN	situation
.	PUNCT	.
Pour	ADP	pour
exercer	VERB	exercer
sur	ADP	sur
les	DET	le
esprits	NOUN	esprit
l	DET	l
'	DET	'
empire	NOUN	empire
du	ADP	de
talent	NOUN	talent
et	CCONJ	et
de	ADP	de
la	DET	le
vérité	NOUN	vérité
,	PUNCT	,
peut-être	ADV	peut-être
faut	VERB	falloir
-il	PRON	il
être	AUX	être
doué	ADJ	doué
de	ADP	de
cette	DET	ce
sensibilité	NOUN	sensibilité
active	ADJ	actif
et	CCONJ	et
féconde	ADJ	fécond
qui	PRON	qui
recherche	VERB	recherche
et	CCONJ	et
fait	AUX	faire
inspirer	VERB	inspirer
toutes	ADJ	tout
les	DET	le
émotions	NOUN	émotion
,	PUNCT	,
qui	PRON	qui
répand	VERB	répandre
sur	ADP	sur
les	DET	le
objets	NOUN	objet
qu	PRON	que
'	PRON	'
elle	PRON	lui
représente	VERB	représente
,	PUNCT	,
et	CCONJ	et
sur	ADP	sur
les	DET	le
idées	NOUN	idée
qu	PRON	que
'	PRON	'
elle	PRON	lui
veut	VERB	vouloir
faire	AUX	faire
adopter	VERB	adopter
,	PUNCT	,
toutes	ADJ	tout
les	DET	le
grâces	NOUN	grâce
et	CCONJ	et
toutes	ADJ	tout
les	DET	le
beautés	NOUN	beauté
des	ADP	de
tableaux	NOUN	tableau
les	DET	le
plus	ADV	plus
frais	ADJ	frais
de	ADP	de
la	DET	le
nature	NOUN	nature
;	PUNCT	;
peut-être	ADV	peut-être
faut	VERB	falloir
-il	PRON	il
pouvoir	VERB	pouvoir
marquer	VERB	marquer
ses	DET	son
travaux	NOUN	travail
de	ADP	de
l	DET	l
'	DET	'
empreinte	NOUN	empreinte
d	ADP	d
'	ADP	'
une	DET	un
imagination	NOUN	imagination
brillante	ADJ	brillant
et	CCONJ	et
passionnée	ADJ	passionner
,	PUNCT	,
et	CCONJ	et
donner	VERB	donner
à	ADP	à
son	DET	son
style	NOUN	style
ces	DET	ce
mouvement	NOUN	mouvement
tour-à-tour	ADV	tour-à-tour
véhémens	ADJ	véhémen
et	CCONJ	et
doux	ADJ	doux
,	PUNCT	,
qui	PRON	qui
agitent	VERB	agiter
l	DET	l
'	DET	'
âme	NOUN	âme
en	ADP	en
sens	NOUN	sens
contraire	ADJ	contraire
,	PUNCT	,
et	CCONJ	et
la	PRON	le
remplissent	VERB	remplir
d	ADP	d
'	ADP	'
un	DET	un
enthousiasme	NOUN	enthousiasme
qu	PRON	que
'	SCONJ	'
elle	PRON	lui
est	AUX	être
toujours	ADV	toujours
prompte	ADJ	prompt
à	ADP	à
communiquer	VERB	communiquer
.	PUNCT	.
Ce	PRON	ce
sont	AUX	être
les	DET	le
génies	NOUN	génie
de	ADP	de
cette	DET	ce
trempe	NOUN	trempe
qui	PRON	qui
ont	VERB	avoir
de	ADP	de
l	DET	l
'	DET	'
influence	NOUN	influence
sur	ADP	sur
leur	DET	leur
siècle	NOUN	siècle
,	PUNCT	,
et	CCONJ	et
qui	PRON	qui
operent	VERB	operer
des	DET	un
révolutions	NOUN	révolution
dans	ADP	dans
les	DET	le
mœurs	NOUN	mœur
.	PUNCT	.
La	DET	le
raison	NOUN	raison
froide	ADJ	froid
,	PUNCT	,
qui	PRON	qui
,	PUNCT	,
à	ADP	à
le	PRON	le
bien	ADV	bien
prendre	VERB	prendre
,	PUNCT	,
est	AUX	être
cependant	ADV	cependant
la	DET	le
raison	NOUN	raison
,	PUNCT	,
n	ADV	n
'	ADV	'
est	AUX	être
pas	ADV	pas
du	ADP	de
ressort	NOUN	ressort
de	ADP	de
tout	ADJ	tout
le	DET	le
monde	NOUN	monde
.	PUNCT	.
Sa	DET	son
marche	NOUN	marche
est	AUX	être
insensible	ADJ	insensible
,	PUNCT	,
sa	DET	son
voix	NOUN	voix
n	ADV	n
'	ADV	'
est	AUX	être
entendue	VERB	entendre
que	ADV	que
d	ADP	d
'	ADP	'
un	DET	un
petit	ADJ	petit
nombre	NOUN	nombre
,	PUNCT	,
et	CCONJ	et
les	DET	le
hommes	NOUN	homme
qu	PRON	que
'	PRON	'
elle	PRON	lui
séduit	VERB	séduire
,	PUNCT	,
sont	VERB	être
toujours	ADV	toujours
ceux	PRON	celui
qui	PRON	qui
ont	VERB	avoir
le	DET	le
moins	ADV	moins
besoin	NOUN	besoin
qu	SCONJ	qu
'	SCONJ	'
on	PRON	on
les	PRON	le
éclaire	VERB	éclaire
.	PUNCT	.
Dans	ADP	dans
un	DET	un
temps	NOUN	temps
enfin	ADV	enfin
,	PUNCT	,
où	PRON	où
tout	PRON	tout
nous	PRON	nous
invite	VERB	invite
à	ADP	à
créer	VERB	créer
et	CCONJ	et
à	ADP	à
jouir	VERB	jouir
,	PUNCT	,
où	PRON	où
nous	PRON	nous
avons	VERB	avoir
une	DET	un
sensibilité	NOUN	sensibilité
moins	ADV	moins
profonde	ADJ	profond
à	ADP	à
la	DET	le
vérité	NOUN	vérité
,	PUNCT	,
mais	CCONJ	mais
plus	ADV	plus
inquiète	ADJ	inquiet
et	CCONJ	et
plus	ADV	plus
avide	ADJ	avide
de	ADP	de
jouissances	NOUN	jouissance
nouvelles	ADJ	nouveau
;	PUNCT	;
dans	ADP	dans
un	DET	un
temps	NOUN	temps
où	PRON	où
l	DET	l
'	DET	'
imagination	NOUN	imagination
fait	VERB	faire
les	DET	le
frais	NOUN	frais
de	ADP	de
tous	ADJ	tout
les	DET	le
plaisirs	NOUN	plaisir
,	PUNCT	,
peut-être	ADV	peut-être
faut	VERB	falloir
-il	PRON	il
parler	VERB	parler
davantage	ADV	davantage
à	ADP	à
l	DET	l
'	DET	'
imagination	NOUN	imagination
,	PUNCT	,
et	CCONJ	et
revêtir	VERB	revêtir
les	DET	le
idées	NOUN	idée
de	ADP	de
la	DET	le
raison	NOUN	raison
des	ADP	de
images	NOUN	image
de	ADP	de
la	DET	le
volupté	NOUN	volupté
.	PUNCT	.
Peut	ADV	peut
-	ADV	-
être	ADV	être
,	PUNCT	,
à	ADP	à
l	DET	l
'	DET	'
époque	NOUN	époque
où	PRON	où
nous	PRON	nous
sommes	VERB	être
,	PUNCT	,
est	AUX	être
-il	PRON	il
besoin	NOUN	besoin
de	ADP	de
peindre	VERB	peindre
Minerve	PROPN	Minerve
avec	ADP	avec
les	DET	le
traits	NOUN	trait
de	ADP	de
Vénus	PROPN	Vénus
,	PUNCT	,
et	CCONJ	et
de	ADP	de
donner	VERB	donner
une	DET	un
physionomie	NOUN	physionomie
riante	ADJ	riant
à	ADP	à
la	DET	le
sagesse	NOUN	sagesse
,	PUNCT	,
afin	ADV	afin
de	ADP	de
la	PRON	le
rendre	VERB	rendre
un	DET	un
objet	NOUN	objet
de	ADP	de
séduction	NOUN	séduction
pour	ADP	pour
les	DET	le
cœurs	NOUN	cœur
corrompus	ADJ	corrompu
.	PUNCT	.
Le	DET	le
but	NOUN	but
de	ADP	de
l	DET	l
'	DET	'
ouvrage	NOUN	ouvrage
que	PRON	que
nous	PRON	nous
mettons	VERB	mettre
au	ADP	au
jour	NOUN	jour
,	PUNCT	,
est	VERB	être
de	ADP	de
remettre	VERB	remettre
en	ADP	en
honneur	NOUN	honneur
parmi	ADP	parmi
nous	PRON	nous
l	DET	l
'	DET	'
amour	NOUN	amour
conjugal	ADJ	conjugal
,	PUNCT	,
dont	PRON	dont
le	DET	le
nom	NOUN	nom
seulest	ADJ	seulest
presque	ADV	presque
devenu	VERB	devenir
un	DET	un
ridicule	NOUN	ridicule
;	PUNCT	;
de	ADP	de
ramener	VERB	ramener
les	DET	le
mère	NOUN	mère
aux	ADP	à
sentiment	NOUN	sentiment
de	ADP	de
la	DET	le
nature	NOUN	nature
,	PUNCT	,
de	ADP	de
faire	AUX	faire
sentir	VERB	sentir
le	DET	le
prix	NOUN	prix
des	ADP	de
plaisirs	NOUN	plaisir
faciles	ADJ	facile
et	CCONJ	et
trop	ADV	trop
négligés	ADJ	négliger
de	ADP	de
la	DET	le
vie	NOUN	vie
libre	ADJ	libre
et	CCONJ	et
innocente	ADJ	innocent
des	ADP	de
campagnes	NOUN	campagne
,	PUNCT	,
et	CCONJ	et
d	ADP	d
'	ADP	'
arracher	VERB	arracher
au	ADP	au
luxe	NOUN	luxe
et	CCONJ	et
à	ADP	à
la	DET	le
corruption	NOUN	corruption
des	ADP	de
villes	NOUN	ville
,	PUNCT	,
des	DET	un
hommes	NOUN	homme
nés	VERB	naître
loin	ADV	loin
des	ADP	de
villes	NOUN	ville
,	PUNCT	,
des	DET	un
hommes	NOUN	homme
nés	VERB	naître
pour	ADP	pour
ressentir	VERB	ressentir
et	CCONJ	et
inspirer	VERB	inspirer
le	DET	le
goût	NOUN	goût
de	ADP	de
cette	DET	ce
simplicité	NOUN	simplicité
antique	ADJ	antique
qui	PRON	qui
nous	PRON	nous
rapproche	VERB	rapproche
de	ADP	de
notre	DET	notre
état	NOUN	état
primitif	ADJ	primitif
,	PUNCT	,
et	CCONJ	et
peut-être	ADV	peut-être
de	ADP	de
notre	DET	notre
destination	NOUN	destination
.	PUNCT	.
Nous	PRON	nous
sommes	AUX	être
bien	ADV	bien
loin	ADV	loin
de	ADP	de
nous	PRON	nous
supposer	VERB	supposer
les	DET	le
talents	NOUN	talent
qu	PRON	que
'	PRON	'
on	PRON	on
a	VERB	avoir
droit	NOUN	droit
d	ADP	d
'	ADP	'
attendre	VERB	attendre
de	ADP	de
celui	PRON	celui
qui	PRON	qui
donne	VERB	donne
des	DET	un
tableaux	NOUN	tableau
d	ADP	d
'	ADP	'
histoire	NOUN	histoire
dans	ADP	dans
la	DET	le
vue	NOUN	vue
de	ADP	de
réformer	VERB	réformer
les	DET	le
mœurs	NOUN	mœur
.	PUNCT	.
Nous	PRON	nous
sommes	AUX	être
encore	ADV	encore
plus	ADV	plus
éloignés	ADJ	éloigné
de	ADP	de
nous	PRON	nous
flatter	VERB	flatter
d	ADP	d
'	ADP	'
avoir	AUX	avoir
fait	VERB	faire
quelques	DET	quelque
pas	NOUN	pas
sur	ADP	sur
les	DET	le
traces	NOUN	trace
de	ADP	de
ces	DET	ce
génies	NOUN	génie
privilégiés	ADJ	privilégier
,	PUNCT	,
qui	PRON	qui
attirent	VERB	attirer
sur	ADP	sur
eux	PRON	lui
les	DET	le
regards	NOUN	regard
de	ADP	de
leur	DET	leur
siècle	NOUN	siècle
,	PUNCT	,
et	CCONJ	et
impriment	VERB	imprimer
un	DET	un
mouvement	NOUN	mouvement
au	ADP	au
monde	NOUN	monde
intellectuel	ADJ	intellectuel
.	PUNCT	.
Le	DET	le
genre	NOUN	genre
dans	ADP	dans
lequel	PRON	lequel
cet	DET	ce
ouvrage	NOUN	ouvrage
est	AUX	être
écrit	VERB	écrire
,	PUNCT	,
nous	PRON	nous
sauve	VERB	sauve
du	ADP	de
ridiculed	ADP	ridiculed
'	ADP	'
une	DET	un
pareille	ADJ	pareil
prétention	NOUN	prétention
.	PUNCT	.
Si	SCONJ	si
cependant	ADV	cependant
,	PUNCT	,
pour	ADP	pour
introduire	VERB	introduire
quelque	DET	quelque
vérité	NOUN	vérité
dans	ADP	dans
l	DET	l
'	DET	'
esprit	NOUN	esprit
,	PUNCT	,
et	CCONJ	et
quelque	DET	quelque
sentiment	NOUN	sentiment
vertueux	ADJ	vertueux
dans	ADP	dans
le	DET	le
cœur	NOUN	cœur
,	PUNCT	,
il	PRON	il
suffisait	VERB	suffire
d	ADP	d
'	ADP	'
en	PRON	en
être	AUX	être
pénétré	VERB	pénétrer
,	PUNCT	,
et	CCONJ	et
si	SCONJ	si
pour	ADP	pour
toucher	VERB	toucher
les	DET	le
autres	PRON	autre
c	PRON	c
'	PRON	'
était	AUX	être
assez	ADV	assez
d	ADP	d
'	ADP	'
être	AUX	être
touché	VERB	toucher
soi	PRON	soi
-	PRON	-
même	PRON	même
;	PUNCT	;
si	SCONJ	si
s	PRON	s
'	PRON	'
arrêter	VERB	arrêter
avec	ADP	avec
complaisance	NOUN	complaisance
sur	ADP	sur
les	DET	le
peintures	NOUN	peinture
de	ADP	de
l	DET	l
'	DET	'
innocence	NOUN	innocence
et	CCONJ	et
des	ADP	de
bonnes	ADJ	bon
mœurs	NOUN	mœur
,	PUNCT	,
sur	ADP	sur
les	DET	le
tableaux	NOUN	tableau
de	ADP	de
l	DET	l
'	DET	'
amour	NOUN	amour
dans	ADP	dans
le	DET	le
mariage	NOUN	mariage
,	PUNCT	,
de	ADP	de
l	DET	l
'	DET	'
amour	NOUN	amour
pur	ADJ	pur
et	CCONJ	et
consacré	VERB	consacrer
par	ADP	par
les	DET	le
lois	NOUN	loi
;	PUNCT	;
si	SCONJ	si
se	PRON	se
laisser	VERB	laisser
aller	VERB	aller
à	ADP	à
tous	ADJ	tout
les	DET	le
mouvement	NOUN	mouvement
d	ADP	d
'	ADP	'
une	DET	un
âme	NOUN	âme
dont	PRON	dont
la	DET	le
vertu	NOUN	vertu
est	AUX	être
le	DET	le
premier	ADJ	premier
besoin	NOUN	besoin
,	PUNCT	,
et	CCONJ	et
sur	ADP	sur
laquelle	PRON	lequel
les	DET	le
idées	NOUN	idée
d	ADP	d
'	ADP	'
ordre	NOUN	ordre
et	CCONJ	et
de	ADP	de
perfection	NOUN	perfection
firent	VERB	faire
toujours	ADV	toujours
une	DET	un
impression	NOUN	impression
profonde	ADJ	profond
;	PUNCT	;
si	SCONJ	si
peindre	VERB	peindre
ce	PRON	ce
qu	PRON	que
'	PRON	'
on	PRON	on
a	AUX	avoir
vu	VERB	voir
,	PUNCT	,
exprimer	VERB	exprimer
ce	PRON	ce
qu	PRON	que
'	PRON	'
on	PRON	on
a	AUX	avoir
senti	VERB	sentir
,	PUNCT	,
donnait	VERB	donner
des	DET	un
droits	NOUN	droit
à	ADP	à
l	DET	l
'	DET	'
indulgence	NOUN	indulgence
;	PUNCT	;
si	SCONJ	si
le	DET	le
plaisir	NOUN	plaisir
enfin	ADV	enfin
de	ADP	de
revenir	VERB	revenir
sur	ADP	sur
son	DET	son
travail	NOUN	travail
,	PUNCT	,
plaisir	NOUN	plaisir
qui	PRON	qui
n	ADV	n
'	ADV	'
est	AUX	être
ni	CCONJ	ni
la	DET	le
conscience	NOUN	conscience
du	ADP	de
talent	NOUN	talent
,	PUNCT	,
ni	CCONJ	ni
le	DET	le
transport	NOUN	transport
mal-adroit	ADJ	mal-adroit
d	ADP	d
'	ADP	'
un	DET	un
esprit	NOUN	esprit
aveuglé	VERB	aveugler
sur	ADP	sur
son	DET	son
insuffisance	NOUN	insuffisance
,	PUNCT	,
mais	CCONJ	mais
qui	PRON	qui
n	ADV	n
'	ADV	'
est	AUX	être
autre	ADJ	autre
chose	NOUN	chose
que	SCONJ	que
l	DET	l
'	DET	'
assurance	NOUN	assurance
consolante	ADJ	consolant
d	ADP	d
'	ADP	'
avoir	AUX	avoir
écrit	VERB	écrire
des	DET	un
choses	NOUN	chose
honnêtes	ADJ	honnête
;	PUNCT	;
si	SCONJ	si
ce	DET	ce
plaisir	NOUN	plaisir
si	ADV	si
doux	ADJ	doux
et	CCONJ	et
si	ADV	si
légitime	ADJ	légitime
était	AUX	être
le	DET	le
garant	NOUN	garant
du	ADP	de
bon	ADJ	bon
accueil	NOUN	accueil
qu	PRON	que
'	PRON	'
un	DET	un
livre	NOUN	livre
doit	VERB	devoir
recevoir	VERB	recevoir
dans	ADP	dans
le	DET	le
public	NOUN	public
,	PUNCT	,
il	PRON	il
nous	PRON	nous
serait	AUX	être
permis	VERB	permettre
,	PUNCT	,
en	ADP	en
publiant	VERB	publier
celui-ci	PRON	celui-ci
,	PUNCT	,
de	ADP	de
concevoir	VERB	concevoir
quelque	DET	quelque
espérance	NOUN	espérance
de	ADP	de
succès	NOUN	succès
.	PUNCT	.
L	DET	l
'	DET	'
art	NOUN	art
d	ADP	d
'	ADP	'
être	AUX	être
heureux	ADJ	heureux
dans	ADP	dans
le	DET	le
monde	NOUN	monde
,	PUNCT	,
n	ADV	n
'	ADV	'
est	AUX	être
que	ADV	que
le	DET	le
talent	NOUN	talent
de	ADP	de
fixer	VERB	fixer
plus	ADV	plus
ou	CCONJ	ou
moins	ADV	moins
long	ADV	long
-	ADV	-
temps	ADV	temps
des	DET	un
images	NOUN	image
fugitives	ADJ	fugitif
.	PUNCT	.
Ce	DET	ce
bonheur	NOUN	bonheur
,	PUNCT	,
objet	NOUN	objet
perpétuel	ADJ	perpétuel
de	ADP	de
nos	DET	notre
vœux	NOUN	vœu
et	CCONJ	et
de	ADP	de
nos	DET	notre
soins	NOUN	soin
,	PUNCT	,
que	PRON	que
nous	PRON	nous
envisageons	VERB	envisager
de	ADP	de
tant	ADV	tant
de	ADP	de
manières	NOUN	manière
,	PUNCT	,
et	CCONJ	et
sous	ADP	sous
tantde	ADV	tantde
couleurs	NOUN	couleur
différentes	ADJ	différent
,	PUNCT	,
est	AUX	être
une	DET	un
lueur	NOUN	lueur
trompeuse	ADJ	trompeur
et	CCONJ	et
lointaine	ADJ	lointain
,	PUNCT	,
vers	ADP	vers
laquelle	PRON	lequel
nous	PRON	nous
marchons	VERB	marcher
par	ADP	par
des	DET	un
chemins	NOUN	chemin
divers	ADJ	divers
,	PUNCT	,
plus	ADV	plus
ou	CCONJ	ou
moins	ADV	moins
directement	ADV	directement
,	PUNCT	,
selon	ADP	selon
que	SCONJ	que
nous	PRON	nous
avons	VERB	avoir
la	DET	le
vue	NOUN	vue
plus	ADV	plus
ou	CCONJ	ou
moins	ADV	moins
troublée	VERB	troubler
par	ADP	par
nos	DET	notre
passions	NOUN	passion
.	PUNCT	.
Mais	CCONJ	mais
cette	DET	ce
lueur	NOUN	lueur
s	PRON	s
'	PRON	'
éteint	VERB	éteindre
avant	ADP	avant
