 	SPACE	 
sans	ADP	sans
fruit	NOUN	fruit
par	ADP	par
les	DET	le
personnes	NOUN	personne
qu'	PRON	qu'
il	PRON	il
est	AUX	être
encore	ADV	encore
possible	ADJ	possible
de	ADP	de
ramener	VERB	ramener
à	ADP	à
la	DET	le
raison	NOUN	raison
!	PUNCT	!
Qu'	SCONJ	que
elles	PRON	lui
s'	PRON	se
instruisent	VERB	instruire
en	ADP	en
s'	PRON	se
attendrissant	VERB	attendrir
,	PUNCT	,
et	CCONJ	et
que	SCONJ	que
leurs	DET	leur
larmes	NOUN	larme
ne	ADV	ne
saient	PRON	saient
pas	ADV	pas
perdues	VERB	perdre
pour	ADP	pour
leur	DET	leur
sagesse	NOUN	sagesse
et	CCONJ	et
leur	DET	leur
bonheur	NOUN	bonheur
!	PUNCT	!
Nancy	PROPN	Nancy
touchait	VERB	toucher
à	ADP	à
la	DET	le
seizieme	ADJ	seiziem
année	NOUN	année
,	PUNCT	,
âge	NOUN	âge
où	PRON	où
se	PRON	se
développent	VERB	développer
ordinairement	ADV	ordinairement
dans	ADP	dans
son	DET	son
sexe	NOUN	sexe
les	DET	le
agréments	NOUN	agrément
extérieurs	ADJ	extérieur
.	PUNCT	.
Elle	PRON	lui
réunissat	VERB	réunissat
la	DET	le
beauté	NOUN	beauté
et	CCONJ	et
les	DET	le
grâces	NOUN	grâce
;	PUNCT	;
et	CCONJ	et
divers	ADJ	divers
talents	NOUN	talent
ajoûtoient	VERB	ajoûtoier
à	ADP	à
ses	DET	son
charmes	NOUN	charme
.	PUNCT	.
Sir	PROPN	Sir
Robert	PROPN	Robert
Herstord	PROPN	Herstord
son	DET	son
père	NOUN	père
,	PUNCT	,
qui	PRON	qui
n'	ADV	n'
avait	AUX	avoir
dû	VERB	devoir
son	DET	son
établissement	NOUN	établissement
qu'	ADV	qu'
aux	ADP	à
faveurs	NOUN	faveur
de	ADP	de
la	DET	le
cour	NOUN	cour
,	PUNCT	,
venait	VERB	venir
de	ADP	de
mourir	VERB	mourir
subitement	ADV	subitement
,	PUNCT	,
ne	ADV	ne
laissant	VERB	laisser
qu'	ADV	qu'
un	DET	un
revenu	NOUN	revenu
de	ADP	de
cent	NUM	cent
guinées	NOUN	guinée
à	ADP	à
sa	DET	son
femme	NOUN	femme
et	CCONJ	et
à	ADP	à
sa	DET	son
fille	NOUN	fille
.	PUNCT	.
Elles	PRON	lui
furent	AUX	être
donc	ADV	donc
obligées	VERB	obliger
de	ADP	de
se	PRON	se
renfermer	VERB	renfermer
dans	ADP	dans
les	DET	le
bornes	NOUN	borne
resserrées	VERB	resserrer
de	ADP	de
leur	DET	leur
nouvelle	ADJ	nouveau
condition	NOUN	condition
:	PUNCT	:
mais	CCONJ	mais
elles	PRON	lui
ne	ADV	ne
sçurent	VERB	sçurer
point	ADV	point
en	PRON	en
prendre	VERB	prendre
l'	DET	le
esprit	NOUN	esprit
;	PUNCT	;
elles	PRON	lui
n'	ADV	n'
adopterent	VERB	adopterer
point	ADV	point
cette	DET	ce
sagesse	NOUN	sagesse
de	ADP	de
réflexion	NOUN	réflexion
,	PUNCT	,
cet	DET	ce
éloignement	NOUN	éloignement
du	ADP	de
grand	ADJ	grand
monde	NOUN	monde
,	PUNCT	,
ce	DET	ce
goût	NOUN	goût
pour	ADP	pour
la	DET	le
retraite	NOUN	retraite
,	PUNCT	,
cette	DET	ce
sévérité	NOUN	sévérité
de	ADP	de
mœurs	NOUN	mœur
qui	PRON	qui
conviennent	VERB	convenir
à	ADP	à
l'	DET	le
état	NOUN	état
médiocre	ADJ	médiocre
,	PUNCT	,
et	CCONJ	et
lui	PRON	lui
procurent	VERB	procurer
peut-être	ADV	peut-être
des	DET	un
plaisirs	NOUN	plaisir
inconnus	ADJ	inconnu
à	ADP	à
l'	DET	le
éclat	NOUN	éclat
et	CCONJ	et
à	ADP	à
la	DET	le
richesse	NOUN	richesse
;	PUNCT	;
elles	PRON	lui
ignoraient	VERB	ignorer
surtout	ADV	surtout
cette	DET	ce
réserve	NOUN	réserve
qu'	PRON	qu'
on	PRON	on
peut	VERB	pouvoir
appeler	VERB	appeler
la	DET	le
dignité	NOUN	dignité
du	ADP	de
malheur	NOUN	malheur
,	PUNCT	,
et	CCONJ	et
qui	PRON	qui
le	PRON	le
met	VERB	mettre
à	ADP	à
l'	DET	le
abri	NOUN	abri
de	ADP	de
la	DET	le
morgue	NOUN	morgue
et	CCONJ	et
des	ADP	de
outrages	NOUN	outrage
de	ADP	de
la	DET	le
fortune	NOUN	fortune
.	PUNCT	.
L'	DET	le
âme	NOUN	âme
de	ADP	de
Nancy	PROPN	Nancy
n'	ADV	n'
était	AUX	être
déjà	ADV	déjà
que	ADV	que
trop	ADV	trop
altérée	VERB	altérer
par	ADP	par
les	DET	le
mauvais	ADJ	mauvais
principes	NOUN	principe
de	ADP	de
ce	PRON	ce
qu'	PRON	qu'
on	PRON	on
nomme	VERB	nomme
si	ADV	si
improprement	ADV	improprement
une	DET	un
bonne	ADJ	bon
éducation	NOUN	éducation
.	PUNCT	.
Tout	PRON	tout
promettait	VERB	promettre
dans	ADP	dans
cette	DET	ce
jeune	ADJ	jeune
personne	NOUN	personne
le	DET	le
caractère	NOUN	caractère
d'	ADP	de
une	DET	un
lady	NOUN	lady
accomplie	VERB	accomplir
,	PUNCT	,
cette	DET	ce
politesse	NOUN	politesse
insultante	ADJ	insultant
,	PUNCT	,
ces	DET	ce
caprices	NOUN	caprice
bizarres	ADJ	bizarre
et	CCONJ	et
inhumains	ADJ	inhumain
,	PUNCT	,
ces	DET	ce
travers	NOUN	travers
révoltants	ADJ	révoltant
,	PUNCT	,
ces	DET	ce
étourderies	NOUN	étourderie
apprêtées	VERB	apprêter
,	PUNCT	,
cette	DET	ce
foule	NOUN	foule
de	ADP	de
ridicules	NOUN	ridicule
qui	PRON	qui
distinguent	VERB	distinguer
parmi	ADP	parmi
nous	PRON	nous
une	DET	un
femme	NOUN	femme
de	ADP	de
rang	NOUN	rang
,	PUNCT	,
et	CCONJ	et
qui	PRON	qui
,	PUNCT	,
à	ADP	à
la	DET	le
honte	NOUN	honte
de	ADP	de
nos	DET	notre
compatriotes	NOUN	compatriote
,	PUNCT	,
la	PRON	le
rendent	VERB	rendre
aimable	ADJ	aimable
à	ADP	à
leurs	DET	leur
regards	NOUN	regard
,	PUNCT	,
en	ADP	en
la	PRON	le
faisant	AUX	faire
mésestimer	VERB	mésestimer
.	PUNCT	.
Nancy	PROPN	Nancy
cependant	ADV	cependant
annonçait	VERB	annoncer
des	DET	un
vertus	NOUN	vertu
et	CCONJ	et
une	DET	un
honnêteté	NOUN	honnêteté
qui	PRON	qui
balançaient	VERB	balancer
beaucoup	ADV	beaucoup
ses	DET	son
imperfections	NOUN	imperfection
.	PUNCT	.

	SPACE	

Sa	DET	son
mère	NOUN	mère
ne	ADV	ne
tarda	VERB	tarder
pas	ADV	pas
à	ADP	à
revenir	VERB	revenir
de	ADP	de
cet	DET	ce
égarement	NOUN	égarement
qui	PRON	qui
n'	ADV	n'
était	AUX	être
qu'	ADV	qu'
un	DET	un
reste	NOUN	reste
d'	ADP	de
ivresse	NOUN	ivresse
de	ADP	de
leur	DET	leur
situation	NOUN	situation
passée	VERB	passer
;	PUNCT	;
elle	PRON	lui
ouvrit	VERB	ouvrir
les	DET	le
yeux	NOUN	oeil
;	PUNCT	;
elle	PRON	lui
apprécia	VERB	apprécier
ses	DET	son
sociétés	NOUN	société
;	PUNCT	;
elle	PRON	lui
vit	VERB	voir
que	SCONJ	que
les	DET	le
nombreuses	ADJ	nombreux
visites	NOUN	visite
qu'	PRON	qu'
elle	PRON	lui
recevait	VERB	recevoir
,	PUNCT	,
n'	ADV	n'
étaient	AUX	être
fondées	VERB	fonder
que	ADV	que
sur	ADP	sur
cette	DET	ce
joie	NOUN	joie
intérieure	ADJ	intérieur
et	CCONJ	et
cruelle	ADJ	cruel
que	PRON	que
goûtent	VERB	goûter
la	DET	le
plupart	NOUN	plupart
des	ADP	de
hommes	NOUN	homme
à	ADP	à
mettre	VERB	mettre
en	ADP	en
opposition	NOUN	opposition
leur	DET	leur
bonheur	NOUN	bonheur
avec	ADP	avec
les	DET	le
disgracies	NOUN	disgracie
d'	ADP	de
autrui	PRON	autrui
;	PUNCT	;
elle	PRON	lui
sentit	VERB	sentir
que	SCONJ	que
le	DET	le
malheur	NOUN	malheur
inspire	VERB	inspire
presque	ADV	presque
toujours	ADV	toujours
aux	ADP	à
heureux	ADJ	heureux
qui	PRON	qui
l'	PRON	l'
approchent	VERB	approcher
,	PUNCT	,
une	DET	un
familiarité	NOUN	familiarité
offensante	ADJ	offensant
;	PUNCT	;
que	SCONJ	que
ce	DET	ce
prétendu	ADJ	prétendre
intérêt	NOUN	intérêt
qu'	PRON	qu'
on	PRON	on
prend	VERB	prendre
aux	ADP	à
infortunés	NOUN	infortuné
,	PUNCT	,
tient	VERB	tenir
à	ADP	à
la	DET	le
froideur	NOUN	froideur
du	ADP	de
mépris	NOUN	mépris
,	PUNCT	,
et	CCONJ	et
qu'	SCONJ	que
il	PRON	il
n'	ADV	n'
y	PRON	y
a	VERB	avoir
qu'	ADV	qu'
un	DET	un
pas	NOUN	pas
de	ADP	de
la	DET	le
bonté	NOUN	bonté
compatissante	ADJ	compatissant
à	ADP	à
l'	DET	le
insolence	NOUN	insolence
de	ADP	de
la	DET	le
protection	NOUN	protection
;	PUNCT	;
elle	PRON	lui
n'	ADV	n'
eut	VERB	avoir
pas	ADV	pas
de	DET	de
peine	NOUN	peine
encore	ADV	encore
à	ADP	à
se	PRON	se
convaincre	VERB	convaincre
que	SCONJ	que
les	DET	le
charmes	NOUN	charme
de	ADP	de
sa	DET	son
fille	NOUN	fille
augmentaient	VERB	augmenter
cette	DET	ce
foule	NOUN	foule
de	ADP	de
connaissances	NOUN	connaissance
aussi	ADV	aussi
dangereuses	ADJ	dangereux
qu'	SCONJ	que
oisives	ADJ	oisif
;	PUNCT	;
et	CCONJ	et
en	ADP	en
effet	NOUN	effet
,	PUNCT	,
qui	PRON	qui
peut	VERB	pouvoir
douter	VERB	douter
que	SCONJ	que
les	DET	le
vues	NOUN	vue
de	ADP	de
ces	DET	ce
séducteurs	NOUN	séducteur
à	ADP	à
la	DET	le
mode	NOUN	mode
,	PUNCT	,
sur	ADP	sur
une	DET	un
personne	NOUN	personne
aimable	ADJ	aimable
,	PUNCT	,
disgraciée	VERB	disgracier
de	ADP	de
la	DET	le
fortune	NOUN	fortune
,	PUNCT	,
ne	ADV	ne
saient	VERB	saier
audacieuses	ADJ	audacieux
et	CCONJ	et
criminelles	ADJ	criminel
?	PUNCT	?
Une	DET	un
des	ADP	de
plus	ADV	plus
grandes	ADJ	grand
mortifications	NOUN	mortification
qu'	PRON	qu'
essuie	VERB	essuyer
l'	DET	le
adversité	NOUN	adversité
,	PUNCT	,
est	VERB	être
de	ADP	de
se	PRON	se
voir	VERB	voir
privée	VERB	priver
de	ADP	de
cette	DET	ce
sorte	NOUN	sorte
de	ADP	de
considération	NOUN	considération
,	PUNCT	,
qui	PRON	qui
flatte	VERB	flatte
tant	ADV	tant
la	DET	le
faiblesse	NOUN	faiblesse
de	ADP	de
notre	DET	notre
orgueil	NOUN	orgueil
;	PUNCT	;
on	PRON	on
n'	ADV	n'
aime	VERB	aime
point	ADV	point
à	ADP	à
multiplier	VERB	multiplier
le	DET	le
nombre	NOUN	nombre
de	ADP	de
ses	DET	son
supérieurs	NOUN	supérieur
,	PUNCT	,
et	CCONJ	et
un	DET	un
malheureux	NOUN	malheureux
ne	ADV	ne
trouve	VERB	trouve
que	ADV	que
des	DET	un
maîtres	NOUN	maître
dans	ADP	dans
tout	ADJ	tout
ce	PRON	ce
qui	PRON	qui
l'	PRON	l'
environne	VERB	environne
.	PUNCT	.
Nancy	PROPN	Nancy
était	AUX	être
bien	ADV	bien
éloignée	ADJ	éloigné
de	ADP	de
penser	VERB	penser
comme	ADP	comme
sa	DET	son
mère	NOUN	mère
;	PUNCT	;
c'	PRON	ce
était	AUX	être
sous	ADP	sous
un	DET	un
autre	ADJ	autre
point	NOUN	point
de	ADP	de
vue	NOUN	vue
que	PRON	que
les	DET	le
objets	NOUN	objet
s'	PRON	se
offraient	VERB	offrir
à	ADP	à
ses	DET	son
yeux	NOUN	oeil
.	PUNCT	.
L'	DET	le
avenir	NOUN	avenir
lui	PRON	lui
présentait	VERB	présenter
un	DET	un
mariage	NOUN	mariage
éclatant	ADJ	éclatant
qui	PRON	qui
l'	PRON	l'
éleveroit	VERB	éleveroit
au	ADP	au
faîte	NOUN	faîte
de	ADP	de
la	DET	le
fortune	NOUN	fortune
et	CCONJ	et
des	ADP	de
grandeurs	NOUN	grandeur
:	PUNCT	:
voilà	VERB	voilà
sur	ADP	sur
quelle	DET	quel
image	NOUN	image
ses	DET	son
espérances	NOUN	espérance
revenaient	VERB	revenir
toujours	ADV	toujours
;	PUNCT	;
rien	PRON	rien
n'	ADV	n'
arrêtait	VERB	arrêter
l'	DET	le
essor	NOUN	essor
de	ADP	de
sa	DET	son
vanité	NOUN	vanité
;	PUNCT	;
il	PRON	il
n'	ADV	n'
y	PRON	y
avait	VERB	avoir
point	ADV	point
,	PUNCT	,
selon	ADP	selon
sa	DET	son
façon	NOUN	façon
de	ADP	de
voir	VERB	voir
,	PUNCT	,
dans	ADP	dans
les	DET	le
trois	NUM	trois
royaumes	NOUN	royaume
,	PUNCT	,
de	ADP	de
baronet	NOUN	baronet
,	PUNCT	,
de	ADP	de
lord	PROPN	lord
,	PUNCT	,
qui	PRON	qui
n'	ADV	n'
accourût	VERB	accourir
soupirer	VERB	soupirer
à	ADP	à
ses	DET	son
pieds	NOUN	pied
;	PUNCT	;
mylord	PROPN	mylord
duc	PROPN	duc
l'	PRON	l'
avait	AUX	avoir
beaucoup	ADV	beaucoup
regardée	VERB	regarder
au	ADP	au
spectacle	NOUN	spectacle
,	PUNCT	,
et	CCONJ	et
d'	ADP	de
après	ADP	après
ces	DET	ce
regards	NOUN	regard
,	PUNCT	,
elle	PRON	lui
s'	PRON	se
était	AUX	être
abandonnée	VERB	abandonner
à	ADP	à
tout	ADJ	tout
le	DET	le
délire	NOUN	délire
de	ADP	de
l'	DET	le
amour	NOUN	amour
-	NOUN	-
propre	NOUN	propre
.	PUNCT	.
La	DET	le
mère	NOUN	mère
alarmée	VERB	alarmer
des	ADP	de
périls	NOUN	péril
évidents	ADJ	évident
auxquels	PRON	auxquels
sa	DET	son
fille	NOUN	fille
courait	VERB	courir
se	PRON	se
livrer	VERB	livrer
,	PUNCT	,
crut	VERB	croire
qu'	SCONJ	que
il	PRON	il
était	AUX	être
temps	ADJ	temp
d'	ADP	de
avoir	VERB	avoir
avec	ADP	avec
elle	PRON	lui
une	DET	un
conversation	NOUN	conversation
sérieuse	ADJ	sérieux
.	PUNCT	.

	SPACE	

Nancy	PROPN	Nancy
,	PUNCT	,
lui	PRON	lui
dit	VERB	dire
-elle	PRON	lui
un	DET	un
jour	NOUN	jour
,	PUNCT	,
vous	PRON	vous
commencez	VERB	commencer
à	ADP	à
me	PRON	me
donner	VERB	donner
des	DET	un
craintes	NOUN	crainte
...	PUNCT	...
ma	DET	mon
fille	NOUN	fille
,	PUNCT	,
écoutez	VERB	écouter
-moi	PRON	moi
.	PUNCT	.
Ce	PRON	ce
n'	ADV	n'
est	AUX	être
point	ADV	point
la	DET	le
sévérité	NOUN	sévérité
maternelle	ADJ	maternel
qui	PRON	qui
va	VERB	aller
vous	PRON	vous
parler	VERB	parler
:	PUNCT	:
c'	PRON	ce
est	AUX	être
la	DET	le
douceur	NOUN	douceur
,	PUNCT	,
la	DET	le
tendresse	NOUN	tendresse
de	ADP	de
l'	DET	le
amitié	NOUN	amitié
la	DET	le
plus	ADV	plus
pure	ADJ	pur
,	PUNCT	,
et	CCONJ	et
la	DET	le
plus	ADV	plus
vraie	ADJ	vrai
;	PUNCT	;
oui	ADV	oui
,	PUNCT	,
ma	DET	mon
fille	NOUN	fille
,	PUNCT	,
c'	PRON	ce
est	AUX	être
votre	DET	votre
amie	NOUN	amie
,	PUNCT	,
votre	DET	votre
unique	ADJ	unique
amie	NOUN	amie
qui	PRON	qui
vous	PRON	vous
presse	VERB	presse
contre	ADP	contre
son	DET	son
sein	NOUN	sein
,	PUNCT	,
qui	PRON	qui
vous	PRON	vous
baigne	VERB	baigne
de	ADP	de
ses	DET	son
larmes	NOUN	larme
:	PUNCT	:
elles	PRON	lui
coulent	VERB	couler
de	ADP	de
mon	DET	mon
cœur	NOUN	cœur
;	PUNCT	;
le	DET	le
vôtre	DET	vôtre
y	PRON	y
serait	AUX	être
-il	PRON	il
insensible	ADJ	insensible
?	PUNCT	?
Je	PRON	je
vais	VERB	aller
vous	PRON	vous
montrer	VERB	montrer
le	DET	le
précipice	NOUN	précipice
horrible	ADJ	horrible
où	PRON	où
vous	PRON	vous
vous	PRON	vous
jetez	VERB	jeter
.	PUNCT	.
J'	PRON	je
ai	AUX	avoir
commis	VERB	commettre
une	DET	un
faute	NOUN	faute
énorme	ADJ	énorme
,	PUNCT	,
Nancy	PROPN	Nancy
:	PUNCT	:
je	PRON	je
la	PRON	le
reconnais	VERB	reconnaître
aujourd'hui	ADV	aujourd'hui
,	PUNCT	,
et	CCONJ	et
je	PRON	je
veux	VERB	vouloir
la	PRON	le
réparer	VERB	réparer
:	PUNCT	:
j'	PRON	je
ai	AUX	avoir
pu	VERB	pouvoir
oublier	VERB	oublier
que	SCONJ	que
notre	DET	notre
situation	NOUN	situation
était	AUX	être
des	ADP	de
plus	ADV	plus
bornées	ADJ	borné
,	PUNCT	,
que	SCONJ	que
vous	PRON	vous
aviez	VERB	avoir
quelques	DET	quelque
agréments	NOUN	agrément
qui	PRON	qui
augmentent	VERB	augmenter
tous	ADJ	tout
les	DET	le
jours	NOUN	jour
:	PUNCT	:
mais	CCONJ	mais
ces	DET	ce
agréments	NOUN	agrément
sont	AUX	être
un	DET	un
bien	ADV	bien
faible	ADJ	faible
avantage	NOUN	avantage
,	PUNCT	,
s'	SCONJ	s'
ils	PRON	il
sont	AUX	être
séparés	VERB	séparer
de	ADP	de
la	DET	le
vertu	NOUN	vertu
...	PUNCT	...
-de	ADP	-de
la	DET	le
vertu!	NOUN	vertu!
...	PUNCT	...
-Ne	PUNCT	-ne
m'	PRON	me
interrompez	VERB	interrompre
point	ADV	point
,	PUNCT	,
ma	DET	mon
fille	NOUN	fille
.	PUNCT	.
On	PRON	on
ne	ADV	ne
saurait	VERB	savoir
prendre	VERB	prendre
trop	ADV	trop
de	ADP	de
précautions	NOUN	précaution
pour	ADP	pour
conserver	VERB	conserver
cette	DET	ce
pureté	NOUN	pureté
de	ADP	de
vertu	NOUN	vertu
dont	PRON	dont
la	DET	le
moindre	ADJ	moindre
imprudence	NOUN	imprudence
entraîne	VERB	entraîne
souvent	ADV	souvent
la	DET	le
ruine	NOUN	ruine
.	PUNCT	.
Nancy	PROPN	Nancy
,	PUNCT	,
apprenez	VERB	apprendre
que	SCONJ	que
,	PUNCT	,
lorsqu'	SCONJ	lorsque
on	PRON	on
n'	ADV	n'
est	AUX	être
point	ADV	point
heureux	ADJ	heureux
,	PUNCT	,
et	CCONJ	et
qu'	SCONJ	que
on	PRON	on
se	PRON	se
livre	VERB	livre
à	ADP	à
la	DET	le
dissipation	NOUN	dissipation
et	CCONJ	et
à	ADP	à
la	DET	le
société	NOUN	société
,	PUNCT	,
il	PRON	il
est	AUX	être
rare	ADJ	rare
que	SCONJ	que
cette	DET	ce
société	NOUN	société
vous	PRON	vous
respecte	VERB	respecte
;	PUNCT	;
l'	DET	le
insulte	NOUN	insulte
est	AUX	être
toujours	ADV	toujours
près	ADV	près
du	ADP	de
éclain	PROPN	éclain
,	PUNCT	,
et	CCONJ	et
il	PRON	il
ne	ADV	ne
faut	VERB	falloir
point	ADV	point
se	PRON	se
le	PRON	le
dissimuler	VERB	dissimuler
:	PUNCT	:
que	SCONJ	que
la	DET	le
sensibilité	NOUN	sensibilité
humaine	ADJ	humain
ne	ADV	ne
nous	PRON	nous
en	PRON	en
impose	VERB	impose
point	ADV	point
:	PUNCT	:
on	PRON	on
méprise	VERB	méprendre
les	DET	le
infortunés	NOUN	infortuné
.	PUNCT	.
Voilà	VERB	voilà
,	PUNCT	,
ma	DET	mon
fille	NOUN	fille
,	PUNCT	,
le	DET	le
sentiment	NOUN	sentiment
que	PRON	que
nous	PRON	nous
faisons	VERB	faire
naître	VERB	naître
;	PUNCT	;
il	PRON	il
se	PRON	se
masque	VERB	masque
sous	ADP	sous
les	DET	le
dehors	NOUN	dehors
menteurs	ADJ	menteur
de	ADP	de
la	DET	le
politesse	NOUN	politesse
:	PUNCT	:
mais	CCONJ	mais
ayons	VERB	avoir
le	DET	le
courage	NOUN	courage
de	ADP	de
l'	PRON	l'
approfondir	VERB	approfondir
et	CCONJ	et
de	ADP	de
nous	PRON	nous
éclairer	VERB	éclairer
;	PUNCT	;
osons	VERB	oser
-nous	PRON	nous
dire	VERB	dire
que	SCONJ	que
nous	PRON	nous
sommes	AUX	être
malheureuses	ADJ	malheureux
,	PUNCT	,
qu'	SCONJ	que
à	ADP	à
ce	DET	ce
titre	NOUN	titre
nous	PRON	nous
tenons	VERB	tenir
peu	ADV	peu
au	ADP	au
monde	NOUN	monde
,	PUNCT	,
qu'	SCONJ	que
il	PRON	il
n'	ADV	n'
y	PRON	y
aurait	VERB	avoir
que	ADV	que
l'	DET	le
avilissement	NOUN	avilissement
du	ADP	de
vice	NOUN	vice
qui	PRON	qui
pourrait	VERB	pouvoir
nous	PRON	nous
y	PRON	y
donner	VERB	donner
de	ADP	de
l'	DET	le
existence	NOUN	existence
.	PUNCT	.
Eh	INTJ	Eh
!	PUNCT	!
Quelle	DET	quel
existence	NOUN	existence
,	PUNCT	,
ma	DET	mon
chère	ADJ	cher
Nancy	PROPN	Nancy
!	PUNCT	!
Recueillons	VERB	recueillir
nos	DET	notre
forces	NOUN	force
,	PUNCT	,
sçachons	VERB	sçacher
nous	PRON	nous
suffire	VERB	suffire
à	ADP	à
nous	PRON	nous
-	PRON	-
mêmes	NOUN	même
,	PUNCT	,
et	CCONJ	et
supporter	VERB	supporter
la	DET	le
solitude	NOUN	solitude
.	PUNCT	.
Nous	PRON	nous
partirons	VERB	partir
demain	ADV	demain
pour	ADP	pour
la	DET	le
campagne	NOUN	campagne
;	PUNCT	;
nous	PRON	nous
irons	VERB	aller
nous	PRON	nous
ensevelir	VERB	ensevelir
dans	ADP	dans
une	DET	un
retraite	NOUN	retraite
où	PRON	où
tu	PRON	tu
apprendras	VERB	apprendre
tout	ADJ	tout
ce	PRON	ce
qui	PRON	qui
peut	VERB	pouvoir
former	VERB	former
une	DET	un
conduite	NOUN	conduite
sage	ADJ	sage
et	CCONJ	et
à	ADP	à
l'	DET	le
abri	NOUN	abri
du	ADP	de
reproche	NOUN	reproche
;	PUNCT	;
par	ADP	par
cette	DET	ce
retraite	NOUN	retraite
prudente	ADJ	prudent
,	PUNCT	,
nous	PRON	nous
mériterons	VERB	mériter
l'	DET	le
estime	NOUN	estime
de	ADP	de
ce	DET	ce
monde	NOUN	monde
,	PUNCT	,
qui	PRON	qui
,	PUNCT	,
peut-être	ADV	peut-être
serait	AUX	être
bientôt	ADV	bientôt
porté	VERB	porter
à	ADP	à
nous	PRON	nous
la	PRON	le
refuser	VERB	refuser
,	PUNCT	,
et	CCONJ	et
nous	PRON	nous
interromprons	VERB	interrompre
le	DET	le
cours	NOUN	cours
de	ADP	de
ces	DET	ce
visites	NOUN	visite
,	PUNCT	,
dont	PRON	dont
tôt	ADV	tôt
ou	CCONJ	ou
tard	ADV	tard
tu	PRON	tu
serais	AUX	être
la	DET	le
victime	NOUN	victime
.	PUNCT	.
Nancy	PROPN	Nancy
,	PUNCT	,
dans	ADP	dans
le	DET	le
premier	ADJ	premier
instant	NOUN	instant
,	PUNCT	,
avait	AUX	avoir
embrassé	VERB	embrasser
avec	ADP	avec
joie	NOUN	joie
le	DET	le
projet	NOUN	projet
de	ADP	de
sa	DET	son
mère	NOUN	mère
:	PUNCT	:
rendue	VERB	rendre
à	ADP	à
la	DET	le
réflexion	NOUN	réflexion
ou	CCONJ	ou
plutôt	ADV	plutôt
aux	ADP	à
suggestions	NOUN	suggestion
trompeuses	ADJ	trompeur
de	ADP	de
