 	SPACE	 
faire	AUX	faire
rendre	VERB	rendre
gorge	NOUN	gorge
à	ADP	à
cette	DET	ce
multitude	NOUN	multitude
de	ADP	de
traîtres,---que	PUNCT	traîtres,---que
quatre	PRON	quatre
entre	ADP	entre
eux	PRON	lui
imaginèrent	VERB	imaginer
la	DET	le
singulière	ADJ	singulier
partie	NOUN	partie
de	ADP	de
débauche	NOUN	débauche
,	PUNCT	,
dont	PRON	dont
nous	PRON	nous
allons	VERB	aller
rendre	VERB	rendre
compte	NOUN	compte
.	PUNCT	.
Ce	PRON	ce
serait	AUX	être
à	ADP	à
tort	NOUN	tort
que	PRON	que
l'	PRON	l'
on	PRON	on
imaginerait	VERB	imaginer
que	SCONJ	que
les	DET	le
voleurs	NOUN	voleur
seuls	ADJ	seul
s'	PRON	se
étaient	AUX	être
occupé	VERB	occuper
s	ADP	s
de	ADP	de
cette	DET	ce
maltôte	NOUN	maltôte
,	PUNCT	,
elle	PRON	lui
avait	VERB	avoir
à	ADP	à
sa	DET	son
tête	NOUN	tête
de	DET	de
très	ADV	très
grands	ADJ	grand
seigneurs	NOUN	seigneur
.	PUNCT	.
Le	DET	le
duc	NOUN	duc
de	ADP	de
Blangis	PROPN	Blangis
et	CCONJ	et
son	DET	son
frère	NOUN	frère
l'	DET	le
évêque	NOUN	évêque
de	ADP	de
...	PUNCT	...
qui	PRON	qui
tous	ADJ	tout
deux	PRON	deux
y	PRON	y
avaient	AUX	avoir
fait	VERB	faire
des	DET	un
fortunes	NOUN	fortune
immenses	ADJ	immense
,	PUNCT	,
sont	AUX	être
des	DET	un
preuves	NOUN	preuve
incontestables	ADJ	incontestable
que	SCONJ	que
la	DET	le
noblesse	NOUN	noblesse
ne	ADV	ne
négligeait	VERB	négliger
pas	ADV	pas
plus	ADV	plus
que	SCONJ	que
les	DET	le
autres	PRON	autre
les	DET	le
moyens	NOUN	moyen
de	ADP	de
s'	PRON	se
enrichir	VERB	enrichir
par	ADP	par
cette	DET	ce
voie	NOUN	voie
;	PUNCT	;
car	CCONJ	car
deux	NUM	deux
illustres	ADJ	illustre
personnages	NOUN	personnage
intimement	ADV	intimement
liés	VERB	lier
et	CCONJ	et
de	ADP	de
plaisirs	NOUN	plaisir
et	CCONJ	et
d'	ADP	de
affaires	NOUN	affaire
avec	ADP	avec
le	DET	le
célèbre	ADJ	célèbre
Durcet	PROPN	Durcet
et	CCONJ	et
le	DET	le
président	NOUN	président
de	ADP	de
Curval	PROPN	Curval
furent	AUX	être
les	DET	le
premiers	ADJ	premier
qui	PRON	qui
imaginèrent	VERB	imaginer
la	DET	le
débauche	NOUN	débauche
dont	PRON	dont
nous	PRON	nous
écrivons	VERB	écrire
l'	DET	le
histoire	NOUN	histoire
,	PUNCT	,
et	CCONJ	et
l'	PRON	l'
ayant	AUX	avoir
communiqué	VERB	communiquer
à	ADP	à
ces	DET	ce
deux	NUM	deux
amis	NOUN	ami
tous	ADJ	tout
quatre	PRON	quatre
composèrent	VERB	composer
les	DET	le
acteurs	NOUN	acteur
de	ADP	de
ces	DET	ce
fameux	ADJ	fameux
orgies	NOUN	orgie
.	PUNCT	.
)	PUNCT	)
Depuis	ADP	depuis
plus	ADV	plus
de	ADP	de
six	NUM	six
ans	NOUN	an
ces	DET	ce
quatre	NUM	quatre
libertins	NOUN	libertin
qu'	PRON	qu'
unissait	VERB	unir
une	DET	un
conformité	NOUN	conformité
de	ADP	de
richesse	NOUN	richesse
et	CCONJ	et
de	ADP	de
goûts	NOUN	goût
avaient	AUX	avoir
imaginé	VERB	imaginer
de	ADP	de
resserrer	VERB	resserrer
leurs	DET	leur
liens	NOUN	lien
par	ADP	par
des	DET	un
alliances	NOUN	alliance
,	PUNCT	,
où	PRON	où
la	DET	le
débauche	NOUN	débauche
avait	VERB	avoir
bien	ADV	bien
plus	ADV	plus
de	ADP	de
part	NOUN	part
qu'	SCONJ	que
aucun	PRON	aucun
des	ADP	de
autres	ADJ	autre
motifs	NOUN	motif
,	PUNCT	,
qui	PRON	qui
fondent	VERB	fondre
ordinairement	ADV	ordinairement
ces	DET	ce
liens	NOUN	lien
---	PRON	---
voici	PRON	voici
quels	ADJ	quel
avaient	AUX	avoir
été	AUX	être
leurs	DET	leur
arrangements	NOUN	arrangement
.	PUNCT	.
Le	DET	le
duc	NOUN	duc
de	ADP	de
Blangis	PROPN	Blangis
,	PUNCT	,
veuf	NOUN	veuf
de	ADP	de
trois	NUM	trois
femmes	NOUN	femme
,	PUNCT	,
de	ADP	de
l'	DET	le
une	PRON	un
des	ADP	de
quelles	PRON	quel
il	PRON	il
lui	PRON	lui
restait	VERB	rester
deux	NUM	deux
filles	NOUN	fille
,	PUNCT	,
ayant	AUX	avoir
reconnu	VERB	reconnaître
que	SCONJ	que
le	DET	le
président	NOUN	président
de	ADP	de
Curval	PROPN	Curval
avait	VERB	avoir
quelque	DET	quelque
envie	NOUN	envie
d'	ADP	de
épouser	VERB	épouser
l'	DET	le
aînée	NOUN	aîné
de	ADP	de
ces	DET	ce
filles	NOUN	fille
,	PUNCT	,
malgré	ADP	malgré
les	DET	le
familiarités	NOUN	familiarité
qu'	PRON	qu'
il	PRON	il
savait	VERB	savoir
très	ADV	très
bien	ADV	bien
que	SCONJ	que
son	DET	son
père	NOUN	père
s'	PRON	se
était	AUX	être
permises	VERB	permettre
avec	ADP	avec
elle	PRON	lui
,	PUNCT	,
le	DET	le
duc	NOUN	duc
,	PUNCT	,
dis	VERB	dire
-je	PRON	je
,	PUNCT	,
imaginait	VERB	imaginer
tout	ADV	tout
d'	ADP	de
un	DET	un
coup	NOUN	coup
cette	DET	ce
triple	ADJ	triple
alliance	NOUN	alliance
:	PUNCT	:
---"Vous	PUNCT	---"vous
voulez	VERB	vouloir
Julie	PROPN	Julie
pour	ADP	pour
épouse	NOUN	épouse
,	PUNCT	,
"	PUNCT	"
dit	VERB	dire
-il	PRON	il
à	ADP	à
Curval	PROPN	Curval
,	PUNCT	,
"	PUNCT	"
je	PRON	je
vous	PRON	vous
la	PRON	le
donne	VERB	donne
,	PUNCT	,
sans	ADP	sans
balancer	VERB	balancer
,	PUNCT	,
et	CCONJ	et
je	PRON	je
ne	ADV	ne
mets	VERB	mettre
qu'	ADV	qu'
une	DET	un
condition	NOUN	condition
,	PUNCT	,
c'	PRON	ce
est	VERB	être
que	SCONJ	que
vous	PRON	vous
n'	ADV	n'
en	PRON	en
serez	VERB	être
pas	ADV	pas
jaloux	ADJ	jaloux
,	PUNCT	,
qu'	SCONJ	que
elle	PRON	lui
continuera	VERB	continuer
,	PUNCT	,
quoique	ADV	quoique
votre	DET	votre
femme	NOUN	femme
,	PUNCT	,
à	ADP	à
avoir	VERB	avoir
pour	ADP	pour
moi	PRON	moi
les	DET	le
mêmes	ADJ	même
complaisances	NOUN	complaisance
qu'	PRON	qu'
elle	PRON	lui
a	AUX	avoir
toujours	ADV	toujours
eu	VERB	avoir
;	PUNCT	;
et	CCONJ	et
de	ADP	de
plus	ADV	plus
que	SCONJ	que
vous	PRON	vous
vous	PRON	vous
joindrez	VERB	joindre
à	ADP	à
moi	PRON	moi
pour	ADP	pour
déterminer	VERB	déterminer
notre	DET	notre
ami	NOUN	ami
commun	ADJ	commun
Durcet	PROPN	Durcet
de	ADP	de
me	PRON	me
donner	VERB	donner
sa	DET	son
fille	NOUN	fille
Constance	PROPN	Constance
,	PUNCT	,
pour	ADP	pour
laquelle	PRON	lequel
,	PUNCT	,
je	PRON	je
vous	PRON	vous
avoue	VERB	avoue
,	PUNCT	,
que	SCONJ	que
j'	PRON	je
ai	AUX	avoir
conçu	VERB	concevoir
à	ADP	à
peu	ADV	peu
près	ADV	près
les	DET	le
mêmes	ADJ	même
sentiments	NOUN	sentiment
que	PRON	que
vous	PRON	vous
avez	AUX	avoir
formé	VERB	former
pour	ADP	pour
Julie	PROPN	Julie
.	PUNCT	.
"---"Mais	PUNCT	"---"mais
,	PUNCT	,
"	PUNCT	"
dit	VERB	dire
Curval	PROPN	Curval
,	PUNCT	,
"	PUNCT	"
vous	PRON	vous
n'	ADV	n'
ignorez	VERB	ignorer
pas	ADV	pas
sans	ADP	sans
doute	NOUN	doute
,	PUNCT	,
que	SCONJ	que
Durcet	PROPN	Durcet
,	PUNCT	,
aussi	ADV	aussi
libertin	ADJ	libertin
que	SCONJ	que
vous,---	PROPN	vous,---
"	PUNCT	"
"	PUNCT	"
Je	PRON	je
sais	VERB	savoir
tout	ADJ	tout
ce	PRON	ce
qu'	PRON	qu'
on	PRON	on
peut	VERB	pouvoir
savoir	VERB	savoir
,	PUNCT	,
"	PUNCT	"
reprit	VERB	reprendre
le	DET	le
duc	NOUN	duc
,	PUNCT	,
"	PUNCT	"
est	AUX	être
-ce	PRON	-ce
à	ADP	à
notre	DET	notre
âge	NOUN	âge
et	CCONJ	et
avec	ADP	avec
notre	DET	notre
façon	NOUN	façon
de	ADP	de
penser	VERB	penser
,	PUNCT	,
que	SCONJ	que
des	DET	un
choses	NOUN	chose
comme	ADP	comme
cela	PRON	cela
arrêtent	VERB	arrêter
?	PUNCT	?
Croyez	VERB	croire
-vous	PRON	vous
que	SCONJ	que
je	PRON	je
veuille	VERB	vouloir
une	DET	un
femme	NOUN	femme
pour	ADP	pour
en	PRON	en
faire	VERB	faire
ma	DET	mon
maîtresse	NOUN	maîtresse
,	PUNCT	,
je	PRON	je
la	PRON	le
veux	VERB	vouloir
,	PUNCT	,
pour	ADP	pour
servir	VERB	servir
mes	DET	mon
caprices	NOUN	caprice
,	PUNCT	,
pour	ADP	pour
voiler	VERB	voiler
,	PUNCT	,
pour	ADP	pour
couvrir	VERB	couvrir
une	DET	un
infinité	NOUN	infinité
de	ADP	de
petites	ADJ	petit
débauches	NOUN	débauche
secrètes	ADJ	secret
que	PRON	que
le	DET	le
manteau	NOUN	manteau
de	ADP	de
l'	DET	le
hymen	NOUN	hymen
enveloppe	VERB	enveloppe
à	ADP	à
merveille	NOUN	merveille
,	PUNCT	,
en	ADP	en
un	DET	un
mot	NOUN	mot
je	PRON	je
la	PRON	le
veux	VERB	vouloir
,	PUNCT	,
comme	SCONJ	comme
vous	PRON	vous
voulez	VERB	vouloir
ma	DET	mon
fille	NOUN	fille
,	PUNCT	,
croyez	VERB	croire
-vous	PRON	vous
que	SCONJ	que
j'	PRON	je
ignore	VERB	ignore
et	CCONJ	et
votre	DET	votre
but	NOUN	but
et	CCONJ	et
vos	DET	votre
désirs	NOUN	désir
,	PUNCT	,
nous	PRON	nous
autres	ADJ	autre
libertins	NOUN	libertin
,	PUNCT	,
nous	PRON	nous
prenons	VERB	prendre
des	DET	un
femmes	NOUN	femme
pour	ADP	pour
être	AUX	être
nos	DET	notre
esclaves	ADJ	esclave
,	PUNCT	,
leur	DET	leur
qualité	NOUN	qualité
d'	ADP	de
épouse	NOUN	épouse
nous	PRON	nous
les	PRON	le
rend	VERB	rendre
plus	ADV	plus
soumises	ADJ	soumis
que	SCONJ	que
des	DET	un
maîtresses	NOUN	maîtresse
,	PUNCT	,
et	CCONJ	et
vous	PRON	vous
savez	VERB	savoir
,	PUNCT	,
de	ADP	de
quel	DET	quel
prix	NOUN	prix
est	AUX	être
le	DET	le
despotisme	NOUN	despotisme
dans	ADP	dans
les	DET	le
plaisirs	NOUN	plaisir
que	PRON	que
nous	PRON	nous
goûtons	VERB	goûter
.	PUNCT	.
"---Sur	PUNCT	"---sur
ces	DET	ce
entrefaits	NOUN	entrefait
Durcet	PROPN	Durcet
entra	VERB	entrer
,	PUNCT	,
les	DET	le
deux	NUM	deux
amis	NOUN	ami
lui	PRON	lui
rendirent	VERB	rendre
compte	NOUN	compte
de	ADP	de
leur	DET	leur
conversation	NOUN	conversation
et	CCONJ	et
le	DET	le
traitant	NOUN	traitant
,	PUNCT	,
enchanté	VERB	enchanter
d'	ADP	de
une	DET	un
ouverture	NOUN	ouverture
,	PUNCT	,
qui	PRON	qui
le	PRON	le
mettait	VERB	mettre
à	ADP	à
même	ADV	même
d'	ADP	de
avouer	VERB	avouer
les	DET	le
sentiments	NOUN	sentiment
qu'	PRON	qu'
il	PRON	il
avait	AUX	avoir
également	ADV	également
conçu	VERB	concevoir
pour	ADP	pour
Adélaïde	PROPN	Adélaïde
,	PUNCT	,
fille	NOUN	fille
du	ADP	de
président	NOUN	président
,	PUNCT	,
accepta	VERB	accepter
le	DET	le
duc	NOUN	duc
pour	ADP	pour
son	DET	son
gendre	NOUN	gendre
aux	ADP	à
conditions	NOUN	condition
qu'	PRON	qu'
il	PRON	il
deviendrait	VERB	devenir
celui	PRON	celui
de	ADP	de
Curval	PROPN	Curval
.	PUNCT	.
Les	DET	le
trois	NUM	trois
)	PUNCT	)
mariages	NOUN	mariage
ne	ADV	ne
tardèrent	VERB	tarder
pas	ADV	pas
à	ADP	à
se	PRON	se
conclure	VERB	conclure
,	PUNCT	,
les	DET	le
dots	NOUN	dot
furent	AUX	être
immenses	ADJ	immense
et	CCONJ	et
les	DET	le
clauses	NOUN	clause
égales	ADJ	égal
,	PUNCT	,
le	DET	le
président	NOUN	président
aussi	ADV	aussi
coupable	ADJ	coupable
que	SCONJ	que
ses	DET	son
deux	NUM	deux
amis	NOUN	ami
,	PUNCT	,
avait	VERB	avoir
sans	ADP	sans
dégoûter	VERB	dégoûter
Durcet	PROPN	Durcet
,	PUNCT	,
avoué	VERB	avouer
son	DET	son
petit	ADJ	petit
commerce	NOUN	commerce
secret	ADJ	secret
avec	ADP	avec
sa	DET	son
propre	ADJ	propre
fille	NOUN	fille
,	PUNCT	,
au	ADP	au
moyen	NOUN	moyen
de	ADP	de
quoi	PRON	quoi
les	DET	le
trois	NUM	trois
)	PUNCT	)
pères	NOUN	père
voulant	VERB	vouloir
chacun	PRON	chacun
conserver	VERB	conserver
leurs	DET	leur
droits	NOUN	droit
,	PUNCT	,
convinrent	VERB	convenir
pour	ADP	pour
les	PRON	le
étendre	VERB	étendre
encore	ADV	encore
d'	ADP	de
avantage	NOUN	avantage
,	PUNCT	,
que	SCONJ	que
les	DET	le
trois	NUM	trois
jeunes	ADJ	jeune
personnes	NOUN	personne
,	PUNCT	,
uniquement	ADV	uniquement
liées	VERB	lier
de	ADP	de
bien	NOUN	bien
et	CCONJ	et
de	ADP	de
nom	NOUN	nom
à	ADP	à
leurs	DET	leur
époux	NOUN	époux
,	PUNCT	,
n'	ADV	n'
ap	VERB	ap
p	NOUN	p
artiendraient	VERB	artiendraier
relativement	ADV	relativement
au	ADP	au
corps	NOUN	corps
pas	ADV	pas
plus	ADV	plus
à	ADP	à
l'	DET	le
un	PRON	un
des	ADP	de
trois	NUM	trois
amis	NOUN	ami
qu'	SCONJ	que
à	ADP	à
l'	DET	le
autre	PRON	autre
,	PUNCT	,
et	CCONJ	et
également	ADV	également
à	ADP	à
chacun	PRON	chacun
deux	NUM	deux
,	PUNCT	,
sous	ADP	sous
peine	NOUN	peine
des	ADP	de
punitions	NOUN	punition
les	DET	le
plus	ADV	plus
sévères	ADJ	sévère
,	PUNCT	,
si	SCONJ	si
elles	PRON	lui
s'	PRON	se
avisaient	VERB	aviser
d'	ADP	de
enfreindre	VERB	enfreindre
aucune	PRON	aucun
des	ADP	de
clauses	NOUN	clause
auxquelles	PRON	auxquelles
on	PRON	on
les	PRON	le
assujettissait	VERB	assujettir
.	PUNCT	.
On	PRON	on
était	AUX	être
à	ADP	à
la	DET	le
veine	NOUN	veine
de	ADP	de
conclure	VERB	conclure
,	PUNCT	,
lorsque	SCONJ	lorsque
l'	DET	le
évêque	NOUN	évêque
déjà	ADV	déjà
lié	VERB	lier
de	ADP	de
plaisirs	NOUN	plaisir
avec	ADP	avec
les	DET	le
deux	NUM	deux
amis	NOUN	ami
de	ADP	de
son	DET	son
frère	NOUN	frère
,	PUNCT	,
proposa	VERB	proposer
de	ADP	de
mettre	VERB	mettre
un	DET	un
quatrième	ADJ	quatrième
sujet	NOUN	sujet
dans	ADP	dans
l'	DET	le
alliance	NOUN	alliance
,	PUNCT	,
si	SCONJ	si
on	PRON	on
voulait	VERB	vouloir
le	PRON	le
laisser	VERB	laisser
participer	VERB	participer
aux	ADP	à
3	NUM	3
autres	NOUN	autre
.	PUNCT	.
Ce	DET	ce
sujet	NOUN	sujet
,	PUNCT	,
la	DET	le
seconde	ADJ	second
fille	NOUN	fille
du	ADP	de
duc	NOUN	duc
et	CCONJ	et
par	ADP	par
conséquence	NOUN	conséquence
sa	DET	son
nièce	NOUN	nièce
,	PUNCT	,
lui	PRON	lui
ap	VERB	ap
p	ADJ	p
artenait	VERB	artener
de	ADP	de
bien	ADV	bien
plus	ADV	plus
près	ADV	près
encore	ADV	encore
qu'	SCONJ	que
on	PRON	on
ne	ADV	ne
l'	PRON	l'
imaginait	VERB	imaginer
,	PUNCT	,
il	PRON	il
avait	AUX	avoir
eu	VERB	avoir
des	DET	un
liaisons	NOUN	liaison
avec	ADP	avec
sa	DET	son
belle-sœur	NOUN	belle-sœur
,	PUNCT	,
où	PRON	où
les	DET	le
deux	NUM	deux
frères	NOUN	frère
savaient	VERB	savoir
à	ADP	à
n'	ADV	n'
en	PRON	en
pouvoir	VERB	pouvoir
douter	VERB	douter
,	PUNCT	,
que	SCONJ	que
l'	DET	le
existence	NOUN	existence
de	ADP	de
cette	DET	ce
jeune	ADJ	jeune
personne	NOUN	personne
qui	PRON	qui
se	PRON	se
nommait	VERB	nommer
Aline	PROPN	Aline
était	AUX	être
bien	ADV	bien
plus	ADV	plus
certainement	ADV	certainement
due	ADJ	devoir
à	ADP	à
l'	DET	le
évêque	NOUN	évêque
qu'	SCONJ	que
au	ADP	au
duc	NOUN	duc
;	PUNCT	;
l'	DET	le
évêque	NOUN	évêque
qui	PRON	qui
s'	PRON	se
était	AUX	être
dès	ADP	dès
le	DET	le
berceau	NOUN	berceau
chargé	VERB	charger
du	ADP	de
soin	NOUN	soin
d'	ADP	de
Aline	PROPN	Aline
ne	ADV	ne
l'	PRON	l'
avait	VERB	avoir
pas	ADV	pas
,	PUNCT	,
comme	SCONJ	comme
on	PRON	on
imagine	VERB	imagine
bien	ADV	bien
,	PUNCT	,
vu	VERB	voir
arriver	VERB	arriver
à	ADP	à
l'	DET	le
âge	NOUN	âge
des	ADP	de
charmes	NOUN	charme
sans	ADP	sans
en	PRON	en
vouloir	VERB	vouloir
jouir	VERB	jouir
,	PUNCT	,
ainsi	ADV	ainsi
il	PRON	il
était	VERB	être
sur	ADP	sur
ce	DET	ce
point	NOUN	point
l'	DET	le
égal	ADJ	égal
de	ADP	de
ses	DET	son
confrères	NOUN	confrère
et	CCONJ	et
l'	DET	le
effet	NOUN	effet
qu'	PRON	qu'
il	PRON	il
proposait	VERB	proposer
dans	ADP	dans
ce	DET	ce
commerce	NOUN	commerce
avait	VERB	avoir
le	DET	le
même	ADJ	même
degré	NOUN	degré
d'	ADP	de
avarice	NOUN	avarice
et	CCONJ	et
de	ADP	de
dégradation	NOUN	dégradation
,	PUNCT	,
mais	CCONJ	mais
comme	SCONJ	comme
ses	DET	son
attraits	NOUN	attrait
et	CCONJ	et
sa	DET	son
tendre	ADJ	tendre
jeunesse	NOUN	jeunesse
l'	PRON	l'
emportaient	VERB	emporter
encore	ADV	encore
sur	ADP	sur
ces	DET	ce
trois	NUM	trois
compagnes	NOUN	compagne
,	PUNCT	,
on	PRON	on
ne	ADV	ne
balança	VERB	balancer
point	ADV	point
à	ADP	à
accepter	VERB	accepter
le	DET	le
marché	NOUN	marché
.	PUNCT	.
L'	DET	le
évêque	NOUN	évêque
comme	ADP	comme
les	DET	le
trois	NUM	trois
autres	ADJ	autre
céda	VERB	céder
,	PUNCT	,
en	ADP	en
conservant	VERB	conserver
ses	DET	son
droits	NOUN	droit
,	PUNCT	,
et	CCONJ	et
chacun	PRON	chacun
de	ADP	de
nos	DET	notre
quatre	NUM	quatre
personnages	NOUN	personnage
ainsi	ADV	ainsi
liés	VERB	lier
se	PRON	se
trouva	VERB	trouver
donc	ADV	donc
mari	NOUN	mari
de	ADP	de
quatre	NUM	quatre
jolies	ADJ	joli
femmes	NOUN	femme
.	PUNCT	.
)	PUNCT	)
Il	PRON	il
s'	PRON	se
ensuivit	VERB	ensuivre
donc	ADV	donc
de	ADP	de
cet	DET	ce
arrangement	NOUN	arrangement
,	PUNCT	,
qu'	PRON	qu'
il	PRON	il
est	AUX	être
à	ADP	à
propos	NOUN	propos
de	ADP	de
récapituler	VERB	récapituler
pour	ADP	pour
la	DET	le
facilité	NOUN	facilité
du	ADP	de
lecteur	NOUN	lecteur
,	PUNCT	,
que	SCONJ	que
le	DET	le
duc	NOUN	duc
,	PUNCT	,
père	NOUN	père
de	ADP	de
Julie	PROPN	Julie
,	PUNCT	,
devint	VERB	devenir
l'	DET	le
époux	NOUN	époux
de	ADP	de
Constance	PROPN	Constance
,	PUNCT	,
fille	NOUN	fille
de	ADP	de
Durcet	PROPN	Durcet
;	PUNCT	;
que	SCONJ	que
Durcet	PROPN	Durcet
,	PUNCT	,
père	NOUN	père
de	ADP	de
Constance	PROPN	Constance
,	PUNCT	,
devint	VERB	devenir
l'	DET	le
époux	NOUN	époux
d'	ADP	de
Adélaïde	PROPN	Adélaïde
,	PUNCT	,
fille	NOUN	fille
du	ADP	de
président	NOUN	président
,	PUNCT	,
que	SCONJ	que
le	DET	le
président	NOUN	président
,	PUNCT	,
père	NOUN	père
d'	ADP	de
Adélaïde	PROPN	Adélaïde
,	PUNCT	,
devint	VERB	devenir
l'	DET	le
époux	NOUN	époux
de	ADP	de
Julie	PROPN	Julie
,	PUNCT	,
fille	NOUN	fille
aînée	ADJ	aîné
du	ADP	de
duc	NOUN	duc
,	PUNCT	,
et	CCONJ	et
que	SCONJ	que
l'	DET	le
évêque	NOUN	évêque
,	PUNCT	,
oncle	NOUN	oncle
et	CCONJ	et
père	NOUN	père
d'	ADP	de
Aline	PROPN	Aline
devint	VERB	devenir
l'	DET	le
époux	NOUN	époux
des	ADP	de
trois	NUM	trois
autres	NOUN	autre
en	ADP	en
cédant	VERB	céder
cette	DET	ce
Aline	NOUN	aline
à	ADP	à
ses	DET	son
amis	NOUN	ami
,	PUNCT	,
aux	ADP	à
droits	NOUN	droit
près	ADV	près
qu'	PRON	qu'
il	PRON	il
continuait	VERB	continuer
de	ADP	de
se	PRON	se
réserver	VERB	réserver
sur	ADP	sur
elle	PRON	lui
.	PUNCT	.
On	PRON	on
fut	VERB	être
à	ADP	à
une	DET	un
terre	NOUN	terre
superbe	ADJ	superbe
du	ADP	de
duc	NOUN	duc
située	VERB	situer
dans	ADP	dans
le	DET	le
Bourbonnais	PROPN	Bourbonnais
célébrer	VERB	célébrer
ces	DET	ce
heureuses	ADJ	heureux
noces	NOUN	noce
,	PUNCT	,
et	CCONJ	et
je	PRON	je
laisse	VERB	laisse
au	ADP	au
lecteur	NOUN	lecteur
à	ADP	à
penser	VERB	penser
les	DET	le
orgies	NOUN	orgie
,	PUNCT	,
qui	PRON	qui
s'	PRON	se
y	PRON	y
)	PUNCT	)
firent	VERB	faire
,	PUNCT	,
la	DET	le
nécessité	NOUN	nécessité
d'	ADP	de
en	PRON	en
peindre	VERB	peindre
d'	DET	d'
autres	ADJ	autre
,	PUNCT	,
nous	PRON	nous
interdit	VERB	interdire
le	DET	le
plaisir	NOUN	plaisir
,	PUNCT	,
que	PRON	que
nous	PRON	nous
aurions	VERB	avoir
de	ADP	de
peindre	VERB	peindre
celle-ci	PRON	celui-ci
.	PUNCT	.
À	ADP	à
leur	DET	leur
retour	NOUN	retour
l'	DET	le
association	NOUN	association
de	ADP	de
nos	DET	notre
quatre	NUM	quatre
amis	NOUN	ami
n'	ADV	n'
en	PRON	en
devint	VERB	devenir
que	ADV	que
plus	ADV	plus
stable	ADJ	stable
,	PUNCT	,
et	CCONJ	et
comme	SCONJ	comme
il	PRON	il
importe	VERB	importe
de	ADP	de
les	PRON	le
faire	AUX	faire
bien	ADV	bien
connaître	VERB	connaître
,	PUNCT	,
un	DET	un
petit	ADJ	petit
détail	NOUN	détail
de	ADP	de
leurs	DET	leur
arrangements	NOUN	arrangement
lubriques	ADJ	lubrique
servira	VERB	servir
,	PUNCT	,
ce	PRON	ce
me	PRON	me
semble	VERB	semble
,	PUNCT	,
à	ADP	à
répandre	VERB	répandre
du	ADP	de
jour	NOUN	jour
sur	ADP	sur
les	DET	le
caractères	NOUN	caractère
de	ADP	de
ces	DET	ce
débauchés	NOUN	débauché
en	ADP	en
attendant	VERB	attendre
que	SCONJ	que
nous	PRON	nous
les	PRON	le
reprenions	VERB	reprendre
chacun	PRON	chacun
à	ADP	à
leur	DET	leur
tour	NOUN	tour
séparément	ADV	séparément
pour	ADP	pour
les	PRON	le
mieux	ADV	mieux
développer	VERB	développer
