 	SPACE	 
juste	ADJ	juste
valeur	NOUN	valeur
.	PUNCT	.
Vous	PRON	vous
voyez	VERB	voir
enfin	ADV	enfin
,	PUNCT	,
et	CCONJ	et
c	PRON	c
'	PRON	'
est	AUX	être
tout	ADJ	tout
ce	PRON	ce
qu	PRON	que
'	PRON	'
il	PRON	il
vous	PRON	vous
est	AUX	être
permis	VERB	permettre
de	ADP	de
voir	VERB	voir
bien	ADV	bien
clairement	ADV	clairement
,	PUNCT	,
qu	SCONJ	qu
'	SCONJ	'
il	PRON	il
est	AUX	être
une	DET	un
foule	NOUN	foule
de	ADP	de
vérités	NOUN	vérité
placées	VERB	placer
à	ADP	à
une	DET	un
distance	NOUN	distance
infinie	ADJ	infini
de	ADP	de
la	DET	le
sphère	NOUN	sphère
de	ADP	de
notre	DET	notre
savoir	NOUN	savoir
,	PUNCT	,
que	SCONJ	que
Dieu	PROPN	Dieu
tient	VERB	tenir
cachées	VERB	cacher
dans	ADP	dans
les	DET	le
abîmes	NOUN	abîme
de	ADP	de
sa	DET	son
sagesse	NOUN	sagesse
;	PUNCT	;
que	SCONJ	que
l	DET	l
'	DET	'
étude	NOUN	étude
des	ADP	de
sciences	NOUN	science
qui	PRON	qui
au	ADP	au
fond	NOUN	fond
nous	PRON	nous
sont	AUX	être
étrangères	ADJ	étranger
,	PUNCT	,
n	ADV	n
'	ADV	'
est	AUX	être
pour	ADP	pour
nous	PRON	nous
qu	ADV	qu
'	ADV	'
unesuite	NOUN	unesuite
d	ADP	d
'	ADP	'
humiliations	NOUN	humiliation
,	PUNCT	,
et	CCONJ	et
que	SCONJ	que
nous	PRON	nous
ne	ADV	ne
sommes	VERB	être
rien	PRON	rien
en	ADP	en
comparaison	NOUN	comparaison
de	ADP	de
l	DET	l
'	DET	'
immensité	NOUN	immensité
de	ADP	de
la	DET	le
nature	NOUN	nature
qui	PRON	qui
se	PRON	se
joue	VERB	joue
perpétuellement	ADV	perpétuellement
de	ADP	de
notre	DET	notre
curiosité	NOUN	curiosité
.	PUNCT	.
Le	DET	le
résultat	NOUN	résultat
de	ADP	de
vos	DET	votre
expériences	NOUN	expérience
et	CCONJ	et
de	ADP	de
vos	DET	votre
observations	NOUN	observation
a	AUX	avoir
été	VERB	être
de	ADP	de
vous	PRON	vous
convaincre	VERB	convaincre
que	SCONJ	que
la	DET	le
recherche	NOUN	recherche
de	ADP	de
la	DET	le
vérité	NOUN	vérité
n	ADV	n
'	ADV	'
est	AUX	être
pas	ADV	pas
celle	PRON	celui
du	ADP	de
bonheur	NOUN	bonheur
,	PUNCT	,
et	CCONJ	et
que	SCONJ	que
la	DET	le
vraie	ADJ	vrai
sagesse	NOUN	sagesse
se	PRON	se
réduit	VERB	réduire
à	ADP	à
continuer	VERB	continuer
doucement	ADV	doucement
son	DET	son
pélerinage	NOUN	pélerinage
en	ADP	en
cette	DET	ce
vie	NOUN	vie
,	PUNCT	,
sans	ADP	sans
chercher	VERB	chercher
à	ADP	à
connaître	VERB	connaître
l	DET	l
'	DET	'
essence	NOUN	essence
,	PUNCT	,
et	CCONJ	et
la	DET	le
destination	NOUN	destination
de	ADP	de
ce	PRON	ce
qu	PRON	que
'	PRON	'
il	PRON	il
y	PRON	y
a	VERB	avoir
sur	ADP	sur
la	DET	le
route	NOUN	route
.	PUNCT	.
Vos	DET	votre
sentiment	NOUN	sentiment
aujourd	ADV	aujourd
'	ADV	'
hui	ADV	hui
sont	AUX	être
la	DET	le
règle	NOUN	règle
de	ADP	de
vos	DET	votre
idées	NOUN	idée
,	PUNCT	,
ou	CCONJ	ou
plutôt	ADV	plutôt
vos	DET	votre
idées	NOUN	idée
ne	ADV	ne
sont	AUX	être
plus	ADV	plus
elles	PRON	lui
-	PRON	-
mêmes	PRON	même
que	SCONJ	que
des	DET	un
sentiment	NOUN	sentiment
,	PUNCT	,
et	CCONJ	et
ils	PRON	il
sont	AUX	être
doux	ADJ	doux
comme	ADP	comme
la	DET	le
lumière	NOUN	lumière
du	ADP	de
jour	NOUN	jour
le	DET	le
plus	ADV	plus
doux	ADJ	doux
.	PUNCT	.
Vous	PRON	vous
connaissez	VERB	connaître
les	DET	le
hommes	NOUN	homme
;	PUNCT	;
delà	ADV	delà
votre	DET	votre
indulgence	NOUN	indulgence
pour	ADP	pour
leurs	DET	leur
faiblesses	NOUN	faiblesse
.	PUNCT	.
Vous	PRON	vous
les	PRON	le
aimez	VERB	aimer
,	PUNCT	,
car	CCONJ	car
vous	PRON	vous
les	PRON	le
plaignez	VERB	plaindre
;	PUNCT	;
et	CCONJ	et
leur	PRON	leur
pardonner	VERB	pardonner
le	DET	le
mal	NOUN	mal
que	SCONJ	que
leurs	DET	leur
passions	NOUN	passion
ou	CCONJ	ou
leurs	DET	leur
vices	NOUN	vice
peuvent	VERB	pouvoir
vous	PRON	vous
faire	VERB	faire
encore	ADV	encore
,	PUNCT	,
est	AUX	être
de	ADP	de
toutes	ADJ	tout
vosvertus	NOUN	vosvertu
celle	PRON	celui
que	PRON	que
vous	PRON	vous
pratiquez	VERB	pratiquer
le	DET	le
plus	ADV	plus
facilement	ADV	facilement
.	PUNCT	.
Je	PRON	je
suis	AUX	être
comme	ADP	comme
vous	PRON	vous
bien	ADV	bien
dégoûté	VERB	dégoûter
de	ADP	de
la	DET	le
capitale	NOUN	capitale
,	PUNCT	,
où	PRON	où
les	DET	le
arts	NOUN	art
ne	ADV	ne
paraissent	VERB	paraître
s	PRON	s
'	PRON	'
étendre	VERB	étendre
et	CCONJ	et
se	PRON	se
perfectionner	VERB	perfectionner
que	ADV	que
pour	ADP	pour
multiplier	VERB	multiplier
et	CCONJ	et
embellir	VERB	embellir
les	DET	le
vices	NOUN	vice
;	PUNCT	;
mais	CCONJ	mais
je	PRON	je
n	ADV	n
'	ADV	'
ai	VERB	avoir
pas	ADV	pas
votre	DET	votre
indulgence	NOUN	indulgence
aimable	ADJ	aimable
.	PUNCT	.
J	PRON	j
'	PRON	'
ai	AUX	avoir
perdu	VERB	perdre
la	DET	le
candeur	NOUN	candeur
de	ADP	de
mes	DET	mon
jeunes	ADJ	jeune
années	NOUN	année
;	PUNCT	;
toutes	ADJ	tout
les	DET	le
illusions	NOUN	illusion
qui	PRON	qui
font	AUX	faire
croire	VERB	croire
au	ADP	au
bienfait	NOUN	bienfait
de	ADP	de
l	DET	l
'	DET	'
existence	NOUN	existence
,	PUNCT	,
toutes	ADJ	tout
celles	PRON	celui
qui	PRON	qui
composent	VERB	composer
l	DET	l
'	DET	'
illusion	NOUN	illusion
de	ADP	de
notre	DET	notre
bonheur	NOUN	bonheur
,	PUNCT	,
je	PRON	je
les	PRON	le
eus	VERB	avoir
autrefois	ADV	autrefois
.	PUNCT	.
Ma	DET	mon
jeunesse	NOUN	jeunesse
avait	AUX	avoir
commencé	VERB	commencer
de	ADP	de
s	PRON	s
'	PRON	'
écouler	VERB	écouler
dans	ADP	dans
des	DET	un
rêves	NOUN	rêve
enchanteurs	ADJ	enchanteur
;	PUNCT	;
je	PRON	je
dormois	VERB	dormois
à	ADP	à
la	DET	le
vérité	NOUN	vérité
,	PUNCT	,
mais	CCONJ	mais
d	ADP	d
'	ADP	'
un	DET	un
sommeil	NOUN	sommeil
digne	ADJ	digne
d	ADP	d
'	ADP	'
envie	NOUN	envie
;	PUNCT	;
l	DET	l
'	DET	'
on	PRON	on
m	PRON	m
'	PRON	'
a	AUX	avoir
réveillé	VERB	réveiller
cruellement	ADV	cruellement
,	PUNCT	,
sans	ADP	sans
me	PRON	me
laisser	VERB	laisser
l	DET	l
'	DET	'
espoir	NOUN	espoir
de	ADP	de
me	PRON	me
rendormir	VERB	rendormir
jamais	ADV	jamais
.	PUNCT	.
Il	PRON	il
n	ADV	n
'	ADV	'
est	VERB	être
plus	ADV	plus
pour	ADP	pour
moi	PRON	moi
de	DET	de
songes	NOUN	songe
heureux	ADJ	heureux
,	PUNCT	,
plus	ADV	plus
de	ADP	de
chimères	NOUN	chimère
consolantes	ADJ	consolant
;	PUNCT	;
et	CCONJ	et
ce	PRON	ce
sont	AUX	être
les	DET	le
hommes	NOUN	homme
qui	PRON	qui
me	PRON	me
les	PRON	le
ont	AUX	avoir
ravis	VERB	ravir
ces	DET	ce
biens	NOUN	bien
dont	PRON	dont
nulle	DET	nul
chose	NOUN	chose
au	ADP	au
monde	NOUN	monde
ne	ADV	ne
peut	VERB	pouvoir
tenir	VERB	tenir
la	DET	le
place	NOUN	place
.	PUNCT	.
Avec	ADP	avec
l	DET	l
'	DET	'
âme	NOUN	âme
la	DET	le
plus	ADV	plus
aimante	ADJ	aimant
,	PUNCT	,
je	PRON	je
n	ADV	n
'	ADV	'
aime	VERB	aime
plus	ADV	plus
mes	DET	mon
semblables	NOUN	semblable
,	PUNCT	,
je	PRON	je
ne	ADV	ne
saurais	VERB	savoir
les	PRON	le
aimer	VERB	aimer
encore	ADV	encore
;	PUNCT	;
ce	PRON	ce
qui	PRON	qui
m	PRON	m
'	PRON	'
empêche	VERB	empêche
de	ADP	de
les	PRON	le
haïr	VERB	haïr
,	PUNCT	,
c	PRON	c
'	PRON	'
est	VERB	être
que	SCONJ	que
tout	ADV	tout
persuadé	VERB	persuader
que	SCONJ	que
je	PRON	je
suis	AUX	être
maintenant	ADV	maintenant
qu	SCONJ	qu
'	SCONJ	'
il	PRON	il
y	PRON	y
a	VERB	avoir
des	DET	un
méchant	NOUN	méchant
de	ADP	de
nature	NOUN	nature
dont	PRON	dont
il	PRON	il
faut	VERB	falloir
purger	VERB	purger
la	DET	le
société	NOUN	société
,	PUNCT	,
j	PRON	j
'	PRON	'
imagine	VERB	imagine
pourtant	ADV	pourtant
que	SCONJ	que
le	DET	le
désordre	NOUN	désordre
apparent	ADJ	apparent
de	ADP	de
l	DET	l
'	DET	'
univers	NOUN	univers
dans	ADP	dans
l	DET	l
'	DET	'
ordre	NOUN	ordre
moral	ADJ	moral
,	PUNCT	,
vient	VERB	venir
de	ADP	de
la	DET	le
folie	NOUN	folie
plus	ADV	plus
encore	ADV	encore
que	SCONJ	que
de	ADP	de
la	DET	le
méchanceté	NOUN	méchanceté
des	ADP	de
hommes	NOUN	homme
.	PUNCT	.
Oui	ADV	oui
,	PUNCT	,
je	PRON	je
crois	VERB	croire
que	SCONJ	que
nous	PRON	nous
sommes	AUX	être
tous	ADJ	tout
un	DET	un
peu	ADV	peu
fous	ADJ	fou
.	PUNCT	.
La	DET	le
nature	NOUN	nature
met	VERB	mettre
beaucoup	ADV	beaucoup
d	ADP	d
'	ADP	'
alliage	NOUN	alliage
dans	ADP	dans
la	DET	le
formation	NOUN	formation
des	ADP	de
individus	NOUN	individu
de	ADP	de
notre	DET	notre
espèce	NOUN	espèce
,	PUNCT	,
plus	ADV	plus
dans	ADP	dans
les	DET	le
uns	PRON	un
,	PUNCT	,
moins	ADV	moins
dans	ADP	dans
les	DET	le
autres	NOUN	autre
;	PUNCT	;
ceux	PRON	celui
qui	PRON	qui
ont	AUX	avoir
reçu	VERB	recevoir
la	DET	le
moindre	ADJ	moindre
dose	NOUN	dose
de	ADP	de
cet	DET	ce
alliage	NOUN	alliage
,	PUNCT	,
les	DET	le
sages	NOUN	sage
,	PUNCT	,
c	ADV	c
'	PUNCT	'
est-à-dire	ADV	est-à-dire
les	DET	le
fous	NOUN	fou
qui	PRON	qui
ont	VERB	avoir
plus	ADV	plus
de	ADP	de
bons	ADJ	bon
moment	NOUN	moment
,	PUNCT	,
sont	AUX	être
assujétis	VERB	assujétis
aux	ADP	à
passions	NOUN	passion
et	CCONJ	et
aux	ADP	à
erreurs	NOUN	erreur
comme	ADP	comme
le	DET	le
reste	NOUN	reste
des	ADP	de
humains	NOUN	humain
;	PUNCT	;
ce	PRON	ce
qui	PRON	qui
les	PRON	le
distingue	VERB	distingue
,	PUNCT	,
c	PRON	c
'	PRON	'
est	VERB	être
que	SCONJ	que
le	DET	le
mal	NOUN	mal
qu	PRON	que
'	PRON	'
ils	PRON	il
font	VERB	faire
ne	ADV	ne
nuit	VERB	nuire
qu	ADV	qu
'	ADV	'
à	ADP	à
eux	PRON	lui
-	PRON	-
mêmes	NOUN	même
;	PUNCT	;
celui	PRON	celui
que	PRON	que
font	VERB	faire
les	DET	le
autres	PRON	autre
au	ADP	au
contraire	NOUN	contraire
,	PUNCT	,
tourne	VERB	tourne
au	ADP	au
préjudice	NOUN	préjudice
de	ADP	de
la	DET	le
société	NOUN	société
.	PUNCT	.
Adieu	NOUN	adieu
,	PUNCT	,
mon	DET	mon
cher	ADJ	cher
comte	NOUN	comte
,	PUNCT	,
votre	DET	votre
folie	NOUN	folie
à	ADP	à
vous	PRON	vous
est	VERB	être
de	ADP	de
compâtir	VERB	compâtir
aux	ADP	à
faiblesses	NOUN	faiblesse
,	PUNCT	,
et	CCONJ	et
de	ADP	de
faire	VERB	faire
le	DET	le
bonheur	NOUN	bonheur
de	ADP	de
tout	ADJ	tout
ce	PRON	ce
qui	PRON	qui
vous	PRON	vous
entoure	VERB	entoure
.	PUNCT	.
Cette	DET	ce
folie	NOUN	folie
là	ADV	là
,	PUNCT	,
je	PRON	je
crois	VERB	croire
,	PUNCT	,
vaut	VERB	valoir
bien	ADV	bien
la	DET	le
sagesse	NOUN	sagesse
qui	PRON	qui
fronde	VERB	fronde
et	CCONJ	et
ne	ADV	ne
fait	VERB	faire
le	DET	le
bonheur	NOUN	bonheur
de	ADP	de
personne	PRON	personne
.	PUNCT	.

	SPACE	

LETTRE	NOUN	lettre
2	NUM	2
au	ADP	au
même	ADV	même
.	PUNCT	.

	SPACE	

je	PRON	je
ne	ADV	ne
cesse	VERB	cesse
pas	ADV	pas
d	ADP	d
'	ADP	'
envier	VERB	envier
votre	DET	votre
sort	NOUN	sort
,	PUNCT	,
mon	DET	mon
cher	ADJ	cher
comte	NOUN	comte
;	PUNCT	;
une	DET	un
belle	ADJ	bel
terre	NOUN	terre
me	PRON	me
paraît	VERB	paraître
le	DET	le
temple	NOUN	temple
de	ADP	de
la	DET	le
félicité	NOUN	félicité
.	PUNCT	.
Personne	PRON	personne
,	PUNCT	,
non	ADV	non
personne	PRON	personne
n	ADV	n
'	ADV	'
est	VERB	être
plus	ADV	plus
à	ADP	à
portée	NOUN	portée
de	ADP	de
jouir	VERB	jouir
de	ADP	de
la	DET	le
vie	NOUN	vie
qu	SCONJ	qu
'	SCONJ	'
un	DET	un
noble	ADJ	noble
vivant	VERB	vivre
comme	ADP	comme
vous	PRON	vous
dans	ADP	dans
l	DET	l
'	DET	'
antique	ADJ	antique
château	NOUN	château
qu	PRON	que
'	PRON	'
il	PRON	il
a	AUX	avoir
hérité	VERB	hériter
de	ADP	de
ses	DET	son
pères	NOUN	père
.	PUNCT	.
Dedans	ADV	dedans
,	PUNCT	,
autour	ADV	autour
de	ADP	de
sa	DET	son
demeure	NOUN	demeure
,	PUNCT	,
tout	PRON	tout
lui	PRON	lui
retrace	VERB	retracer
des	DET	un
exemples	NOUN	exemple
de	ADP	de
courage	NOUN	courage
et	CCONJ	et
de	ADP	de
vertus	NOUN	vertu
,	PUNCT	,
tout	PRON	tout
lui	PRON	lui
rappelle	VERB	rappeler
ces	DET	ce
temps	NOUN	temps
reculés	ADJ	reculé
où	PRON	où
de	DET	de
braves	ADJ	brave
et	CCONJ	et
loyaux	ADJ	loyal
chevaliers	NOUN	chevalier
s	PRON	s
'	PRON	'
illustroient	VERB	illustroier
par	ADP	par
mille	NUM	mille
faits	NOUN	fait
héroïques	ADJ	héroïque
.	PUNCT	.
Il	PRON	il
les	PRON	le
voit	VERB	voir
méditant	VERB	méditer
ou	CCONJ	ou
exécutantleurs	VERB	exécutantleurs
nobles	ADJ	noble
entreprises	NOUN	entreprise
,	PUNCT	,
le	DET	le
long	ADV	long
des	ADP	de
antiques	ADJ	antique
fossés	NOUN	fossé
,	PUNCT	,
dans	ADP	dans
la	DET	le
tour	NOUN	tour
haute	ADJ	haut
et	CCONJ	et
crénelée	ADJ	crénelé
,	PUNCT	,
sous	ADP	sous
le	DET	le
vieux	ADJ	vieux
donjon	NOUN	donjon
,	PUNCT	,
dont	PRON	dont
les	DET	le
fenêtres	NOUN	fenêtre
gothiques	ADJ	gothique
fleuries	ADJ	fleuri
de	ADP	de
lilas	NOUN	lilas
et	CCONJ	et
de	ADP	de
giroflées	NOUN	giroflée
sauvages	ADJ	sauvage
inspirent	VERB	inspirer
une	DET	un
sorte	NOUN	sorte
de	ADP	de
mélancolie	NOUN	mélancolie
religieuse	ADJ	religieux
qui	PRON	qui
dispose	VERB	dispose
à	ADP	à
rêver	VERB	rêver
.	PUNCT	.
Leurs	DET	leur
mânes	NOUN	mâne
glorieux	ADJ	glorieux
le	PRON	le
suivent	VERB	suivre
par	ADV	par
-	ADV	-
tout	ADV	tout
,	PUNCT	,
sont	AUX	être
par	ADV	par
-	ADV	-
tout	ADV	tout
avec	ADP	avec
lui	PRON	lui
,	PUNCT	,
et	CCONJ	et
l	PRON	l
'	PRON	'
affermissent	VERB	affermir
dans	ADP	dans
les	DET	le
sentiers	NOUN	sentier
de	ADP	de
l	DET	l
'	DET	'
honneur	NOUN	honneur
.	PUNCT	.
Vos	DET	votre
plaisirs	NOUN	plaisir
sont	AUX	être
réellement	ADV	réellement
des	DET	un
plaisirs	NOUN	plaisir
.	PUNCT	.
Les	DET	le
miens	PRON	miens
au	ADP	au
contraire	NOUN	contraire
sont	AUX	être
l	DET	l
'	DET	'
ennui	NOUN	ennui
déguisé	VERB	déguiser
sous	ADP	sous
le	DET	le
nom	NOUN	nom
d	ADP	d
'	ADP	'
amusement	NOUN	amusement
.	PUNCT	.
Un	DET	un
habit	NOUN	habit
simple	ADJ	simple
,	PUNCT	,
un	DET	un
visage	NOUN	visage
serein	ADJ	serein
,	PUNCT	,
attirent	VERB	attirer
les	DET	le
jeux	NOUN	jeu
et	CCONJ	et
les	DET	le
ris	NOUN	ris
;	PUNCT	;
ils	PRON	il
volent	VERB	voler
,	PUNCT	,
ils	PRON	il
s	PRON	s
'	PRON	'
empressent	VERB	empresser
autour	ADV	autour
de	ADP	de
vous	PRON	vous
,	PUNCT	,
tandis	ADV	tandis
que	SCONJ	que
les	DET	le
livrées	NOUN	livrée
du	ADP	de
luxe	NOUN	luxe
et	CCONJ	et
le	DET	le
front	NOUN	front
soucieux	ADJ	soucieux
de	ADP	de
la	DET	le
grandeur	NOUN	grandeur
les	PRON	le
font	AUX	faire
fuir	VERB	fuir
épouvantés	VERB	épouvanter
.	PUNCT	.
Vous	PRON	vous
voyez	VERB	voir
la	DET	le
nature	NOUN	nature
dans	ADP	dans
toute	ADJ	tout
sa	DET	son
fraîcheur	NOUN	fraîcheur
,	PUNCT	,
parée	VERB	parer
de	ADP	de
ses	DET	son
grâces	NOUN	grâce
simples	ADJ	simple
et	CCONJ	et
négligées	ADJ	négliger
;	PUNCT	;
je	PRON	je
ne	ADV	ne
la	PRON	le
vois	VERB	voir
qu	ADV	qu
'	PUNCT	'
en	ADP	en
peinture	NOUN	peinture
,	PUNCT	,
ou	CCONJ	ou
mutilée	VERB	mutiler
par	ADP	par
un	DET	un
goût	NOUN	goût
barbare	ADJ	barbare
.	PUNCT	.
à	ADP	à
tous	ADJ	tout
les	DET	le
pas	NOUN	pas
que	PRON	que
vous	PRON	vous
faites	VERB	faire
,	PUNCT	,
la	DET	le
terre	NOUN	terre
amoureuse	ADJ	amoureux
ouvreson	VERB	ouvreson
sein	NOUN	sein
pour	ADP	pour
laisser	AUX	laisser
échapper	VERB	échapper
des	DET	un
fleurs	NOUN	fleur
;	PUNCT	;
ici	ADV	ici
stérile	ADJ	stérile
et	CCONJ	et
desséchée	VERB	dessécher
par	ADP	par
les	DET	le
pas	NOUN	pas
de	ADP	de
la	DET	le
multitude	NOUN	multitude
,	PUNCT	,
elle	PRON	lui
offre	VERB	offrir
,	PUNCT	,
ou	CCONJ	ou
une	DET	un
verdure	NOUN	verdure
flétrie	VERB	flétrir
,	PUNCT	,
ou	CCONJ	ou
les	DET	le
froids	ADJ	froid
monument	NOUN	monument
du	ADP	de
faste	NOUN	faste
.	PUNCT	.
Les	DET	le
eaux	NOUN	eau
,	PUNCT	,
les	DET	le
bois	NOUN	bois
,	PUNCT	,
les	DET	le
végétaux	NOUN	végétal
de	ADP	de
toute	DET	tout
espèce	NOUN	espèce
purifient	VERB	purifier
l	DET	l
'	DET	'
air	NOUN	air
que	PRON	que
vous	PRON	vous
respirez	VERB	respirer
;	PUNCT	;
le	DET	le
zéphir	NOUN	zéphir
vous	PRON	vous
porte	VERB	porte
comme	ADP	comme
en	ADP	en
tribut	NOUN	tribut
ses	DET	son
parfums	NOUN	parfum
les	DET	le
plus	ADV	plus
salutaires	ADJ	salutaire
:	PUNCT	:
moi	PRON	moi
,	PUNCT	,
je	PRON	je
vis	VERB	voir
dans	ADP	dans
une	DET	un
atmosphère	NOUN	atmosphère
étouffée	VERB	étouffer
,	PUNCT	,
émanation	NOUN	émanation
de	ADP	de
mille	NUM	mille
corps	NOUN	corps
putréfiés	VERB	putréfier
,	PUNCT	,
qui	PRON	qui
vicie	VERB	vicier
mon	DET	mon
sang	NOUN	sang
et	CCONJ	et
mes	DET	mon
humeurs	NOUN	humeur
.	PUNCT	.
Le	DET	le
bon	ADJ	bon
peuple	NOUN	peuple
au	ADP	au
milieu	NOUN	milieu
duquel	PRON	duquel
vous	PRON	vous
vivez	VERB	vivre
,	PUNCT	,
est	AUX	être
composé	VERB	composer
d	ADP	d
'	ADP	'
hommes	NOUN	homme
vrais	ADJ	vrai
qui	PRON	qui
se	PRON	se
plaisent	VERB	plaire
à	ADP	à
vous	PRON	vous
voir	VERB	voir
,	PUNCT	,
qui	PRON	qui
vous	PRON	vous
aiment	VERB	aimer
,	PUNCT	,
vous	PRON	vous
bénissent	VERB	bénir
;	PUNCT	;
moi	PRON	moi
,	PUNCT	,
je	PRON	je
passe	VERB	passer
ma	DET	mon
vie	NOUN	vie
avec	ADP	avec
des	DET	un
gens	NOUN	gens
qui	PRON	qui
ne	ADV	ne
disent	VERB	dire
point	ADV	point
ce	PRON	ce
qu	PRON	que
'	PRON	'
ils	PRON	il
pensent	VERB	penser
,	PUNCT	,
et	CCONJ	et
ne	ADV	ne
pensent	VERB	penser
point	ADV	point
ce	PRON	ce
qu	PRON	que
'	PRON	'
ils	PRON	il
disent	VERB	dire
;	PUNCT	;
parmi	ADP	parmi
des	DET	un
hommes	NOUN	homme
affectueux	ADJ	affectueux
sans	ADP	sans
amitié	NOUN	amitié
,	PUNCT	,
polis	ADJ	poli
sans	ADP	sans
bienveillance	NOUN	bienveillance
,	PUNCT	,
exaltés	VERB	exalter
sans	ADP	sans
enthousiasme	NOUN	enthousiasme
,	PUNCT	,
qui	PRON	qui
exagèrent	VERB	exagérer
également	ADV	également
et	CCONJ	et
les	DET	le
louanges	NOUN	louange
et	CCONJ	et
les	DET	le
témoignages	NOUN	témoignage
d	ADP	d
'	ADP	'
attachement	NOUN	attachement
qu	PRON	que
'	PRON	'
ils	PRON	il
vous	PRON	vous
donnent	VERB	donner
,	PUNCT	,
comme	SCONJ	comme
s	SCONJ	s
'	SCONJ	'
ils	PRON	il
avoientpeur	VERB	avoientpeur
que	SCONJ	que
l	PRON	l
'	PRON	'
on	PRON	on
crût	VERB	croître
à	ADP	à
leur	DET	leur
sincérité	NOUN	sincérité
.	PUNCT	.
Vous	PRON	vous
n	ADV	n
'	ADV	'
entendez	VERB	entendre
plus	ADV	plus
le	DET	le
fracas	NOUN	fracas
de	ADP	de
la	DET	le
vie	NOUN	vie
sociale	ADJ	social
,	PUNCT	,
qui	PRON	qui
étouffe	VERB	étouffe
la	DET	le
voix	NOUN	voix
de	ADP	de
la	DET	le
conscience	NOUN	conscience
et	CCONJ	et
le	DET	le
cri	NOUN	cri
de	ADP	de
l	DET	l
'	DET	'
humanité	NOUN	humanité
;	PUNCT	;
tout	PRON	tout
vous	PRON	vous
permet	VERB	permettre
d	ADP	d
'	ADP	'
être	AUX	être
homme	NOUN	homme
,	PUNCT	,
tout	PRON	tout
vous	PRON	vous
invite	VERB	invite
à	ADP	à
