 	SPACE	 
rendre	VERB	rendre
à	ADP	à
vos	DET	votre
conseils	NOUN	conseil
,	PUNCT	,
et	CCONJ	et
de	ADP	de
m	PRON	m
'	PRON	'
immoler	VERB	immoler
,	PUNCT	,
en	ADP	en
m	PRON	m
'	PRON	'
engageant	VERB	engager
avec	ADP	avec
Elpinice	PROPN	Elpinice
,	PUNCT	,
à	ADP	à
la	DET	le
réconnaissance	NOUN	réconnaissance
publique	ADJ	public
,	PUNCT	,
je	PRON	je
viens	VERB	venir
de	ADP	de
former	VERB	former
dans	ADP	dans
ce	DET	ce
genre	NOUN	genre
,	PUNCT	,
un	DET	un
projet	NOUN	projet
d	ADP	d
'	ADP	'
une	DET	un
hardiesse	NOUN	hardiesse
inconcevable	ADJ	inconcevable
,	PUNCT	,
et	CCONJ	et
qui	PRON	qui
,	PUNCT	,
tout	ADV	tout
audacieux	ADJ	audacieux
que	PRON	que
je	PRON	je
suis	AUX	être
,	PUNCT	,
me	PRON	me
fait	AUX	faire
moi	PRON	moi
-	PRON	-
même	PRON	même
trembler	VERB	trembler
.	PUNCT	.
Il	PRON	il
n	ADV	n
'	ADV	'
y	PRON	y
a	VERB	avoir
pas	ADV	pas
dans	ADP	dans
Athênes	PROPN	Athênes
,	PUNCT	,
dans	ADP	dans
toute	ADJ	tout
la	DET	le
Grèce	PROPN	Grèce
,	PUNCT	,
peut-être	ADV	peut-être
pas	ADV	pas
même	ADV	même
dans	ADP	dans
le	DET	le
monde	NOUN	monde
entier	ADJ	entier
,	PUNCT	,
de	ADP	de
femme	NOUN	femme
qui	PRON	qui
puisse	VERB	pouvoir
autant	ADV	autant
,	PUNCT	,
et	CCONJ	et
à	ADP	à
tous	DET	tout
égards	NOUN	égard
,	PUNCT	,
honorer	VERB	honorer
son	DET	son
vainqueur	NOUN	vainqueur
,	PUNCT	,
que	SCONJ	que
celle	PRON	celui
de	ADP	de
qui	PRON	qui
je	PRON	je
tente	VERB	tente
la	DET	le
conquête	NOUN	conquête
.	PUNCT	.
La	DET	le
beauté	NOUN	beauté
,	PUNCT	,
les	DET	le
grâces	NOUN	grâce
,	PUNCT	,
la	DET	le
jeunesse	NOUN	jeunesse
,	PUNCT	,
l	DET	l
'	DET	'
esprit	NOUN	esprit
,	PUNCT	,
les	DET	le
talents	NOUN	talent
,	PUNCT	,
la	DET	le
réputâtion	NOUN	réputâtion
la	DET	le
plus	ADV	plus
éclatante	ADJ	éclatant
,	PUNCT	,
et	CCONJ	et
le	DET	le
mieux	ADV	mieux
méritée	ADJ	mérité
,	PUNCT	,
la	DET	le
difficulté	NOUN	difficulté
,	PUNCT	,
par	ADP	par
elle-même	PRON	lui-même
si	ADV	si
piquante	ADJ	piquant
de	ADP	de
toucher	VERB	toucher
un	DET	un
cœur	NOUN	cœur
déjà	ADV	déjà
prévenu	VERB	prévenir
,	PUNCT	,
de	ADP	de
supplanter	VERB	supplanter
l	DET	l
'	DET	'
homme	NOUN	homme
,	PUNCT	,
du	ADP	de
monde	NOUN	monde
,	PUNCT	,
le	DET	le
plus	ADV	plus
fait	VERB	faire
pour	ADP	pour
flatter	VERB	flatter
la	DET	le
vanité	NOUN	vanité
de	ADP	de
celle	PRON	celui
qui	PRON	qui
l	PRON	l
'	PRON	'
assujettit	VERB	assujettir
,	PUNCT	,
de	ADP	de
triompher	VERB	triompher
d	ADP	d
'	ADP	'
une	DET	un
passion	NOUN	passion
que	PRON	que
tout	PRON	tout
paraît	VERB	paraître
concourir	VERB	concourir
à	ADP	à
rendre	VERB	rendre
éternelle	ADJ	éternel
;	PUNCT	;
voilà	VERB	voilà
ce	PRON	ce
que	PRON	que
se	PRON	se
propôse	VERB	propôse
de	ADP	de
vaincre	VERB	vaincre
,	PUNCT	,
ce	DET	ce
même	ADJ	même
homme	NOUN	homme
que	PRON	que
vous	PRON	vous
condamnez	VERB	condamner
si	ADV	si
légèrement	ADV	légèrement
à	ADP	à
prendre	VERB	prendre
une	DET	un
femme	NOUN	femme
que	SCONJ	que
,	PUNCT	,
comme	SCONJ	comme
vous	PRON	vous
-	PUNCT	-
même	PRON	même
n	ADV	n
'	ADV	'
ôseriez	VERB	ôserier
le	PRON	le
nier	VERB	nier
,	PUNCT	,
tout	ADJ	tout
le	DET	le
monde	NOUN	monde
quittait	VERB	quitter
,	PUNCT	,
et	CCONJ	et
très	ADV	très
-	ADV	-
long	ADV	long
-	ADV	-
temps	ADV	temps
,	PUNCT	,
sans	ADP	sans
doute	NOUN	doute
,	PUNCT	,
avant	ADP	avant
que	SCONJ	que
je	PRON	je
fûsse	AUX	fûsse
né	VERB	naître
.	PUNCT	.
Rien	PRON	rien
,	PUNCT	,
effectivement	ADV	effectivement
,	PUNCT	,
en	ADP	en
suppôsant	VERB	suppôser
que	SCONJ	que
je	PRON	je
réüssisse	VERB	réüssisse
à	ADP	à
ce	PRON	ce
que	PRON	que
j	PRON	j
'	PRON	'
entreprends	VERB	entreprendre
,	PUNCT	,
ne	ADV	ne
manquerait	VERB	manquer
à	ADP	à
mon	DET	mon
bonheur	NOUN	bonheur
,	PUNCT	,
si	SCONJ	si
,	PUNCT	,
loin	ADV	loin
d	ADP	d
'	ADP	'
ôser	VERB	ôser
le	PRON	le
divulguer	VERB	divulguer
,	PUNCT	,
de	DET	de
crüelles	ADJ	crüelle
circonstances	NOUN	circonstance
ne	ADV	ne
me	PRON	me
condamnoient	VERB	condamnoier
à	ADP	à
enjoüir	VERB	enjoüir
dans	ADP	dans
le	DET	le
silence	NOUN	silence
le	DET	le
plus	ADV	plus
profond	ADJ	profond
.	PUNCT	.
Vous	PRON	vous
auriez	VERB	avoir
peine	NOUN	peine
à	ADP	à
imaginer	VERB	imaginer
à	ADP	à
quel	DET	quel
point	NOUN	point
cette	DET	ce
nécessité	NOUN	nécessité
dont	PRON	dont
je	PRON	je
sens	VERB	sentir
d	ADP	d
'	ADP	'
avance	NOUN	avance
toute	ADJ	tout
la	DET	le
rigueur	NOUN	rigueur
,	PUNCT	,
me	PRON	me
desespère	VERB	desespère
,	PUNCT	,
et	CCONJ	et
combien	ADV	combien
de	ADP	de
fois	NOUN	fois
déjà	ADV	déjà
,	PUNCT	,
elle	PRON	lui
a	AUX	avoir
pensé	VERB	penser
me	PRON	me
décourager	VERB	décourager
.	PUNCT	.
Je	PRON	je
ne	ADV	ne
sais	VERB	savoir
encore	ADV	encore
quel	ADJ	quel
sera	AUX	être
le	DET	le
succès	NOUN	succès
d	ADP	d
'	ADP	'
un	DET	un
projet	NOUN	projet
si	ADV	si
hardi	ADJ	hardi
qu	SCONJ	qu
'	SCONJ	'
il	PRON	il
ne	ADV	ne
faut	VERB	falloir
pas	ADV	pas
moins	ADV	moins
que	SCONJ	que
toute	ADJ	tout
mon	DET	mon
audace	NOUN	audace
pour	ADP	pour
le	PRON	le
former	VERB	former
:	PUNCT	:
ah	INTJ	ah
!	PUNCT	!
Ne	ADV	ne
faut	VERB	falloir
-il	PRON	il
pas	ADV	pas
aussi	ADV	aussi
,	PUNCT	,
toute	ADJ	tout
ma	DET	mon
présomption	NOUN	présomption
pour	ADP	pour
se	PRON	se
flatter	VERB	flatter
qu	SCONJ	qu
'	SCONJ	'
il	PRON	il
puisse	VERB	pouvoir
réüssir	VERB	réüssir
,	PUNCT	,
lorsque	SCONJ	lorsque
,	PUNCT	,
sur-tout	ADV	sur-tout
,	PUNCT	,
je	PRON	je
me	PRON	me
trouve	VERB	trouve
privé	ADJ	priver
de	ADP	de
presque	ADV	presque
toutes	ADJ	tout
mes	DET	mon
ressources	NOUN	ressource
!	PUNCT	!
Comment	ADV	comment
puis	VERB	pouvoir
-je	PRON	je
même	ADV	même
espérer	VERB	espérer
,	PUNCT	,
lorsque	SCONJ	lorsque
forcé	VERB	forcer
d	ADP	d
'	ADP	'
aveugler	VERB	aveugler
absolument	ADV	absolument
sur	ADP	sur
mes	DET	mon
desseins	NOUN	dessein
,	PUNCT	,
la	DET	le
femme	NOUN	femme
qui	PRON	qui
en	PRON	en
est	AUX	être
l	DET	l
'	DET	'
objet	NOUN	objet
,	PUNCT	,
il	PRON	il
faut	VERB	falloir
,	PUNCT	,
non	ADV	non
seulement	ADV	seulement
que	SCONJ	que
je	PRON	je
me	PRON	me
conduise	VERB	conduire
auprès	ADV	auprès
d	ADP	d
'	ADP	'
elle	PRON	lui
avec	ADP	avec
toute	ADJ	tout
la	DET	le
circonspection	NOUN	circonspection
imaginable	ADJ	imaginable
,	PUNCT	,
mais	CCONJ	mais
que	SCONJ	que
je	PRON	je
parvienne	VERB	parvenir
à	ADP	à
lui	PRON	lui
plaire	VERB	plaire
,	PUNCT	,
sans	ADP	sans
en	PRON	en
paraître	VERB	paraître
amoureux	ADJ	amoureux
?	PUNCT	?
Quand	SCONJ	quand
,	PUNCT	,
d	ADP	d
'	ADP	'
ailleurs	ADV	ailleurs
,	PUNCT	,
notre	DET	notre
position	NOUN	position
respective	ADJ	respectif
me	PRON	me
permettrait	VERB	permettre
d	ADP	d
'	ADP	'
employer	VERB	employer
pour	ADP	pour
la	PRON	le
séduire	VERB	séduire
,	PUNCT	,
de	ADP	de
ces	DET	ce
soins	NOUN	soin
d	ADP	d
'	ADP	'
éclat	NOUN	éclat
qui	PRON	qui
,	PUNCT	,
seuls	ADJ	seul
déterminent	VERB	déterminer
une	DET	un
femme	NOUN	femme
à	ADP	à
croire	VERB	croire
à	ADP	à
notre	DET	notre
sentiment	NOUN	sentiment
,	PUNCT	,
je	PRON	je
ne	ADV	ne
ferais	VERB	faire
par	ADV	par
-là	ADV	-là
que	ADV	que
l	PRON	l
'	PRON	'
avertir	VERB	avertir
qu	PRON	que
'	SCONJ	'
elle	PRON	lui
a	VERB	avoir
à	ADP	à
se	PRON	se
défendre	VERB	défendre
;	PUNCT	;
et	CCONJ	et
,	PUNCT	,
peut-être	ADV	peut-être
,	PUNCT	,
ne	ADV	ne
serait	AUX	être
-ce	PRON	-ce
pas	ADV	pas
impunément	ADV	impunément
que	SCONJ	que
je	PRON	je
l	PRON	l
'	PRON	'
en	PRON	en
avertirois	VERB	avertirois
.	PUNCT	.
Elle	PRON	lui
n	ADV	n
'	ADV	'
a	VERB	avoir
donc	ADV	donc
point	ADV	point
encore	ADV	encore
,	PUNCT	,
toute	ADV	toute
éclairée	VERB	éclairer
qu	PRON	que
'	SCONJ	'
elle	PRON	lui
est	AUX	être
,	PUNCT	,
le	DET	le
plus	ADV	plus
léger	ADJ	léger
soupçon	NOUN	soupçon
de	ADP	de
ce	PRON	ce
qu	PRON	que
'	PRON	'
elle	PRON	lui
m	PRON	m
'	PRON	'
inspire	VERB	inspire
,	PUNCT	,
parce	SCONJ	parce
qu	SCONJ	qu
'	SCONJ	'
il	PRON	il
m	PRON	m
'	PRON	'
est	AUX	être
aisé	ADJ	aisé
de	ADP	de
le	PRON	le
masquer	VERB	masquer
sous	ADP	sous
des	DET	un
apparences	NOUN	apparence
faites	VERB	faire
pour	ADP	pour
l	PRON	l
'	PRON	'
abuser	VERB	abuser
.	PUNCT	.
Je	PRON	je
veux	VERB	vouloir
,	PUNCT	,
même	ADV	même
,	PUNCT	,
s	SCONJ	s
'	SCONJ	'
il	PRON	il
est	AUX	être
possible	ADJ	possible
,	PUNCT	,
qu	SCONJ	qu
'	SCONJ	'
elle	PRON	lui
ne	ADV	ne
sorte	VERB	sortir
de	ADP	de
cette	DET	ce
sécurité	NOUN	sécurité
,	PUNCT	,
que	ADV	que
quand	SCONJ	quand
son	DET	son
cœur	NOUN	cœur
sera	AUX	être
trop	ADV	trop
plein	ADJ	plein
de	ADP	de
moi	PRON	moi
,	PUNCT	,
pour	ADP	pour
qu	SCONJ	qu
'	SCONJ	'
elle	PRON	lui
puisse	VERB	pouvoir
avec	ADP	avec
avantage	NOUN	avantage
,	PUNCT	,
combattre	VERB	combattre
sa	DET	son
passion	NOUN	passion
.	PUNCT	.
Les	DET	le
assidüités	NOUN	assidüité
les	DET	le
plus	ADV	plus
marquées	VERB	marquer
,	PUNCT	,
l	DET	l
'	DET	'
air	NOUN	air
de	ADP	de
l	DET	l
'	DET	'
intérêt	NOUN	intérêt
le	DET	le
plus	ADV	plus
tendre	ADJ	tendre
,	PUNCT	,
mais	CCONJ	mais
accompagné	VERB	accompagner
du	ADP	de
respect	NOUN	respect
le	DET	le
plus	ADV	plus
profond	ADJ	profond
,	PUNCT	,
une	DET	un
soumission	NOUN	soumission
sans	ADP	sans
bornes	NOUN	borne
,	PUNCT	,
toutes	DET	tout
chôses	NOUN	chôse
qui	PRON	qui
doivent	VERB	devoir
prendre	VERB	prendre
sur	ADP	sur
elle	PRON	lui
d	ADP	d
'	ADP	'
autant	ADV	autant
plus	ADV	plus
qu	SCONJ	qu
'	SCONJ	'
elle	PRON	lui
les	PRON	le
sait	VERB	savoir
moins	ADV	moins
de	ADP	de
mon	DET	mon
caractère	NOUN	caractère
,	PUNCT	,
sont	AUX	être
donc	ADV	donc
les	DET	le
seules	ADJ	seul
armes	NOUN	arme
que	PRON	que
je	PRON	je
puisse	VERB	pouvoir
ouvertement	ADV	ouvertement
employer	VERB	employer
pour	ADP	pour
tâcher	VERB	tâcher
de	ADP	de
la	PRON	le
vaincre	VERB	vaincre
.	PUNCT	.
à	ADP	à
l	DET	l
'	DET	'
égard	NOUN	égard
dela	ADP	dela
sorte	NOUN	sorte
d	ADP	d
'	ADP	'
impression	NOUN	impression
que	PRON	que
je	PRON	je
fais	VERB	faire
sur	ADP	sur
son	DET	son
cœur	NOUN	cœur
,	PUNCT	,
c	PRON	c
'	PRON	'
est	AUX	être
ce	PRON	ce
qui	PRON	qui
m	PRON	m
'	PRON	'
est	AUX	être
encore	ADV	encore
caché	VERB	cacher
;	PUNCT	;
mais	CCONJ	mais
je	PRON	je
ne	ADV	ne
puis	VERB	pouvoir
de	ADP	de
même	ADV	même
ignorer	VERB	ignorer
que	SCONJ	que
ma	DET	mon
conduite	NOUN	conduite
avec	ADP	avec
elle	PRON	lui
,	PUNCT	,
commence	VERB	commencer
à	ADP	à
la	PRON	le
faire	AUX	faire
rêver	VERB	rêver
,	PUNCT	,
et	CCONJ	et
que	SCONJ	que
,	PUNCT	,
chaque	DET	chaque
jour	NOUN	jour
,	PUNCT	,
et	CCONJ	et
sans	ADP	sans
qu	SCONJ	qu
'	SCONJ	'
elle	PRON	lui
s	PRON	s
'	PRON	'
en	PRON	en
doute	VERB	doute
,	PUNCT	,
je	PRON	je
deviens	VERB	devenir
pour	ADP	pour
elle	PRON	lui
,	PUNCT	,
un	DET	un
objet	NOUN	objet
plus	ADV	plus
intéressant	ADJ	intéressant
.	PUNCT	.
Il	PRON	il
me	PRON	me
semble	VERB	semble
aussi	ADV	aussi
,	PUNCT	,
qu	SCONJ	qu
'	SCONJ	'
elle	PRON	lui
cherche	VERB	cherche
avec	ADP	avec
une	DET	un
sorte	NOUN	sorte
d	ADP	d
'	ADP	'
inquiétude	NOUN	inquiétude
à	ADP	à
lire	VERB	lire
dans	ADP	dans
mon	DET	mon
âme	NOUN	âme
;	PUNCT	;
et	CCONJ	et
que	SCONJ	que
même	ADV	même
elle	PRON	lui
craint	VERB	craindre
que	SCONJ	que
le	DET	le
trouble	NOUN	trouble
dont	PRON	dont
elle	PRON	lui
la	PRON	le
sent	VERB	sentir
agitée	VERB	agiter
,	PUNCT	,
ne	ADV	ne
l	PRON	l
'	PRON	'
ait	VERB	avoir
pas	ADV	pas
pour	ADP	pour
objet	NOUN	objet
;	PUNCT	;
et	CCONJ	et
l	DET	l
'	DET	'
incertitude	NOUN	incertitude
à	ADP	à
cet	DET	ce
égard	NOUN	égard
doit	VERB	devoir
,	PUNCT	,
en	ADP	en
effet	NOUN	effet
,	PUNCT	,
lui	PRON	lui
être	AUX	être
d	ADP	d
'	ADP	'
autant	ADV	autant
plus	ADV	plus
permise	VERB	permettre
que	SCONJ	que
,	PUNCT	,
dans	ADP	dans
l	DET	l
'	DET	'
impatience	NOUN	impatience
où	PRON	où
j	PRON	j
'	PRON	'
étais	VERB	être
de	ADP	de
pénétrer	VERB	pénétrer
ce	PRON	ce
qui	PRON	qui
pouvait	VERB	pouvoir
se	PRON	se
pâsser	VERB	pâsser
pour	ADP	pour
moi	PRON	moi
dans	ADP	dans
son	DET	son
cœur	NOUN	cœur
,	PUNCT	,
je	PRON	je
dois	VERB	devoir
moins	ADV	moins
,	PUNCT	,
par	ADP	par
un	DET	un
stratagème	NOUN	stratagème
qui	PRON	qui
me	PRON	me
paraît	VERB	paraître
actüellement	ADV	actüellement
assez	ADV	assez
mal	ADV	mal
imaginé	VERB	imaginer
de	ADP	de
ma	DET	mon
part	NOUN	part
,	PUNCT	,
lui	PRON	lui
avoir	AUX	avoir
fait	AUX	faire
penser	VERB	penser
que	SCONJ	que
ce	PRON	ce
soit	AUX	être
pour	ADP	pour
elle	PRON	lui
,	PUNCT	,
que	SCONJ	que
je	PRON	je
me	PRON	me
suis	AUX	être
décidé	VERB	décider
.	PUNCT	.
Puisque	SCONJ	puisque
vous	PRON	vous
n	ADV	n
'	ADV	'
ignorez	VERB	ignorer
point	NOUN	point
pour	ADP	pour
qui	PRON	qui
j	PRON	j
'	PRON	'
ai	VERB	avoir
l	DET	l
'	DET	'
air	NOUN	air
de	ADP	de
vivre	VERB	vivre
,	PUNCT	,
je	PRON	je
n	ADV	n
'	ADV	'
ai	VERB	avoir
pas	ADV	pas
besoin	NOUN	besoin
de	ADP	de
vous	PRON	vous
endire	VERB	endire
davantage	ADV	davantage
sur	ADP	sur
cet	DET	ce
article	NOUN	article
.	PUNCT	.
Quoiqu	ADV	quoiqu
'	SCONJ	'
il	PRON	il
en	PRON	en
soit	VERB	être
,	PUNCT	,
les	DET	le
mouvement	NOUN	mouvement
que	PRON	que
je	PRON	je
crois	VERB	croire
lui	PRON	lui
voir	VERB	voir
,	PUNCT	,
ou	CCONJ	ou
qu	PRON	que
'	SCONJ	'
elle	PRON	lui
éprouve	VERB	éprouve
,	PUNCT	,
sa	DET	son
jalousie	NOUN	jalousie
même	ADV	même
me	PRON	me
semblent	VERB	sembler
si	ADV	si
faibles	ADJ	faible
,	PUNCT	,
et	CCONJ	et
en	ADP	en
même	ADJ	même
temps	NOUN	temps
si	ADV	si
éloignés	ADJ	éloigné
des	ADP	de
sentiment	NOUN	sentiment
que	PRON	que
je	PRON	je
voudrais	VERB	vouloir
lui	PRON	lui
inspirer	VERB	inspirer
,	PUNCT	,
que	SCONJ	que
,	PUNCT	,
loin	ADV	loin
qu	SCONJ	qu
'	SCONJ	'
ils	PRON	il
me	PRON	me
donnent	VERB	donner
l	DET	l
'	DET	'
audace	NOUN	audace
de	ADP	de
parler	VERB	parler
,	PUNCT	,
j	PRON	j
'	PRON	'
en	PRON	en
suis	VERB	suivre
encore	ADV	encore
à	ADP	à
feindre	VERB	feindre
de	ADP	de
ne	ADV	ne
les	PRON	le
pas	ADV	pas
apercevoir	VERB	apercevoir
.	PUNCT	.
Vous	PRON	vous
serez	AUX	être
surpris	VERB	surprendre
,	PUNCT	,
sans	ADP	sans
doute	NOUN	doute
,	PUNCT	,
vous	PRON	vous
qui	PRON	qui
me	PRON	me
connaissez	VERB	connaître
,	PUNCT	,
que	SCONJ	que
j	PRON	j
'	PRON	'
aie	AUX	avoir
pu	VERB	pouvoir
m	PRON	m
'	PRON	'
impôser	VERB	impôser
des	DET	un
lois	NOUN	loi
qui	PRON	qui
doivent	VERB	devoir
m	PRON	m
'	PRON	'
être	AUX	être
si	ADV	si
à	ADP	à
charge	NOUN	charge
,	PUNCT	,
et	CCONJ	et
les	PRON	le
observer	VERB	observer
;	PUNCT	;
mais	CCONJ	mais
il	PRON	il
m	PRON	m
'	PRON	'
est	AUX	être
si	ADV	si
important	ADJ	important
de	ADP	de
soumettre	VERB	soumettre
la	DET	le
femme	NOUN	femme
que	PRON	que
j	PRON	j
'	PRON	'
attaque	VERB	attaque
,	PUNCT	,
qu	SCONJ	qu
'	SCONJ	'
il	PRON	il
n	ADV	n
'	ADV	'
y	PRON	y
aurait	VERB	avoir
rien	PRON	rien
,	PUNCT	,
quelque	DET	quelque
pénible	ADJ	pénible
même	ADV	même
qu	SCONJ	qu
'	SCONJ	'
il	PRON	il
me	PRON	me
fût	VERB	être
,	PUNCT	,
que	SCONJ	que
je	PRON	je
ne	ADV	ne
me	PRON	me
prescrivîsse	VERB	prescrivîsse
,	PUNCT	,
et	CCONJ	et
dont	PRON	dont
je	PRON	je
ne	ADV	ne
fûsse	VERB	fûsse
capable	ADJ	capable
,	PUNCT	,
plutôt	ADV	plutôt
que	SCONJ	que
de	ADP	de
manquer	VERB	manquer
par	ADP	par
ma	DET	mon
faute	NOUN	faute
,	PUNCT	,
la	DET	le
plus	ADV	plus
belle	ADJ	bel
occâsion	NOUN	occâsion
de	ADP	de
gloire	NOUN	gloire
qui	PRON	qui
jamais	ADV	jamais
puisse	VERB	pouvoir
s	PRON	s
'	PRON	'
offrir	VERB	offrir
à	ADP	à
moi	PRON	moi
.	PUNCT	.
Comme	SCONJ	comme
je	PRON	je
crains	VERB	craindre
également	ADV	également
dans	ADP	dans
les	DET	le
circonstances	NOUN	circonstance
où	PRON	où
je	PRON	je
me	PRON	me
trouve	VERB	trouve
,	PUNCT	,
d	ADP	d
'	ADP	'
en	PRON	en
faire	VERB	faire
trop	ADV	trop
,	PUNCT	,
ou	CCONJ	ou
trop	ADV	trop
peu	ADV	peu
;	PUNCT	;
et	CCONJ	et
qu	SCONJ	qu
'	PUNCT	'
avec	ADP	avec
les	DET	le
preuves	NOUN	preuve
que	PRON	que
j	PRON	j
'	PRON	'
ai	VERB	avoir
que	PRON	que
je	PRON	je
ne	ADV	ne
sais	VERB	savoir
pas	ADV	pas
encore	ADV	encore
bien	ADV	bien
choisir	VERB	choisir
mes	DET	mon
ruses	NOUN	ruse
,	PUNCT	,
mon	DET	mon
in	PROPN	in
'	PUNCT	'
expérience	NOUN	expérience
,	PUNCT	,
prise	VERB	prendre
en	ADP	en
certain	DET	certain
sens	NOUN	sens
,	PUNCT	,
ne	ADV	ne
rende	VERB	rendre
dangereux	ADJ	dangereux
que	ADV	que
pour	ADP	pour
moi	PRON	moi
,	PUNCT	,
le	DET	le
projet	NOUN	projet
que	PRON	que
j	PRON	j
'	PRON	'
ai	AUX	avoir
formé	VERB	former
,	PUNCT	,
je	PRON	je
vous	PRON	vous
conjure	VERB	conjure
,	PUNCT	,
mon	DET	mon
cher	ADJ	cher
Antipe	PROPN	Antipe
,	PUNCT	,
de	ADP	de
vouloir	VERB	vouloir
bien	ADV	bien
m	PRON	m
'	PRON	'
aider	VERB	aider
de	ADP	de
vos	DET	votre
conseils	NOUN	conseil
.	PUNCT	.
Puisse	VERB	pouvoir
l	DET	l
'	DET	'
amour	NOUN	amour
vous	PRON	vous
en	PRON	en
payer	VERB	payer
en	ADP	en
augmentant	VERB	augmenter
,	PUNCT	,
s	SCONJ	s
'	SCONJ	'
il	PRON	il
est	AUX	être
possible	ADJ	possible
,	PUNCT	,
le	DET	le
sentiment	NOUN	sentiment
qui	PRON	qui
vous	PRON	vous
unit	VERB	unir
,	PUNCT	,
la	DET	le
belle	ADJ	bel
Théodote	PROPN	Théodote
,	PUNCT	,
et	CCONJ	et
vous	PRON	vous
!	PUNCT	!

	SPACE	

LETTRE	NOUN	lettre
2	NUM	2
Périclés	PROPN	Périclés
à	ADP	à
Diodote	PROPN	Diodote
.	PUNCT	.
Je	PRON	je
ne	ADV	ne
sais	VERB	savoir
si	SCONJ	si
tout	ADJ	tout
ce	PRON	ce
que	PRON	que
j	PRON	j
'	PRON	'
ai	AUX	avoir
fait	VERB	faire
pour	ADP	pour
Alcibiade	PROPN	Alcibiade
,	PUNCT	,
depuis	ADP	depuis
que	SCONJ	que
la	DET	le
mort	NOUN	mort
de	ADP	de
son	DET	son
père	NOUN	père
,	PUNCT	,
l	PRON	l
'	PRON	'
a	AUX	avoir
livré	VERB	livrer
à	ADP	à
mes	DET	mon
soins	NOUN	soin
,	PUNCT	,
a	AUX	avoir
pu	VERB	pouvoir
me	PRON	me
concilier	VERB	concilier
son	DET	son
