 	SPACE	 
à	ADP	à
une	DET	un
femme	NOUN	femme
qui	PRON	qui
ne	ADV	ne
m	PRON	m
'	PRON	'
aime	VERB	aime
peut-être	ADV	peut-être
que	ADV	que
pour	ADP	pour
elle-même	PRON	lui-même
!	PUNCT	!
Je	PRON	je
le	PRON	le
saurai	VERB	savoir
,	PUNCT	,
de	ADP	de
par	ADP	par
tous	ADJ	tout
les	DET	le
dieux	NOUN	dieu
;	PUNCT	;
et	CCONJ	et
s	SCONJ	s
'	PUNCT	'
il	PRON	il
en	PRON	en
est	VERB	être
ainsi	ADV	ainsi
,	PUNCT	,
elle	PRON	lui
peut	VERB	pouvoir
chercher	VERB	chercher
parmi	ADP	parmi
nos	DET	notre
athlètes	NOUN	athlète
un	DET	un
soupirant	NOUN	soupirant
qui	PRON	qui
me	PRON	me
remplace	VERB	remplacer
.	PUNCT	.
La	DET	le
belle	ADJ	bel
prude	NOUN	prude
,	PUNCT	,
suivant	VERB	suivre
l	DET	l
'	DET	'
usage	NOUN	usage
,	PUNCT	,
opposait	VERB	opposer
toujours	ADV	toujours
quelque	DET	quelque
faible	ADJ	faible
résistance	NOUN	résistance
aux	ADP	à
désirs	NOUN	désir
d	ADP	d
'	ADP	'
Alcibiade	PROPN	Alcibiade
.	PUNCT	.
C	PRON	c
'	PRON	'
était	AUX	être
une	DET	un
chose	NOUN	chose
épouvantable	ADJ	épouvantable
!	PUNCT	!
Elle	PRON	lui
ne	ADV	ne
pouvait	VERB	pouvoir
y	PRON	y
penser	VERB	penser
sans	ADP	sans
rougir	VERB	rougir
.	PUNCT	.
Il	PRON	il
fallait	VERB	falloir
aimer	VERB	aimer
comme	SCONJ	comme
elle	PRON	lui
aimait	VERB	aimer
,	PUNCT	,
pour	ADP	pour
s	PRON	s
'	PRON	'
y	PRON	y
résoudre	VERB	résoudre
.	PUNCT	.
Elle	PRON	lui
aurait	AUX	avoir
voulu	VERB	vouloir
,	PUNCT	,
pour	ADP	pour
tout	ADV	tout
au	ADP	au
monde	NOUN	monde
,	PUNCT	,
qu	SCONJ	qu
'	SCONJ	'
il	PRON	il
fût	AUX	être
moins	ADV	moins
jeune	ADJ	jeune
et	CCONJ	et
moins	ADV	moins
empressé	ADJ	empressé
.	PUNCT	.
Alcibiade	PROPN	Alcibiade
la	PRON	le
prit	VERB	prendre
au	ADP	au
mot	NOUN	mot
.	PUNCT	.
Je	PRON	je
m	PRON	m
'	PRON	'
aperçois	VERB	apercevoir
,	PUNCT	,
madame	NOUN	monsieur
,	PUNCT	,
lui	PRON	lui
dit	VERB	dire
-il	PRON	il
un	DET	un
jour	NOUN	jour
,	PUNCT	,
que	SCONJ	que
ces	DET	ce
complaisances	NOUN	complaisance
vous	PRON	vous
coûtent	VERB	coûter
:	PUNCT	:
eh	INTJ	eh
bien	ADV	bien
!	PUNCT	!
Je	PRON	je
veux	VERB	vouloir
vous	PRON	vous
donner	VERB	donner
une	DET	un
preuve	NOUN	preuve
de	ADP	de
l	DET	l
'	DET	'
amour	NOUN	amour
le	DET	le
plus	ADV	plus
parfait	ADJ	parfait
.	PUNCT	.
Oui	ADV	oui
,	PUNCT	,
je	PRON	je
consens	VERB	consentir
,	PUNCT	,
puisque	SCONJ	puisque
vous	PRON	vous
le	PRON	le
voulez	VERB	vouloir
,	PUNCT	,
que	SCONJ	que
nos	DET	notre
âmes	NOUN	âme
seules	ADJ	seul
saient	PRON	saient
unies	VERB	unir
,	PUNCT	,
et	CCONJ	et
je	PRON	je
vous	PRON	vous
donne	VERB	donne
ma	DET	mon
parole	NOUN	parole
de	ADP	de
n	ADV	n
'	PUNCT	'
exiger	VERB	exiger
rien	PRON	rien
de	ADP	de
plus	ADV	plus
.	PUNCT	.
La	DET	le
prude	NOUN	prude
loua	VERB	louer
cette	DET	ce
résolution	NOUN	résolution
d	ADP	d
'	ADP	'
un	DET	un
air	NOUN	air
bien	ADV	bien
capable	ADJ	capable
de	ADP	de
la	PRON	le
faire	AUX	faire
évanouir	VERB	évanouir
;	PUNCT	;
mais	CCONJ	mais
Alcibiade	PROPN	Alcibiade
tint	VERB	tenir
bon	ADJ	bon
.	PUNCT	.
Elle	PRON	lui
en	PRON	en
fut	AUX	être
surprise	VERB	surprendre
et	CCONJ	et
piquée	VERB	piquer
;	PUNCT	;
cependant	ADV	cependant
il	PRON	il
fallut	VERB	falloir
dissimuler	VERB	dissimuler
.	PUNCT	.
Le	DET	le
jour	NOUN	jour
suivant	VERB	suivre
,	PUNCT	,
tout	ADJ	tout
ce	PRON	ce
que	PRON	que
le	DET	le
déshabillé	NOUN	déshabillé
peut	VERB	pouvoir
avoir	VERB	avoir
d	ADP	d
'	ADP	'
agaçant	ADJ	agaçant
fut	AUX	être
mis	VERB	mettre
en	ADP	en
usage	NOUN	usage
.	PUNCT	.
La	DET	le
vivacité	NOUN	vivacité
du	ADP	de
désir	NOUN	désir
brillait	VERB	briller
dans	ADP	dans
les	DET	le
yeux	NOUN	oeil
de	ADP	de
la	DET	le
prude	NOUN	prude
;	PUNCT	;
dans	ADP	dans
son	DET	son
maintien	NOUN	maintien
,	PUNCT	,
la	DET	le
nonchalance	NOUN	nonchalance
et	CCONJ	et
la	DET	le
volupté	NOUN	volupté
.	PUNCT	.
Les	DET	le
voiles	NOUN	voile
les	DET	le
plus	ADV	plus
légers	ADJ	léger
,	PUNCT	,
le	DET	le
désordre	NOUN	désordre
le	DET	le
plus	ADV	plus
favorable	ADJ	favorable
,	PUNCT	,
tout	ADV	tout
en	ADP	en
elle	PRON	lui
invitait	VERB	inviter
Alcibiade	PROPN	Alcibiade
à	ADP	à
s	PRON	s
'	PRON	'
oublier	VERB	oublier
.	PUNCT	.
Il	PRON	il
aperçut	VERB	apercevoir
le	DET	le
piège	NOUN	piège
.	PUNCT	.
Quelle	DET	quel
victoire	NOUN	victoire
,	PUNCT	,
lui	PRON	lui
dit	VERB	dire
-il	PRON	il
,	PUNCT	,
madame	NOUN	monsieur
,	PUNCT	,
quelle	DET	quel
victoire	NOUN	victoire
à	ADP	à
remporter	VERB	remporter
sur	ADP	sur
moi	PRON	moi
-	PRON	-
même	PRON	même
!	PUNCT	!
Je	PRON	je
vois	VERB	voir
bien	ADV	bien
que	SCONJ	que
l	DET	l
'	DET	'
amour	NOUN	amour
m	PRON	m
'	PRON	'
éprouve	VERB	éprouve
,	PUNCT	,
et	CCONJ	et
je	PRON	je
m	PRON	m
'	PRON	'
en	PRON	en
applaudis	VERB	applaudir
;	PUNCT	;
la	DET	le
délicatessede	ADP	délicatessede
mes	DET	mon
sentiment	NOUN	sentiment
en	PRON	en
éclatera	VERB	éclater
davantage	ADV	davantage
.	PUNCT	.
Ces	DET	ce
voiles	NOUN	voile
transparent	ADJ	transparent
et	CCONJ	et
légers	ADJ	léger
,	PUNCT	,
ces	DET	ce
coussins	NOUN	coussin
dont	PRON	dont
la	DET	le
volupté	NOUN	volupté
semble	VERB	semble
avoir	AUX	avoir
formé	VERB	former
son	DET	son
trône	NOUN	trône
,	PUNCT	,
votre	DET	votre
beauté	NOUN	beauté
,	PUNCT	,
mes	DET	mon
désirs	NOUN	désir
;	PUNCT	;
combien	ADV	combien
d	ADP	d
'	ADP	'
ennemis	NOUN	ennemi
à	ADP	à
vaincre	VERB	vaincre
!	PUNCT	!
Ulysse	PROPN	Ulysse
n	ADV	n
'	ADV	'
y	PRON	y
échapperait	VERB	échapper
pas	ADV	pas
;	PUNCT	;
Hercule	PROPN	Hercule
y	PRON	y
succomberait	VERB	succomber
;	PUNCT	;
je	PRON	je
serai	AUX	être
plus	ADV	plus
sage	ADJ	sage
qu	SCONJ	qu
'	SCONJ	'
Ulysse	PROPN	Ulysse
,	PUNCT	,
et	CCONJ	et
moins	ADV	moins
fragile	ADJ	fragile
qu	SCONJ	qu
'	SCONJ	'
Hercule	PROPN	Hercule
;	PUNCT	;
oui	ADV	oui
,	PUNCT	,
je	PRON	je
vous	PRON	vous
prouverai	VERB	prouver
que	SCONJ	que
le	DET	le
seul	ADJ	seul
plaisir	NOUN	plaisir
d	ADP	d
'	ADP	'
aimer	VERB	aimer
peut	VERB	pouvoir
tenir	VERB	tenir
lieu	NOUN	lieu
de	ADP	de
tous	ADJ	tout
les	DET	le
plaisirs	NOUN	plaisir
.	PUNCT	.
Vous	PRON	vous
êtes	AUX	être
charmant	ADJ	charmant
,	PUNCT	,
lui	PRON	lui
dit	VERB	dire
-elle	PRON	lui
,	PUNCT	,
et	CCONJ	et
je	PRON	je
puis	VERB	pouvoir
me	PRON	me
flatter	VERB	flatter
d	ADP	d
'	ADP	'
avoir	VERB	avoir
un	DET	un
amant	NOUN	amant
unique	ADJ	unique
;	PUNCT	;
je	PRON	je
ne	ADV	ne
crains	VERB	craindre
qu	ADV	qu
'	PUNCT	'
une	DET	un
chose	NOUN	chose
,	PUNCT	,
c	PRON	c
'	PRON	'
est	VERB	être
que	SCONJ	que
votre	DET	votre
amour	NOUN	amour
ne	ADV	ne
s	PRON	s
'	PRON	'
affaiblisse	VERB	affaiblir
par	ADP	par
la	DET	le
rigueur	NOUN	rigueur
.	PUNCT	.
Au	ADP	au
contraire	ADV	contraire
,	PUNCT	,
interrompit	VERB	interrompre
vivement	ADV	vivement
Alcibiade	PROPN	Alcibiade
,	PUNCT	,
il	PRON	il
n	ADV	n
'	ADV	'
en	PRON	en
sera	AUX	être
que	ADV	que
plus	ADV	plus
ardent.-mais	PUNCT	ardent.-mais
,	PUNCT	,
mon	DET	mon
cher	ADJ	cher
enfant	NOUN	enfant
,	PUNCT	,
vous	PRON	vous
êtes	AUX	être
jeune	ADJ	jeune
,	PUNCT	,
il	PRON	il
est	VERB	être
des	DET	un
moment	NOUN	moment
où	PRON	où
l	PRON	l
'	PRON	'
on	PRON	on
n	ADV	n
'	ADV	'
est	AUX	être
pas	ADV	pas
maître	NOUN	maître
de	ADP	de
soi	PRON	soi
;	PUNCT	;
et	CCONJ	et
je	PRON	je
crois	VERB	croire
votre	DET	votre
fidélité	NOUN	fidélité
bien	ADV	bien
hasardée	VERB	hasarder
,	PUNCT	,
si	SCONJ	si
je	PRON	je
vous	PRON	vous
livre	VERB	livre
à	ADP	à
vos	DET	votre
désirs.-soyez	VERB	désirs.-soyer
tranquille	ADJ	tranquille
,	PUNCT	,
madame	NOUN	monsieur
,	PUNCT	,
je	PRON	je
vous	PRON	vous
répons	VERB	réper
de	ADP	de
tout	PRON	tout
.	PUNCT	.
Je	PRON	je
puis	VERB	pouvoir
vaincre	VERB	vaincre
mes	DET	mon
désirs	NOUN	désir
auprès	ADV	auprès
de	ADP	de
vous	PRON	vous
;	PUNCT	;
auprès	ADV	auprès
de	ADP	de
qui	PRON	qui
n	ADV	n
'	PUNCT	'
en	PRON	en
serai	AUX	être
-je	PRON	je
pas	ADV	pas
le	DET	le
maître?-vous	PUNCT	maître?-vous
me	PRON	me
promettez	VERB	promettre
du	ADP	de
moins	ADV	moins
lui	PRON	lui
dit	VERB	dire
-elle	PRON	lui
,	PUNCT	,
que	SCONJ	que
,	PUNCT	,
s	SCONJ	s
'	SCONJ	'
ils	PRON	il
deviennent	VERB	devenir
trop	ADV	trop
pressant	ADJ	pressant
,	PUNCT	,
vous	PRON	vous
m	PRON	m
'	PRON	'
en	PRON	en
ferez	VERB	faire
l	DET	l
'	DET	'
aveu	NOUN	aveu
?	PUNCT	?
Je	PRON	je
ne	ADV	ne
veux	VERB	vouloir
point	ADV	point
qu	SCONJ	qu
'	SCONJ	'
une	DET	un
mauvaise	ADJ	mauvais
honte	NOUN	honte
vous	PRON	vous
retienne	VERB	retenir
.	PUNCT	.
Ne	ADV	ne
vous	PRON	vous
piquez	VERB	piquer
pas	ADV	pas
de	ADP	de
me	PRON	me
tenir	VERB	tenir
parole	NOUN	parole
:	PUNCT	:
il	PRON	il
n	ADV	n
'	ADV	'
est	VERB	être
rien	PRON	rien
que	PRON	que
je	PRON	je
ne	ADV	ne
vous	PRON	vous
pardonne	VERB	pardonne
plutôt	ADV	plutôt
qu	SCONJ	qu
'	SCONJ	'
une	DET	un
infidélité.-oui	PUNCT	infidélité.-oui
,	PUNCT	,
madame	NOUN	monsieur
,	PUNCT	,
je	PRON	je
vous	PRON	vous
avouerai	VERB	avouer
ma	DET	mon
faiblesse	NOUN	faiblesse
de	ADP	de
la	DET	le
meilleure	ADJ	meilleur
foi	NOUN	foi
du	ADP	de
monde	NOUN	monde
,	PUNCT	,
quand	SCONJ	quand
je	PRON	je
serai	AUX	être
prêt	ADJ	prêt
à	ADP	à
y	PRON	y
succomber	VERB	succomber
:	PUNCT	:
mais	CCONJ	mais
laissez	VERB	laisser
-moi	PRON	moi
du	ADP	de
moins	ADV	moins
éprouver	VERB	éprouver
mes	DET	mon
forces	NOUN	force
;	PUNCT	;
je	PRON	je
sens	VERB	sentir
qu	SCONJ	qu
'	SCONJ	'
elles	PRON	lui
iront	VERB	aller
encore	ADV	encore
loin	ADV	loin
,	PUNCT	,
et	CCONJ	et
j	PRON	j
'	PRON	'
espère	VERB	espérer
que	SCONJ	que
l	DET	l
'	DET	'
amour	NOUN	amour
m	PRON	m
'	PRON	'
en	PRON	en
donnera	VERB	donner
de	DET	de
nouvelles	ADJ	nouveau
.	PUNCT	.
La	DET	le
prude	NOUN	prude
était	AUX	être
furieuse	ADJ	furieux
;	PUNCT	;
mais	CCONJ	mais
,	PUNCT	,
sans	ADP	sans
se	PRON	se
démentir	VERB	démentir
,	PUNCT	,
elle	PRON	lui
ne	ADV	ne
pouvait	VERB	pouvoir
se	PRON	se
plaindre	VERB	plaindre
:	PUNCT	:
elle	PRON	lui
se	PRON	se
contraignit	VERB	contraindre
encore	ADV	encore
,	PUNCT	,
dans	ADP	dans
l	DET	l
'	DET	'
espoir	NOUN	espoir
qu	SCONJ	qu
'	SCONJ	'
à	ADP	à
une	DET	un
nouvelle	ADJ	nouveau
épreuve	NOUN	épreuve
Alcibiade	PROPN	Alcibiade
succomberait	VERB	succomber
.	PUNCT	.
Il	PRON	il
reçut	VERB	recevoir
le	DET	le
lendemain	NOUN	lendemain
,	PUNCT	,
à	ADP	à
son	DET	son
réveil	NOUN	réveil
,	PUNCT	,
un	DET	un
billet	NOUN	billet
conçu	VERB	concevoir
en	ADP	en
ces	DET	ce
termes	NOUN	terme
:	PUNCT	:
"	PUNCT	"
j	PRON	j
'	PRON	'
ai	AUX	avoir
passé	VERB	passer
la	DET	le
plus	ADV	plus
cruelle	ADJ	cruel
nuit	NOUN	nuit
;	PUNCT	;
venez	VERB	venir
me	PRON	me
voir	VERB	voir
.	PUNCT	.
Je	PRON	je
ne	ADV	ne
puis	CCONJ	puis
vivre	VERB	vivre
sans	ADP	sans
vous	PRON	vous
.	PUNCT	.
"	PUNCT	"
il	PRON	il
arrive	VERB	arrive
chez	ADP	chez
la	DET	le
prude	PROPN	prude
.	PUNCT	.
Les	DET	le
rideaux	NOUN	rideau
des	ADP	de
fenêtres	NOUN	fenêtre
n	ADV	n
'	ADV	'
étaient	AUX	être
qu	ADV	qu
'	PUNCT	'
entre	ADP	entre
'	PUNCT	'
ouverts	ADJ	ouvert
;	PUNCT	;
un	DET	un
jour	NOUN	jour
tendre	ADJ	tendre
se	PRON	se
glissait	VERB	glisser
dans	ADP	dans
l	DET	l
'	DET	'
appartement	NOUN	appartement
à	ADP	à
travers	NOUN	travers
des	DET	un
ondes	NOUN	onde
de	ADP	de
pourpre	NOUN	pourpre
.	PUNCT	.
La	DET	le
prude	NOUN	prude
était	AUX	être
encore	ADV	encore
dans	ADP	dans
un	DET	un
lit	NOUN	lit
parsemé	VERB	parsemer
de	ADP	de
roses	NOUN	rose
.	PUNCT	.
Venez	VERB	venir
,	PUNCT	,
lui	PRON	lui
dit	VERB	dire
-elle	PRON	lui
d	ADP	d
'	ADP	'
une	DET	un
voix	NOUN	voix
plaintive	ADJ	plaintif
,	PUNCT	,
venez	VERB	venir
calmer	VERB	calmer
mes	DET	mon
inquiétudes	NOUN	inquiétude
.	PUNCT	.
Un	DET	un
songe	NOUN	songe
affreux	ADJ	affreux
m	PRON	m
'	PRON	'
a	AUX	avoir
tourmentée	VERB	tourmenter
cette	DET	ce
nuit	NOUN	nuit
!	PUNCT	!
J	PRON	j
'	PRON	'
ai	AUX	avoir
cru	VERB	croire
vous	PRON	vous
voir	VERB	voir
aux	ADP	à
genoux	NOUN	genou
d	ADP	d
'	ADP	'
une	DET	un
rivale	NOUN	rival
.	PUNCT	.
Ah	INTJ	Ah
!	PUNCT	!
J	PRON	j
'	PRON	'
en	PRON	en
frémis	VERB	frémir
encore	ADV	encore
.	PUNCT	.
Je	PRON	je
vous	PRON	vous
l	PRON	l
'	PRON	'
ai	AUX	avoir
dit	VERB	dire
,	PUNCT	,
Alcibiade	PROPN	Alcibiade
,	PUNCT	,
je	PRON	je
ne	ADV	ne
puis	VERB	pouvoir
vivre	VERB	vivre
dans	ADP	dans
la	DET	le
crainte	NOUN	crainte
que	SCONJ	que
vous	PRON	vous
ne	ADV	ne
soyez	AUX	être
infidèle	ADJ	infidèle
:	PUNCT	:
mon	DET	mon
malheur	NOUN	malheur
serait	AUX	être
d	ADP	d
'	ADP	'
autant	ADV	autant
plus	ADV	plus
sensible	ADJ	sensible
,	PUNCT	,
que	SCONJ	que
j	PRON	j
'	PRON	'
en	PRON	en
serais	AUX	être
moi	ADV	moi
-	ADV	-
même	ADV	même
la	DET	le
cause	NOUN	cause
:	PUNCT	:
et	CCONJ	et
je	PRON	je
veux	VERB	vouloir
du	ADP	de
moins	ADV	moins
n	ADV	n
'	ADP	'
avoir	VERB	avoir
rien	PRON	rien
à	ADP	à
me	PRON	me
reprocher	VERB	reprocher
.	PUNCT	.
Vous	PRON	vous
avez	AUX	avoir
beau	ADJ	beau
me	PRON	me
promettre	VERB	promettre
de	ADP	de
vous	PRON	vous
vaincre	VERB	vaincre
,	PUNCT	,
vous	PRON	vous
êtes	AUX	être
trop	ADV	trop
jeune	ADJ	jeune
pour	ADP	pour
le	DET	le
pouvoir	NOUN	pouvoir
long	ADV	long
-	ADV	-
temps	ADV	temps
.	PUNCT	.
Ne	ADV	ne
vous	PRON	vous
connais	VERB	connaître
-je	PRON	je
pas	ADV	pas
?	PUNCT	?
Je	PRON	je
sens	VERB	sentir
que	SCONJ	que
j	PRON	j
'	PRON	'
ai	AUX	avoir
trop	ADV	trop
exigé	VERB	exiger
de	ADP	de
vous	PRON	vous
,	PUNCT	,
je	PRON	je
sens	VERB	sentir
qu	SCONJ	qu
'	SCONJ	'
il	PRON	il
y	PRON	y
a	VERB	avoir
de	ADP	de
l	DET	l
'	DET	'
imprudence	NOUN	imprudence
et	CCONJ	et
de	ADP	de
la	DET	le
cruauté	NOUN	cruauté
à	ADP	à
vous	PRON	vous
imposer	VERB	imposer
une	DET	un
loi	NOUN	loi
sidure	ADJ	sidur
.	PUNCT	.
Comme	SCONJ	comme
elle	PRON	lui
parlait	VERB	parler
ainsi	ADV	ainsi
de	ADP	de
l	DET	l
'	DET	'
air	NOUN	air
du	ADP	de
monde	NOUN	monde
le	DET	le
plus	ADV	plus
touchant	ADJ	touchant
,	PUNCT	,
Alcibiade	PROPN	Alcibiade
se	PRON	se
jette	VERB	jeter
à	ADP	à
ses	DET	son
pieds	NOUN	pied
.	PUNCT	.
Je	PRON	je
suis	AUX	être
bien	ADV	bien
malheureux	ADJ	malheureux
,	PUNCT	,
lui	PRON	lui
dit	VERB	dire
-il	PRON	il
,	PUNCT	,
madame	NOUN	monsieur
,	PUNCT	,
si	SCONJ	si
vous	PRON	vous
ne	ADV	ne
m	PRON	m
'	PRON	'
estimez	VERB	estimer
pas	ADV	pas
assez	ADV	assez
pour	ADP	pour
me	PRON	me
croire	VERB	croire
capable	ADJ	capable
de	ADP	de
m	PRON	m
'	PRON	'
attacher	VERB	attacher
à	ADP	à
vous	PRON	vous
par	ADP	par
les	DET	le
seuls	ADJ	seul
liens	NOUN	lien
du	ADP	de
sentiment	NOUN	sentiment
!	PUNCT	!
Après	ADP	après
tout	ADV	tout
,	PUNCT	,
de	ADP	de
quoi	PRON	quoi
me	PRON	me
suis	AUX	être
-je	PRON	je
privé	VERB	priver
?	PUNCT	?
De	ADP	de
ce	PRON	ce
qui	PRON	qui
déshonore	VERB	déshonore
l	DET	l
'	DET	'
amour	NOUN	amour
.	PUNCT	.
Je	PRON	je
rougis	VERB	rougir
de	ADP	de
voir	VERB	voir
que	SCONJ	que
vous	PRON	vous
comptiez	VERB	compter
ce	DET	ce
sacrifice	NOUN	sacrifice
pour	ADP	pour
quelque	DET	quelque
chose	NOUN	chose
:	PUNCT	:
mais	CCONJ	mais
fût	AUX	être
-il	PRON	il
aussi	ADV	aussi
grand	ADJ	grand
que	SCONJ	que
vous	PRON	vous
vous	PRON	vous
l	PRON	l
'	PRON	'
imaginez	VERB	imaginer
,	PUNCT	,
je	PRON	je
n	ADV	n
'	ADV	'
en	PRON	en
aurai	VERB	avoir
que	ADV	que
plus	ADV	plus
de	ADP	de
gloire	NOUN	gloire
.	PUNCT	.
Non	ADV	non
,	PUNCT	,
mon	DET	mon
cher	ADJ	cher
Alcibiade	PROPN	Alcibiade
,	PUNCT	,
lui	PRON	lui
dit	VERB	dire
la	DET	le
prude	NOUN	prude
en	ADP	en
lui	PRON	lui
tendant	VERB	tendre
la	DET	le
main	NOUN	main
,	PUNCT	,
je	PRON	je
ne	ADV	ne
veux	VERB	vouloir
point	ADV	point
d	ADP	d
'	ADP	'
un	DET	un
sacrifice	NOUN	sacrifice
qui	PRON	qui
te	PRON	te
coûte	VERB	coûte
;	PUNCT	;
je	PRON	je
suis	AUX	être
trop	ADV	trop
sûre	ADJ	sûr
et	CCONJ	et
trop	ADV	trop
flattée	VERB	flatter
de	ADP	de
l	DET	l
'	DET	'
amour	NOUN	amour
pur	ADJ	pur
et	CCONJ	et
délicat	ADJ	délicat
que	PRON	que
tu	PRON	tu
m	PRON	m
'	PRON	'
as	AUX	avoir
si	ADV	si
bien	ADV	bien
témoigné	VERB	témoigner
.	PUNCT	.
Sois	VERB	être
heureux	ADJ	heureux
,	PUNCT	,
j	PRON	j
'	PRON	'
y	PRON	y
consens	VERB	consentir
.	PUNCT	.
Je	PRON	je
le	PRON	le
suis	AUX	être
,	PUNCT	,
madame	NOUN	monsieur
,	PUNCT	,
s	PRON	s
'	PRON	'
écria	VERB	écrier
-t	PRON	-t
-il	PRON	il
,	PUNCT	,
du	ADP	de
bonheur	NOUN	bonheur
de	ADP	de
vivre	VERB	vivre
pour	ADP	pour
vous	PRON	vous
:	PUNCT	:
cessez	VERB	cesser
de	ADP	de
me	PRON	me
soupçonner	VERB	soupçonner
et	CCONJ	et
de	ADP	de
me	PRON	me
plaindre	VERB	plaindre
;	PUNCT	;
vous	PRON	vous
voyez	VERB	voir
l	DET	l
'	DET	'
amant	NOUN	amant
le	DET	le
plus	ADV	plus
fidèle	ADJ	fidèle
,	PUNCT	,
le	DET	le
plus	ADV	plus
tendre	ADJ	tendre
,	PUNCT	,
le	DET	le
plus	ADV	plus
respectueux	ADJ	respectueux
.	PUNCT	.
Et	CCONJ	et
le	DET	le
plus	ADV	plus
sot	ADJ	sot
,	PUNCT	,
interrompit	VERB	interrompre
-elle	PRON	lui
en	ADP	en
tirant	VERB	tirer
brusquement	ADV	brusquement
ses	DET	son
rideaux	NOUN	rideau
;	PUNCT	;
et	CCONJ	et
elle	PRON	lui
appela	VERB	appeler
ses	DET	son
esclaves	NOUN	esclave
.	PUNCT	.
Alcibiade	PROPN	Alcibiade
sortit	VERB	sortir
furieux	ADJ	furieux
de	ADP	de
n	ADV	n
'	ADV	'
avoir	AUX	avoir
été	AUX	être
aimé	VERB	aimer
que	ADV	que
comme	ADP	comme
un	DET	un
autre	ADJ	autre
,	PUNCT	,
et	CCONJ	et
bien	ADV	bien
résolu	VERB	résoudre
de	ADP	de
ne	ADV	ne
plus	ADV	plus
revoir	VERB	revoir
une	DET	un
femme	NOUN	femme
qui	PRON	qui
ne	ADV	ne
l	PRON	l
'	PRON	'
avait	AUX	avoir
pris	VERB	prendre
que	ADV	que
pour	ADP	pour
son	DET	son
plaisir	NOUN	plaisir
.	PUNCT	.
Ce	PRON	ce
n	ADV	n
'	ADV	'
est	AUX	être
pas	ADV	pas
ainsi	ADV	ainsi
,	PUNCT	,
dit	VERB	dire
-il	PRON	il
,	PUNCT	,
qu	PRON	que
'	SCONJ	'
on	PRON	on
aime	VERB	aime
dans	ADP	dans
l	DET	l
'	DET	'
âge	NOUN	âge
de	ADP	de
l	DET	l
'	DET	'
innocence	NOUN	innocence
;	PUNCT	;
et	CCONJ	et
,	PUNCT	,
si	SCONJ	si
la	DET	le
jeune	ADJ	jeune
