 	SPACE	 
ciel	NOUN	ciel
m	PRON	m
'	PRON	'
en	PRON	en
préserve	VERB	préserve
!	PUNCT	!
S	PRON	s
'	PRON	'
écria	VERB	écrier
le	DET	le
marquis	NOUN	marquis
de	ADP	de
Barjolac	PROPN	Barjolac
:	PUNCT	:
cela	PRON	cela
peut	VERB	pouvoir
convenir	VERB	convenir
à	ADP	à
quelque	DET	quelque
gentillâtre	NOUN	gentillâtre
de	ADP	de
Basse-Bretagne	PROPN	Basse-Bretagne
ou	CCONJ	ou
du	ADP	de
Bas-Poitou	PROPN	Bas-Poitou
;	PUNCT	;
mais	CCONJ	mais
à	ADP	à
un	DET	un
homme	NOUN	homme
de	ADP	de
ma	DET	mon
condition	NOUN	condition
!	PUNCT	!
Si	SCONJ	si
;	PUNCT	;
il	PRON	il
n	ADV	n
'	ADV	'
y	PRON	y
a	VERB	avoir
rien	PRON	rien
de	ADP	de
plus	ADV	plus
roturier	ADJ	roturier
que	SCONJ	que
de	ADP	de
se	PRON	se
battre	VERB	battre
.	PUNCT	.
D	ADP	d
'	ADP	'
ailleurs	ADV	ailleurs
le	DET	le
duc	NOUN	duc
est	AUX	être
un	DET	un
spadassin	NOUN	spadassin
à	ADP	à
culbuter	VERB	culbuter
son	DET	son
ennemi	NOUN	ennemi
du	ADP	de
premier	ADJ	premier
coup	NOUN	coup
de	ADP	de
lame	NOUN	lame
,	PUNCT	,
et	CCONJ	et
à	ADP	à
ne	ADV	ne
faire	VERB	faire
aucun	DET	aucun
scrupule	NOUN	scrupule
d	ADP	d
'	ADP	'
ôter	VERB	ôter
la	DET	le
vie	NOUN	vie
au	ADP	au
dernier	ADJ	dernier
rejeton	NOUN	rejeton
de	ADP	de
l	DET	l
'	DET	'
illustre	ADJ	illustre
race	NOUN	race
des	ADP	de
Barjolac	PROPN	Barjolac
,	PUNCT	,
dont	PRON	dont
les	DET	le
ancêtres	NOUN	ancêtre
,	PUNCT	,
tant	ADV	tant
mâles	ADJ	mâle
que	SCONJ	que
femelles	NOUN	femelle
,	PUNCT	,
ont	AUX	avoir
rendu	VERB	rendre
de	DET	de
si	ADV	si
important	ADJ	important
services	NOUN	service
à	ADP	à
nos	DET	notre
souverains	NOUN	souverain
.	PUNCT	.
Au	ADP	au
reste	NOUN	reste
,	PUNCT	,
il	PRON	il
est	AUX	être
l	DET	l
'	DET	'
offenseur	NOUN	offenseur
,	PUNCT	,
je	PRON	je
suis	AUX	être
l	DET	l
'	DET	'
offensé	VERB	offenser
;	PUNCT	;
qui	PRON	qui
de	ADP	de
nous	PRON	nous
deux	PRON	deux
doit	VERB	devoir
être	AUX	être
puni	VERB	punir
?	PUNCT	?
-cesraisons	VERB	-cesraiser
-là	PRON	-là
sont	AUX	être
admirables	ADJ	admirable
,	PUNCT	,
reprit	VERB	reprendre
le	DET	le
compère	NOUN	compère
;	PUNCT	;
mais	CCONJ	mais
comment	ADV	comment
voulez	VERB	vouloir
-vous	PRON	vous
que	SCONJ	que
je	PRON	je
fasse	VERB	faire
une	DET	un
satyre	NOUN	satyre
contre	ADP	contre
le	DET	le
duc	NOUN	duc
de	ADP	de
Bracastron	PROPN	Bracastron
?	PUNCT	?
Je	PRON	je
ne	ADV	ne
lui	PRON	lui
connais	VERB	connaître
d	DET	d
'	DET	'
autre	ADJ	autre
défaut	NOUN	défaut
que	SCONJ	que
celui	PRON	celui
d	ADP	d
'	ADP	'
être	AUX	être
votre	DET	votre
ennemi	NOUN	ennemi
.	PUNCT	.
-ma	DET	-ma
vengeance	NOUN	vengeance
et	CCONJ	et
mon	DET	mon
courroux	NOUN	courroux
t	PRON	t
'	PRON	'
inspireront	VERB	inspirer
,	PUNCT	,
repartit	VERB	repartir
le	DET	le
courageux	ADJ	courageux
marquis	NOUN	marquis
;	PUNCT	;
j	PRON	j
'	PRON	'
irai	VERB	aller
te	PRON	te
voir	VERB	voir
:	PUNCT	:
en	ADP	en
attendant	VERB	attendre
,	PUNCT	,
pense	VERB	pense
,	PUNCT	,
rêve	VERB	rêve
,	PUNCT	,
imagine	VERB	imagine
,	PUNCT	,
use	VERB	use
du	ADP	de
privilège	NOUN	privilège
de	ADP	de
la	DET	le
poésie	NOUN	poésie
,	PUNCT	,
aies	VERB	avoir
recours	NOUN	recours
à	ADP	à
la	DET	le
fiction	NOUN	fiction
.	PUNCT	.
Tiens	ADV	tiens
,	PUNCT	,
voilà	VERB	voilà
dix	NUM	dix
louis	NOUN	louis
à	ADP	à
compte	NOUN	compte
de	ADP	de
la	DET	le
somme	NOUN	somme
que	PRON	que
je	PRON	je
te	PRON	te
destine	VERB	destine
,	PUNCT	,
si	SCONJ	si
tu	PRON	tu
réussis	VERB	réussir
à	ADP	à
mon	DET	mon
gré	NOUN	gré
:	PUNCT	:
juges	NOUN	juge
de	ADP	de
ma	DET	mon
générosité	NOUN	générosité
par	ADP	par
mon	DET	mon
ressentiment	NOUN	ressentiment
.	PUNCT	.
Adieu	NOUN	adieu
.	PUNCT	.
Le	DET	le
compère	NOUN	compère
Mathieu	PROPN	Mathieu
étant	AUX	être
revenu	VERB	revenir
au	ADP	au
logis	NOUN	logis
,	PUNCT	,
se	PRON	se
mit	VERB	mettre
à	ADP	à
écrire	VERB	écrire
,	PUNCT	,
écrivit	VERB	écrire
le	DET	le
reste	NOUN	reste
de	ADP	de
la	DET	le
journée	NOUN	journée
,	PUNCT	,
écrivit	VERB	écrire
toute	ADJ	tout
la	DET	le
nuit	NOUN	nuit
,	PUNCT	,
écrivit	VERB	écrire
une	DET	un
partie	NOUN	partie
de	ADP	de
la	DET	le
matinée	NOUN	matinée
du	ADP	de
lendemain	NOUN	lendemain
,	PUNCT	,
et	CCONJ	et
venait	VERB	venir
enfin	ADV	enfin
d	ADP	d
'	ADP	'
écrire	VERB	écrire
la	DET	le
satyre	NOUN	satyre
,	PUNCT	,
lorsque	SCONJ	lorsque
que	SCONJ	que
le	DET	le
marquis	NOUN	marquis
de	ADP	de
Barjolac	PROPN	Barjolac
arriva	VERB	arriver
.	PUNCT	.
-quoi	PRON	-quoi
,	PUNCT	,
s	PRON	s
'	PRON	'
écria	VERB	écrier
-t	PRON	-t
-il	PRON	il
en	ADP	en
entrant	VERB	entrer
,	PUNCT	,
le	DET	le
libelle	NOUN	libelle
déjà	ADV	déjà
fini	VERB	finir
!	PUNCT	!
Donne	VERB	donne
vite	ADV	vite
,	PUNCT	,
mon	DET	mon
cher	ADJ	cher
,	PUNCT	,
que	SCONJ	que
je	PRON	je
le	PRON	le
lise	VERB	lire
...	PUNCT	...
tout	DET	tout
part	VERB	partir
de	ADP	de
source	NOUN	source
!	PUNCT	!
Je	PRON	je
n	ADV	n
'	ADV	'
aurais	AUX	avoir
pu	VERB	pouvoir
mieux	ADV	mieux
t	PRON	t
'	PRON	'
inspirer	VERB	inspirer
!	PUNCT	!
Sans	ADP	sans
doute	NOUN	doute
que	SCONJ	que
le	DET	le
duc	NOUN	duc
t	PRON	t
'	PRON	'
a	AUX	avoir
fait	VERB	faire
aussi	ADV	aussi
quelque	DET	quelque
outrage	NOUN	outrage
,	PUNCT	,
car	CCONJ	car
il	PRON	il
n	ADV	n
'	ADV	'
y	PRON	y
a	VERB	avoir
que	ADV	que
la	DET	le
rage	NOUN	rage
et	CCONJ	et
la	DET	le
vengeance	NOUN	vengeance
qui	PRON	qui
puissent	VERB	pouvoir
t	PRON	t
'	PRON	'
avoir	AUX	avoir
dicté	VERB	dicter
cet	DET	ce
abominable	ADJ	abominable
libelle	NOUN	libelle
?	PUNCT	?
-point	NOUN	-point
du	ADP	de
tout	ADV	tout
,	PUNCT	,
monseigneur	NOUN	monseigneur
,	PUNCT	,
répondit	VERB	répondre
le	DET	le
compère	NOUN	compère
:	PUNCT	:
le	DET	le
désir	NOUN	désir
de	ADP	de
vous	PRON	vous
servir	VERB	servir
,	PUNCT	,
certaine	ADJ	certain
inclination	NOUN	inclination
que	PRON	que
la	DET	le
nature	NOUN	nature
m	PRON	m
'	PRON	'
a	AUX	avoir
donnée	VERB	donner
à	ADP	à
cette	DET	ce
sorte	NOUN	sorte
d	ADP	d
'	ADP	'
ouvrage	NOUN	ouvrage
et	CCONJ	et
les	DET	le
dix	NUM	dix
louis	NOUN	louis
que	PRON	que
j	PRON	j
'	PRON	'
ai	AUX	avoir
reçus	VERB	recevoir
hier	ADV	hier
de	ADP	de
votre	DET	votre
main	NOUN	main
généreuse	ADJ	généreux
,	PUNCT	,
furent	AUX	être
mon	DET	mon
apollon	NOUN	apollon
,	PUNCT	,
et	CCONJ	et
le	PRON	le
seront	AUX	être
toutes	ADJ	tout
les	DET	le
fois	NOUN	fois
qu	PRON	que
'	SCONJ	'
il	PRON	il
plaira	VERB	plaire
à	ADP	à
votre	DET	votre
grandeur	NOUN	grandeur
de	ADP	de
se	PRON	se
servir	VERB	servir
de	ADP	de
moi	PRON	moi
pour	ADP	pour
tirer	VERB	tirer
une	DET	un
vengeance	NOUN	vengeance
glorieuse	ADJ	glorieux
et	CCONJ	et
complète	ADJ	complet
de	ADP	de
ses	DET	son
ennemis	NOUN	ennemi
.	PUNCT	.
-le	DET	-le
marquis	NOUN	marquis
enchanté	VERB	enchanter
,	PUNCT	,
donna	VERB	donner
trente	NUM	trente
autre	ADJ	autre
louis	NOUN	louis
au	ADP	au
poète	NOUN	poète
et	CCONJ	et
emporta	VERB	emporter
le	DET	le
libelle	NOUN	libelle
,	PUNCT	,
qui	PRON	qui
se	PRON	se
multiplia	VERB	multiplier
tellement	ADV	tellement
,	PUNCT	,
qu	SCONJ	qu
'	SCONJ	'
en	ADP	en
moins	ADV	moins
de	ADP	de
vingt-quatre	NUM	vingt-quatre
heures	NOUN	heure
tous	ADJ	tout
les	DET	le
cercles	NOUN	cercle
de	ADP	de
Paris	PROPN	Paris
en	PRON	en
furent	AUX	être
inondés	VERB	inonder
;	PUNCT	;
en	ADP	en
moins	ADV	moins
de	ADP	de
trente-six	NUM	trente-six
heures	NOUN	heure
il	PRON	il
fut	AUX	être
imprimé	VERB	imprimer
avec	ADP	avec
des	DET	un
notes	NOUN	note
et	CCONJ	et
des	DET	un
augmentations	NOUN	augmentation
,	PUNCT	,
et	CCONJ	et
en	ADP	en
moins	ADV	moins
de	ADP	de
trois	NUM	trois
jours	NOUN	jour
,	PUNCT	,
le	DET	le
duc	NOUN	duc
de	ADP	de
Bracastron	PROPN	Bracastron
était	AUX	être
devenu	VERB	devenir
d	ADP	d
'	ADP	'
un	DET	un
ridicule	NOUN	ridicule
si	ADV	si
étrange	ADJ	étrange
aux	ADP	à
yeux	NOUN	oeil
des	ADP	de
trois	NUM	trois
quarts	NOUN	quart
de	ADP	de
ce	PRON	ce
qu	PRON	que
'	PRON	'
on	PRON	on
appelle	VERB	appeler
le	DET	le
grand	ADJ	grand
monde	NOUN	monde
,	PUNCT	,
qu	SCONJ	qu
'	SCONJ	'
il	PRON	il
se	PRON	se
serait	AUX	être
caché	VERB	cacher
pour	ADP	pour
dix	NUM	dix
ans	NOUN	an
,	PUNCT	,
s	SCONJ	s
'	SCONJ	'
il	PRON	il
eût	AUX	avoir
eu	VERB	avoir
le	DET	le
cœur	NOUN	cœur
aussi	ADV	aussi
bien	ADV	bien
placé	VERB	placer
que	SCONJ	que
son	DET	son
illustre	ADJ	illustre
ennemi	NOUN	ennemi
.	PUNCT	.
-eh	PROPN	-eh
bien	ADV	bien
!	PUNCT	!
Seigneur	NOUN	seigneur
Diégo	PROPN	Diégo
,	PUNCT	,
dis	VERB	dire
-je	PRON	je
à	ADP	à
l	DET	l
'	DET	'
espagnol	NOUN	espagnol
,	PUNCT	,
après	ADP	après
cette	DET	ce
aventure	NOUN	aventure
,	PUNCT	,
vous	PRON	vous
semble	VERB	semble
-t	PRON	-t
-il	PRON	il
que	SCONJ	que
saint	NOUN	saint
Dominique	PROPN	Dominique
eût	AUX	avoir
rempli	VERB	remplir
si	ADV	si
abondamment	ADV	abondamment
notre	DET	notre
attente	NOUN	attente
,	PUNCT	,
et	CCONJ	et
en	ADP	en
si	ADV	si
peude	ADV	peude
temps	NOUN	temps
que	SCONJ	que
le	DET	le
marquis	NOUN	marquis
de	ADP	de
Barjolac	PROPN	Barjolac
?	PUNCT	?
-	PUNCT	-
qui	PRON	qui
vous	PRON	vous
a	AUX	avoir
dit	VERB	dire
,	PUNCT	,
répondit	VERB	répondre
-il	PRON	il
,	PUNCT	,
que	SCONJ	que
le	DET	le
bon	ADJ	bon
saint	NOUN	saint
n	ADV	n
'	ADV	'
y	PRON	y
a	AUX	avoir
point	ADV	point
contribué	VERB	contribuer
en	ADP	en
faveur	NOUN	faveur
de	ADP	de
la	DET	le
pieuse	ADJ	pieux
intention	NOUN	intention
que	PRON	que
j	PRON	j
'	PRON	'
avais	AUX	avoir
eue	VERB	avoir
de	ADP	de
nous	PRON	nous
adresser	VERB	adresser
à	ADP	à
lui	PRON	lui
?	PUNCT	?
J	PRON	j
'	PRON	'
en	PRON	en
suis	AUX	être
tellement	ADV	tellement
convaincu	VERB	convaincre
,	PUNCT	,
qu	SCONJ	qu
'	SCONJ	'
en	ADP	en
reconnaissance	NOUN	reconnaissance
d	ADP	d
'	ADP	'
un	DET	un
tel	ADJ	tel
bienfait	NOUN	bienfait
,	PUNCT	,
je	PRON	je
vais	VERB	aller
de	ADP	de
ce	DET	ce
pas	ADV	pas
faire	AUX	faire
allumer	VERB	allumer
un	DET	un
cierge	NOUN	cierge
de	ADP	de
deux	NUM	deux
livres	NOUN	livre
devant	ADP	devant
son	DET	son
image	NOUN	image
.	PUNCT	.
-en	PUNCT	-en
finissant	VERB	finir
ces	DET	ce
mots	NOUN	mot
,	PUNCT	,
il	PRON	il
partit	VERB	partir
,	PUNCT	,
et	CCONJ	et
ne	ADV	ne
revint	VERB	revenir
qu	ADV	qu
'	PUNCT	'
après	ADP	après
avoir	AUX	avoir
exécuté	VERB	exécuter
sa	DET	son
promesse	NOUN	promesse
.	PUNCT	.

	SPACE	

CHAPITRE	NOUN	chapitre
5	NUM	5
Continuation	NOUN	continuation
de	ADP	de
notre	DET	notre
séjour	NOUN	séjour
à	ADP	à
Paris	PROPN	Paris
.	PUNCT	.
-vision	NOUN	-vision
de	ADP	de
Diégo	PROPN	Diégo
.	PUNCT	.
J	PRON	j
'	PRON	'
ai	AUX	avoir
dit	VERB	dire
que	SCONJ	que
nous	PRON	nous
étions	AUX	être
logés	VERB	loger
au	ADP	au
cinquième	ADJ	cinquième
étage	NOUN	étage
,	PUNCT	,
mais	CCONJ	mais
les	DET	le
quarante	NUM	quarante
louis	NOUN	louis
du	ADP	de
marquis	NOUN	marquis
de	ADP	de
Barjolac	PROPN	Barjolac
nous	PRON	nous
firent	AUX	faire
descendre	VERB	descendre
au	ADP	au
second	ADJ	second
;	PUNCT	;
et	CCONJ	et
au	ADP	au
lieu	NOUN	lieu
d	ADP	d
'	ADP	'
un	DET	un
cabinet	NOUN	cabinet
où	PRON	où
il	PRON	il
n	ADV	n
'	ADV	'
y	PRON	y
avait	VERB	avoir
qu	ADV	qu
'	ADV	'
un	DET	un
lit	NOUN	lit
,	PUNCT	,
nous	PRON	nous
louâmes	VERB	louer
deux	NUM	deux
chambres	NOUN	chambre
où	PRON	où
il	PRON	il
y	PRON	y
en	PRON	en
avait	VERB	avoir
trois	PRON	trois
.	PUNCT	.
Depuis	ADP	depuis
la	DET	le
composition	NOUN	composition
du	ADP	de
libelle	NOUN	libelle
,	PUNCT	,
l	DET	l
'	DET	'
occupation	NOUN	occupation
journalière	ADJ	journalier
du	ADP	de
compère	NOUN	compère
Mathieu	PROPN	Mathieu
était	VERB	être
de	ADP	de
travailler	VERB	travailler
pour	ADP	pour
un	DET	un
libraire	NOUN	libraire
auxgages	NOUN	auxgage
duquel	PRON	duquel
il	PRON	il
était	VERB	être
.	PUNCT	.
Quant	ADV	quant
à	ADP	à
l	DET	l
'	DET	'
espagnol	NOUN	espagnol
et	CCONJ	et
moi	PRON	moi
,	PUNCT	,
notre	DET	notre
besogne	NOUN	besogne
consistait	VERB	consister
à	ADP	à
copier	VERB	copier
divers	DET	divers
passages	NOUN	passage
dans	ADP	dans
les	DET	le
auteurs	NOUN	auteur
que	PRON	que
le	DET	le
compère	NOUN	compère
nous	PRON	nous
indiquait	VERB	indiquer
,	PUNCT	,
à	ADP	à
faire	VERB	faire
les	DET	le
commissions	NOUN	commission
,	PUNCT	,
la	DET	le
cuisine	NOUN	cuisine
et	CCONJ	et
le	DET	le
tracas	NOUN	tracas
du	ADP	de
ménage	NOUN	ménage
.	PUNCT	.
Un	DET	un
soir	NOUN	soir
que	SCONJ	que
l	DET	l
'	DET	'
espagnol	NOUN	espagnol
était	AUX	être
sorti	VERB	sortir
pour	ADP	pour
chercher	VERB	chercher
quelque	DET	quelque
assaisonnement	NOUN	assaisonnement
qui	PRON	qui
manquait	VERB	manquer
à	ADP	à
une	DET	un
tête	NOUN	tête
de	ADP	de
mouton	NOUN	mouton
que	PRON	que
nous	PRON	nous
avions	VERB	avoir
pour	ADP	pour
souper	VERB	souper
,	PUNCT	,
il	PRON	il
rentra	VERB	rentrer
en	ADP	en
poussant	VERB	pousser
des	DET	un
hurlement	NOUN	hurlement
épouvantables	ADJ	épouvantable
.	PUNCT	.
-sainte	ADJ	-saint
Marie	PROPN	Marie
alacoque	NOUN	alacoque
!	PUNCT	!
S	PRON	s
'	PRON	'
écria	VERB	écrier
-t	PRON	-t
-il	PRON	il
,	PUNCT	,
en	ADP	en
se	PRON	se
jetant	VERB	jeter
sur	ADP	sur
le	DET	le
plancher	NOUN	plancher
de	ADP	de
la	DET	le
chambre	NOUN	chambre
,	PUNCT	,
je	PRON	je
suis	AUX	être
mort	VERB	mourir
...	PUNCT	...
confession	NOUN	confession
!	PUNCT	!
Je	PRON	je
n	ADV	n
'	ADV	'
en	PRON	en
puis	VERB	pouvoir
plus	ADV	plus
...	PUNCT	...
j	PRON	j
'	PRON	'
ai	AUX	avoir
vu	VERB	voir
...	PUNCT	...
ah	INTJ	ah
!	PUNCT	!
Mes	DET	mon
compagnons	NOUN	compagnon
!	PUNCT	!
J	PRON	j
'	PRON	'
ai	AUX	avoir
vu	VERB	voir
...	PUNCT	...
-que	PUNCT	-que
diable	PROPN	diable
as	AUX	avoir
-	PRON	-
tu	PRON	tu
vu	VERB	voir
?	PUNCT	?
Dit	VERB	dire
le	DET	le
compère	NOUN	compère
.	PUNCT	.
-ah	INTJ	-ah
!	PUNCT	!
Continua	VERB	continuer
Diégo	PROPN	Diégo
,	PUNCT	,
je	PRON	je
viens	VERB	venir
d	ADP	d
'	ADP	'
avoir	VERB	avoir
une	DET	un
vision	NOUN	vision
qui	PRON	qui
n	ADV	n
'	ADV	'
a	VERB	avoir
pas	ADV	pas
sa	DET	son
pareille	NOUN	pareille
dans	ADP	dans
Ezéchiel	PROPN	Ezéchiel
,	PUNCT	,
ni	CCONJ	ni
dans	ADP	dans
l	DET	l
'	DET	'
apocalypse	NOUN	apocalypse
,	PUNCT	,
ni	CCONJ	ni
dans	ADP	dans
les	DET	le
révélations	NOUN	révélation
de	ADP	de
sainte	ADJ	saint
Brigitte	PROPN	Brigitte
!	PUNCT	!
...	PUNCT	...
j	PRON	j
'	PRON	'
ai	AUX	avoir
vu	VERB	voir
un	DET	un
loup	NOUN	loup
-	NOUN	-
garou	NOUN	garou
...	PUNCT	...
il	PRON	il
avait	VERB	avoir
la	DET	le
tête	NOUN	tête
d	ADP	d
'	ADP	'
un	DET	un
ermite	NOUN	ermite
,	PUNCT	,
le	DET	le
corps	NOUN	corps
d	ADP	d
'	ADP	'
un	DET	un
sanglier	NOUN	sanglier
,	PUNCT	,
les	DET	le
jambes	NOUN	jambe
d	ADP	d
'	ADP	'
un	DET	un
loup	NOUN	loup
et	CCONJ	et
la	DET	le
queue	NOUN	queue
d	ADP	d
'	ADP	'
un	DET	un
chat	NOUN	chat
;	PUNCT	;
il	PRON	il
lui	PRON	lui
sortait	VERB	sortir
du	ADP	de
nombril	NOUN	nombril
la	DET	le
moitié	NOUN	moitié
d	ADP	d
'	ADP	'
un	DET	un
tablier	NOUN	tablier
de	ADP	de
femme	NOUN	femme
,	PUNCT	,
à	ADP	à
ce	PRON	ce
que	PRON	que
j	PRON	j
'	PRON	'
ai	AUX	avoir
pu	VERB	pouvoir
voir	VERB	voir
par	ADP	par
les	DET	le
cordons	NOUN	cordon
...	PUNCT	...
nous	PRON	nous
sommes	AUX	être
perdus	VERB	perdre
,	PUNCT	,
mes	DET	mon
amis	NOUN	ami
!	PUNCT	!
Je	PRON	je
l	PRON	l
'	PRON	'
entends	VERB	entendre
...	PUNCT	...
le	PRON	le
voici	VERB	voici
...	PUNCT	...
je	PRON	je
le	PRON	le
vois	VERB	voir
...	PUNCT	...
miséricorde	NOUN	miséricorde
!	PUNCT	!
Saint	NOUN	saint
Tongarini	PROPN	Tongarini
,	PUNCT	,
secourez	VERB	secourir
-moi	PRON	moi
,	PUNCT	,
ou	CCONJ	ou
il	PRON	il
va	VERB	aller
m	PRON	m
'	PRON	'
avaler	VERB	avaler
comme	ADP	comme
une	DET	un
huître	NOUN	huître
.	PUNCT	.
-en	PUNCT	-en
disant	VERB	dire
ces	DET	ce
mots	NOUN	mot
,	PUNCT	,
il	PRON	il
se	PRON	se
sauva	VERB	sauver
sous	ADP	sous
un	DET	un
lit	NOUN	lit
.	PUNCT	.
Le	DET	le
loup	NOUN	loup
-	NOUN	-
garou	NOUN	garou
que	PRON	que
Diégo	PROPN	Diégo
avait	AUX	avoir
vu	VERB	voir
,	PUNCT	,
était	AUX	être
un	DET	un
vieillard	NOUN	vieillard
septuagénaire	ADJ	septuagénaire
,	PUNCT	,
avec	ADP	avec
une	DET	un
barbe	NOUN	barbe
blanche	ADJ	blanc
,	PUNCT	,
couvert	VERB	couvrir
de	ADP	de
vieux	ADJ	vieux
haillons	NOUN	haillon
,	PUNCT	,
qui	PRON	qui
remontait	VERB	remonter
l	DET	l
'	DET	'
escalier	NOUN	escalier
,	PUNCT	,
et	CCONJ	et
que	PRON	que
la	DET	le
fuite	NOUN	fuite
et	CCONJ	et
le	DET	le
tintamarre	NOUN	tintamarre
de	ADP	de
l	DET	l
'	DET	'
espagnol	NOUN	espagnol
firent	AUX	faire
entrer	VERB	entrer
dans	ADP	dans
notre	DET	notre
chambre	NOUN	chambre
pour	ADP	pour
le	PRON	le
désabuser	VERB	désabuser
de	ADP	de
la	DET	le
peur	NOUN	peur
qu	PRON	que
'	PRON	'
il	PRON	il
lui	PRON	lui
avait	AUX	avoir
causée	VERB	causer
innocemment	ADV	innocemment
.	PUNCT	.
Mes	DET	mon
enfants	NOUN	enfant
,	PUNCT	,
dit	VERB	dire
le	DET	le
vieillard	NOUN	vieillard
,	PUNCT	,
je	PRON	je
ne	ADV	ne
suis	AUX	être
point	ADV	point
tout-à-fait	ADV	tout-à-fait
si	ADV	si
affreux	ADJ	affreux
que	SCONJ	que
monsieur	NOUN	Monsieur
qui	PRON	qui
est	VERB	être
sous	ADP	sous
le	DET	le
lit	NOUN	lit
se	PRON	se
l	PRON	l
'	PRON	'
imagine	VERB	imagine
.	PUNCT	.
Si	SCONJ	si
j	PRON	j
'	PRON	'
ai	VERB	avoir
l	DET	l
'	DET	'
air	NOUN	air
un	DET	un
peu	ADV	peu
hétéroclite	ADJ	hétéroclite
,	PUNCT	,
c	PRON	c
'	PRON	'
est	VERB	être
que	SCONJ	que
l	DET	l
'	DET	'
application	NOUN	application
que	PRON	que
je	PRON	je
donne	VERB	donne
aux	ADP	à
sciences	NOUN	science
me	PRON	me
fait	AUX	faire
négliger	VERB	négliger
mes	DET	mon
accoutremens	NOUN	accoutremen
;	PUNCT	;
mais	CCONJ	mais
l	DET	l
'	DET	'
habit	NOUN	habit
ne	ADV	ne
fait	VERB	faire
pas	ADV	pas
le	DET	le
moine	NOUN	moine
.	PUNCT	.
Il	PRON	il
y	PRON	y
a	VERB	avoir
cinquante	NUM	cinquante
deux	NUM	deux
ans	NOUN	an
que	SCONJ	que
je	PRON	je
demeure	VERB	demeure
dans	ADP	dans
le	DET	le
grenier	NOUN	grenier
ci	ADV	ci
-	ADV	-
dessus	ADV	dessus
,	PUNCT	,
et	CCONJ	et
d	ADP	d
'	ADP	'
où	PRON	où
je	PRON	je
ne	ADV	ne
sors	VERB	sortir
que	ADV	que
tous	ADJ	tout
les	DET	le
lundis	NOUN	lundi
pour	ADP	pour
chercher	VERB	chercher
ma	DET	mon
provision	NOUN	provision
hebdomadaire	ADJ	hebdomadaire
.	PUNCT	.
Je	PRON	je
me	PRON	me
suis	AUX	être
renfermé	VERB	renfermer
très	ADV	très
-	ADV	-
jeune	ADJ	jeune
dans	ADP	dans
cette	DET	ce
habitation	NOUN	habitation
,	PUNCT	,
afin	ADV	afin
de	ADP	de
vaquer	VERB	vaquer
plus	ADV	plus
librement	ADV	librement
,	PUNCT	,
plus	ADV	plus
tranquillement	ADV	tranquillement
à	ADP	à
l	DET	l
'	DET	'
étude	NOUN	étude
de	ADP	de
la	DET	le
philosophie	NOUN	philosophie
.	PUNCT	.
Enfin	ADV	enfin
,	PUNCT	,
après	ADP	après
bien	ADV	bien
des	ADP	de
veilles	NOUN	veille
et	CCONJ	et
destravaux	NOUN	destravau
,	PUNCT	,
je	PRON	je
suis	AUX	être
parvenu	VERB	parvenir
à	ADP	à
finir	VERB	finir
un	DET	un
traité	NOUN	traité
de	ADP	de
la	DET	le
science	NOUN	science
universelle	ADJ	universel
,	PUNCT	,
que	PRON	que
j	PRON	j
'	PUNCT	'
espère	VERB	espérer
donner	VERB	donner
incessamment	ADV	incessamment
au	ADP	au
public	NOUN	public
.	PUNCT	.
La	DET	le
première	ADJ	premier
partie	NOUN	partie
de	ADP	de
ce	DET	ce
traité	NOUN	traité
de	ADP	de
la	DET	le
science	NOUN	science
universelle	ADJ	universel
consistera	VERB	consister
en	ADP	en
cent	DET	cent
soixante	NUM	soixante
volumes	NOUN	volume
in	ADJ	in
-	ADJ	-
folio	ADJ	folio
,	PUNCT	,
reliés	VERB	relier
en	ADP	en
maroquin	NOUN	maroquin
rouge	ADJ	rouge
,	PUNCT	,
dorés	ADJ	doré
sur	ADP	sur
tranche	NOUN	tranche
et	CCONJ	et
sur	ADP	sur
plat	NOUN	plat
,	PUNCT	,
enrichis	VERB	enrichir
d	ADP	d
'	ADP	'
un	DET	un
grand	ADJ	grand
nombre	NOUN	nombre
de	ADP	de
planches	NOUN	planche
que	PRON	que
j	PRON	j
'	PUNCT	'
aurai	VERB	avoir
soin	NOUN	soin
de	ADP	de
ne	ADV	ne
faire	AUX	faire
graver	VERB	graver
que	ADV	que
médiocrement	ADV	médiocrement
bien	ADV	bien
,	PUNCT	,
pour	ADP	pour
éviter	VERB	éviter
la	DET	le
dépense	NOUN	dépense
et	CCONJ	et
me	PRON	me
retirer	VERB	retirer
un	DET	un
peu	NOUN	peu
de	ADP	de
mes	DET	mon
autres	ADJ	autre
frais	NOUN	frais
.	PUNCT	.
Voici	VERB	voici
le	DET	le
plan	NOUN	plan
de	ADP	de
cet	DET	ce
ouvrage	NOUN	ouvrage
:	PUNCT	:
ayant	AUX	avoir
établi	VERB	établir
de	ADP	de
quelle	DET	quel
manière	NOUN	manière
l	DET	l
'	DET	'
esprit	NOUN	esprit
humain	ADJ	humain
,	PUNCT	,
grimpant	VERB	grimper
des	DET	un
individus	NOUN	individu
aux	ADP	à
espèces	NOUN	espèce
,	PUNCT	,
des	ADP	de
espèces	NOUN	espèce
aux	ADP	à
genres	NOUN	genre
,	PUNCT	,
des	ADP	de
genres	NOUN	genre
prochains	ADJ	prochain
aux	ADP	à
causes	NOUN	cause
éloignées	ADJ	éloigné
,	PUNCT	,
