 	SPACE	 
principaux	ADJ	principal
attributs	NOUN	attribut
de	ADP	de
l'	DET	le
homme	NOUN	homme
,	PUNCT	,
que	SCONJ	que
,	PUNCT	,
sans	ADP	sans
ces	DET	ce
deux	NUM	deux
sentiments	NOUN	sentiment
,	PUNCT	,
son	DET	son
caractère	NOUN	caractère
n'	ADV	n'
existe	VERB	existe
plus	ADV	plus
,	PUNCT	,
qu'	SCONJ	que
en	ADP	en
un	DET	un
mot	NOUN	mot
,	PUNCT	,
la	DET	le
vertu	NOUN	vertu
séparée	ADJ	séparer
de	ADP	de
l'	DET	le
humanité	NOUN	humanité
n'	ADV	n'
est	AUX	être
qu'	ADV	qu'
un	DET	un
masque	NOUN	masque
adroit	ADJ	adroit
de	ADP	de
l'	DET	le
orgueil	NOUN	orgueil
,	PUNCT	,
un	DET	un
simulacre	NOUN	simulacre
imposteur	ADJ	imposteur
qui	PRON	qui
ne	ADV	ne
fait	VERB	faire
qu'	ADV	qu'
usurper	VERB	usurper
notre	DET	notre
vénération	NOUN	vénération
.	PUNCT	.
Rapportons	VERB	rapporter
-nous	PRON	nous
-en	PRON	-en
à	ADP	à
la	DET	le
nature	NOUN	nature
:	PUNCT	:
elle	PRON	lui
nous	PRON	nous
mène	VERB	mener
comme	ADP	comme
par	ADP	par
la	DET	le
main	NOUN	main
à	ADP	à
la	DET	le
bienfaisance	NOUN	bienfaisance
;	PUNCT	;
c'	PRON	ce
est	AUX	être
la	DET	le
nature	NOUN	nature
qui	PRON	qui
nous	PRON	nous
presse	VERB	presse
de	ADP	de
tenir	VERB	tenir
notre	DET	notre
sein	NOUN	sein
toujours	ADV	toujours
ouvert	ADJ	ouvert
aux	ADP	à
pleurs	NOUN	pleur
de	ADP	de
l'	DET	le
infortune	NOUN	infortune
:	PUNCT	:
et	CCONJ	et
quel	DET	quel
être	NOUN	être
plus	ADV	plus
digne	ADJ	digne
de	ADP	de
notre	DET	notre
pitié	NOUN	pitié
,	PUNCT	,
de	ADP	de
toutes	ADJ	tout
les	DET	le
consolations	NOUN	consolation
,	PUNCT	,
de	ADP	de
toutes	ADJ	tout
les	DET	le
tendresses	NOUN	tendresse
de	ADP	de
l'	DET	le
humanité	NOUN	humanité
secourable	ADJ	secourable
,	PUNCT	,
qu'	SCONJ	que
une	DET	un
malheureuse	ADJ	malheureux
créature	NOUN	créature
,	PUNCT	,
qui	PRON	qui
reconnaissant	VERB	reconnaître
ses	DET	son
erreurs	NOUN	erreur
,	PUNCT	,
revient	VERB	revenir
avec	ADP	avec
des	DET	un
larmes	NOUN	larme
à	ADP	à
cette	DET	ce
vertu	NOUN	vertu
,	PUNCT	,
le	DET	le
plus	ADV	plus
doux	ADJ	doux
sentiment	NOUN	sentiment
de	ADP	de
l'	DET	le
âme	NOUN	âme
,	PUNCT	,
et	CCONJ	et
conserve	VERB	conserve
une	DET	un
éternelle	ADJ	éternel
douleur	NOUN	douleur
de	ADP	de
s'	PRON	se
en	PRON	en
être	AUX	être
éloignée	VERB	éloigner
.	PUNCT	.
Ces	DET	ce
réflexions	NOUN	réflexion
,	PUNCT	,
qui	PRON	qui
,	PUNCT	,
au	ADP	au
premier	ADJ	premier
coup	NOUN	coup
d'	ADP	de
œil	NOUN	œil
,	PUNCT	,
paraîtront	VERB	paraître
isolées	ADJ	isolé
et	CCONJ	et
naître	VERB	naître
du	ADP	de
hasard	NOUN	hasard
,	PUNCT	,
sont	AUX	être
le	DET	le
fruit	NOUN	fruit
de	ADP	de
la	DET	le
lecture	NOUN	lecture
de	ADP	de
deux	NUM	deux
lettres	NOUN	lettre
intéressantes	ADJ	intéressant
que	PRON	que
je	PRON	je
me	PRON	me
hâte	VERB	hâter
de	ADP	de
publier	VERB	publier
.	PUNCT	.
J'	PRON	je
ai	AUX	avoir
pensé	VERB	penser
qu'	SCONJ	que
elles	PRON	lui
pourraient	VERB	pouvoir
répandre	VERB	répandre
de	DET	de
nouvelles	ADJ	nouveau
lumières	NOUN	lumière
sur	ADP	sur
ce	PRON	ce
qu'	PRON	qu'
on	PRON	on
appelle	VERB	appeler
mœurs	NOUN	mœur
,	PUNCT	,
matière	NOUN	matière
importante	ADJ	important
qui	PRON	qui
,	PUNCT	,
comme	ADP	comme
bien	ADV	bien
d'	DET	d'
autres	PRON	autre
de	ADP	de
ce	DET	ce
genre	NOUN	genre
,	PUNCT	,
reste	VERB	reste
encore	ADV	encore
à	ADP	à
discuter	VERB	discuter
.	PUNCT	.
Je	PRON	je
désirerais	VERB	désirer
,	PUNCT	,
sans	ADP	sans
le	DET	le
secours	NOUN	secours
d'	ADP	de
une	DET	un
métaphysique	NOUN	métaphysique
abstraite	ADJ	abstrait
dont	PRON	dont
les	DET	le
raisonnements	NOUN	raisonnement
froids	ADJ	froid
et	CCONJ	et
privés	ADJ	priver
de	ADP	de
vie	NOUN	vie
nous	PRON	nous
échappent	VERB	échapper
,	PUNCT	,
fixer	VERB	fixer
nos	DET	notre
idées	NOUN	idée
par	ADP	par
rapport	NOUN	rapport
à	ADP	à
la	DET	le
vertu	NOUN	vertu
,	PUNCT	,
et	CCONJ	et
au	ADP	au
rang	NOUN	rang
qu'	PRON	qu'
elle	PRON	lui
doit	VERB	devoir
occuper	VERB	occuper
dans	ADP	dans
les	DET	le
esprits	NOUN	esprit
courageux	ADJ	courageux
qui	PRON	qui
ont	VERB	avoir
la	DET	le
force	NOUN	force
de	ADP	de
secouer	VERB	secouer
la	DET	le
chaîne	NOUN	chaîne
pésante	ADJ	pésant
du	ADP	de
préjugé	NOUN	préjugé
.	PUNCT	.
Nous	PRON	nous
perdons	VERB	perdre
notre	DET	notre
temps	NOUN	temps
à	ADP	à
nous	PRON	nous
remplir	VERB	remplir
la	DET	le
tête	NOUN	tête
d'	ADP	de
une	DET	un
infinité	NOUN	infinité
de	ADP	de
connaissances	NOUN	connaissance
frivoles	ADJ	frivole
,	PUNCT	,
qui	PRON	qui
,	PUNCT	,
pour	ADP	pour
tromper	VERB	tromper
notre	DET	notre
ignorance	NOUN	ignorance
orgueilleuse	ADJ	orgueilleux
,	PUNCT	,
ont	AUX	avoir
usurpé	VERB	usurper
le	DET	le
nom	NOUN	nom
imposant	ADJ	imposant
de	ADP	de
sciences	NOUN	science
;	PUNCT	;
l'	DET	le
étude	NOUN	étude
de	ADP	de
la	DET	le
vérité	NOUN	vérité
est	AUX	être
peut-être	ADV	peut-être
la	DET	le
seule	ADJ	seul
qui	PRON	qui
soit	AUX	être
digne	ADJ	digne
de	ADP	de
l'	DET	le
homme	NOUN	homme
,	PUNCT	,
et	CCONJ	et
c'	PRON	ce
est	AUX	être
malheureusement	ADV	malheureusement
celle	PRON	celui
qu'	PRON	qu'
il	PRON	il
néglige	VERB	négliger
le	DET	le
plus	ADV	plus
.	PUNCT	.

	SPACE	

Voici	VERB	voici
ces	DET	ce
deux	NUM	deux
morceaux	NOUN	morceau
tels	ADJ	tel
qu'	PRON	qu'
ils	PRON	il
m'	PRON	me
ont	AUX	avoir
été	AUX	être
communiqués	VERB	communiquer
.	PUNCT	.

	SPACE	

Lettre	NOUN	lettre
du	ADP	de
baronet	NOUN	baronet
Borston	PROPN	Borston
,	PUNCT	,
au	ADP	au
chevalier	NOUN	chevalier
Digby	PROPN	Digby
.	PUNCT	.
Tu	PRON	tu
es	AUX	être
mon	DET	mon
ami	NOUN	ami
,	PUNCT	,
chevalier	NOUN	chevalier
:	PUNCT	:
lis	VERB	lire
avec	ADP	avec
attention	NOUN	attention
,	PUNCT	,
apprécie	VERB	apprécier
chaque	DET	chaque
ligne	NOUN	ligne
,	PUNCT	,
et	CCONJ	et
décide	VERB	décide
du	ADP	de
bonheur	NOUN	bonheur
ou	CCONJ	ou
du	ADP	de
malheur	NOUN	malheur
de	ADP	de
mes	DET	mon
jours	NOUN	jour
,	PUNCT	,
oui	ADV	oui
,	PUNCT	,
de	ADP	de
ma	DET	mon
vie	NOUN	vie
entière	ADJ	entier
;	PUNCT	;
songe	VERB	songer
que	SCONJ	que
c'	PRON	ce
est	AUX	être
mon	DET	mon
âme	NOUN	âme
même	ADV	même
que	PRON	que
je	PRON	je
t'	PRON	te
envoie	VERB	envoyer
,	PUNCT	,
et	CCONJ	et
que	SCONJ	que
c'	PRON	ce
est	AUX	être
à	ADP	à
la	DET	le
tienne	VERB	tenir
à	ADP	à
la	PRON	le
conduire	VERB	conduire
,	PUNCT	,
à	ADP	à
l'	PRON	l'
éclairer	VERB	éclairer
,	PUNCT	,
à	ADP	à
prononcer	VERB	prononcer
,	PUNCT	,
en	ADP	en
un	DET	un
mot	NOUN	mot
,	PUNCT	,
sur	ADP	sur
ma	DET	mon
destinée	NOUN	destinée
.	PUNCT	.
Chevalier	NOUN	chevalier
,	PUNCT	,
je	PRON	je
suis	AUX	être
amoureux	ADJ	amoureux
comme	SCONJ	comme
je	PRON	je
ne	ADV	ne
l'	PRON	l'
ai	AUX	avoir
jamais	ADV	jamais
été	VERB	être
.	PUNCT	.
Te	PRON	te
voilà	VERB	voilà
étonné	VERB	étonner
,	PUNCT	,
confondu	VERB	confondre
!	PUNCT	!
Je	PRON	je
m'	PRON	me
y	PRON	y
attendais	VERB	attendre
;	PUNCT	;
je	PRON	je
ne	ADV	ne
suis	AUX	être
pas	ADV	pas
moins	ADV	moins
surpris	VERB	surprendre
que	SCONJ	que
toi	PRON	toi
de	ADP	de
l'	DET	le
événement	NOUN	événement
.	PUNCT	.
Après	ADP	après
la	DET	le
triste	ADJ	triste
expérience	NOUN	expérience
que	PRON	que
j'	PRON	je
ai	AUX	avoir
essuyée	VERB	essuyer
,	PUNCT	,
connaître	VERB	connaître
encore	ADV	encore
l'	DET	le
amour	NOUN	amour
,	PUNCT	,
croire	VERB	croire
à	ADP	à
ses	DET	son
plaisirs	NOUN	plaisir
,	PUNCT	,
à	ADP	à
ses	DET	son
douceurs	NOUN	douceur
,	PUNCT	,
m'	PRON	me
y	PRON	y
abandonner	VERB	abandonner
sans	ADP	sans
réserve	NOUN	réserve
!	PUNCT	!
C'	PRON	ce
est	AUX	être
là	ADV	là
précisément	ADV	précisément
ce	PRON	ce
que	PRON	que
je	PRON	je
devais	VERB	devoir
bien	ADV	bien
me	PRON	me
garder	VERB	garder
de	ADP	de
faire	VERB	faire
,	PUNCT	,
et	CCONJ	et
ce	PRON	ce
qui	PRON	qui
m'	PRON	me
arrive	VERB	arrive
aujourd'hui	ADV	aujourd'hui
.	PUNCT	.
Mais	CCONJ	mais
ne	ADV	ne
t'	PRON	te
avise	VERB	avise
pas	ADV	pas
de	ADP	de
me	PRON	me
condamner	VERB	condamner
,	PUNCT	,
avant	ADP	avant
que	SCONJ	que
d'	ADP	de
avoir	VERB	avoir
une	DET	un
instruction	NOUN	instruction
bien	ADV	bien
détaillée	VERB	détailler
sur	ADP	sur
cette	DET	ce
affaire	NOUN	affaire
si	ADV	si
importante	ADJ	important
pour	ADP	pour
ton	DET	ton
ami	NOUN	ami
;	PUNCT	;
oh	INTJ	oh
!	PUNCT	!
Je	PRON	je
suis	AUX	être
assuré	VERB	assurer
de	ADP	de
ton	DET	ton
approbation	NOUN	approbation
;	PUNCT	;
vous	PRON	vous
autres	ADJ	autre
philosophes	NOUN	philosophe
,	PUNCT	,
vous	PRON	vous
ne	ADV	ne
voyez	VERB	voir
pas	ADV	pas
comme	ADP	comme
ce	DET	ce
malheureux	ADJ	malheureux
vulgaire	NOUN	vulgaire
qui	PRON	qui
n'	ADV	n'
a	VERB	avoir
jamais	ADV	jamais
que	ADV	que
les	DET	le
yeux	NOUN	oeil
de	ADP	de
la	DET	le
routine	NOUN	routine
:	PUNCT	:
tu	PRON	tu
me	PRON	me
passeras	VERB	passer
le	DET	le
mot	NOUN	mot
en	ADP	en
faveur	NOUN	faveur
de	ADP	de
la	DET	le
vérité	NOUN	vérité
naïve	ADJ	naïf
qu'	PRON	qu'
il	PRON	il
présente	VERB	présente
.	PUNCT	.

	SPACE	

Tu	PRON	tu
sais	VERB	savoir
,	PUNCT	,
chevalier	NOUN	chevalier
,	PUNCT	,
que	SCONJ	que
nous	PRON	nous
aimons	VERB	aimer
le	DET	le
lord	NOUN	lord
Dorset	PROPN	Dorset
et	CCONJ	et
moi	PRON	moi
,	PUNCT	,
à	ADP	à
nous	PRON	nous
livrer	VERB	livrer
à	ADP	à
des	DET	un
promenades	NOUN	promenade
qui	PRON	qui
sont	AUX	être
des	DET	un
espèces	NOUN	espèce
de	ADP	de
voyages	NOUN	voyage
;	PUNCT	;
le	DET	le
lord	NOUN	lord
prétend	VERB	prétendre
que	SCONJ	que
cet	DET	ce
amusement	NOUN	amusement
est	AUX	être
aussi	ADV	aussi
avantageux	ADJ	avantageux
à	ADP	à
l'	DET	le
esprit	NOUN	esprit
qu'	SCONJ	que
à	ADP	à
la	DET	le
santé	NOUN	santé
;	PUNCT	;
il	PRON	il
pense	VERB	pense
qu'	SCONJ	que
on	PRON	on
ne	ADV	ne
saurait	VERB	savoir
trop	ADV	trop
mettre	VERB	mettre
sous	ADP	sous
ses	DET	son
yeux	NOUN	oeil
de	DET	de
nouveaux	ADJ	nouveau
objets	NOUN	objet
,	PUNCT	,
et	CCONJ	et
que	SCONJ	que
par	ADP	par
-là	ADV	-là
on	PRON	on
fait	VERB	faire
des	DET	un
provisions	NOUN	provision
de	ADP	de
connaissances	NOUN	connaissance
qui	PRON	qui
contribuent	VERB	contribuer
à	ADP	à
amasser	VERB	amasser
un	DET	un
fonds	NOUN	fonds
de	ADP	de
philosophie	NOUN	philosophie
,	PUNCT	,
l'	DET	le
aliment	NOUN	aliment
éternel	ADJ	éternel
de	ADP	de
tout	DET	tout
être	NOUN	être
qui	PRON	qui
sait	VERB	savoir
s'	PRON	se
occuper	VERB	occuper
noblement	ADV	noblement
.	PUNCT	.
On	PRON	on
dirait	VERB	dire
que	SCONJ	que
Dorset	PROPN	Dorset
est	AUX	être
entré	VERB	entrer
dans	ADP	dans
les	DET	le
secrets	NOUN	secret
de	ADP	de
la	DET	le
nature	NOUN	nature
;	PUNCT	;
rien	PRON	rien
ne	ADV	ne
lui	PRON	lui
échappe	VERB	échappe
;	PUNCT	;
il	PRON	il
raisonnera	VERB	raisonner
un	DET	un
jour	NOUN	jour
entier	ADJ	entier
,	PUNCT	,
et	CCONJ	et
avec	ADP	avec
toutes	ADJ	tout
les	DET	le
recherches	NOUN	recherche
du	ADP	de
plus	ADV	plus
savant	ADJ	savant
observateur	NOUN	observateur
,	PUNCT	,
sur	ADP	sur
une	DET	un
simple	ADJ	simple
fleur	NOUN	fleur
des	ADP	de
champs	NOUN	champ
,	PUNCT	,
qu'	SCONJ	que
un	DET	un
ignorant	NOUN	ignorant
prophane	ADJ	prophan
fouleroit	VERB	fouleroit
aux	ADP	à
pieds	NOUN	pied
;	PUNCT	;
et	CCONJ	et
il	PRON	il
ramène	VERB	ramener
toujours	ADV	toujours
ses	DET	son
conversations	NOUN	conversation
au	ADP	au
sentiment	NOUN	sentiment
;	PUNCT	;
c'	PRON	ce
est	VERB	être
dire	VERB	dire
qu'	SCONJ	que
il	PRON	il
excite	VERB	excite
et	CCONJ	et
entretient	VERB	entretenir
dans	ADP	dans
l'	DET	le
âme	NOUN	âme
cette	DET	ce
douceur	NOUN	douceur
,	PUNCT	,
cet	DET	ce
attendrissement	NOUN	attendrissement
délicieux	ADJ	délicieux
qui	PRON	qui
semble	VERB	semble
la	PRON	le
préparer	VERB	préparer
à	ADP	à
recevoir	VERB	recevoir
les	DET	le
impressions	NOUN	impression
de	ADP	de
l'	DET	le
amour	NOUN	amour
.	PUNCT	.
Ce	PRON	ce
n'	ADV	n'
est	AUX	être
pas	ADV	pas
toi	PRON	toi
qui	PRON	qui
ignores	VERB	ignorer
jusqu'	ADP	jusque
à	ADP	à
quel	DET	quel
point	NOUN	point
mon	DET	mon
cœur	NOUN	cœur
est	AUX	être
sensible	ADJ	sensible
et	CCONJ	et
prompt	ADJ	prompt
à	ADP	à
s'	PRON	se
enflammer	VERB	enflammer
,	PUNCT	,
et	CCONJ	et
combien	ADV	combien
il	PRON	il
a	AUX	avoir
souffert	VERB	souffrir
de	ADP	de
la	DET	le
passion	NOUN	passion
la	DET	le
plus	ADV	plus
malheureuse	ADJ	malheureux
:	PUNCT	:
miss	PROPN	miss
Weymout	PROPN	Weymout
a	AUX	avoir
été	AUX	être
aussi	ADV	aussi
perfide	ADJ	perfide
qu'	SCONJ	que
aimable	ADJ	aimable
:	PUNCT	:
n'	ADV	n'
en	PRON	en
parlons	VERB	parler
plus	ADV	plus
,	PUNCT	,
chevalier	NOUN	chevalier
,	PUNCT	,
n'	ADV	n'
en	PRON	en
parlons	VERB	parler
plus	ADV	plus
;	PUNCT	;
son	DET	son
empire	NOUN	empire
est	AUX	être
détruit	VERB	détruire
;	PUNCT	;
j'	PRON	je
ai	AUX	avoir
connu	VERB	connaître
une	DET	un
autre	ADJ	autre
souveraine	NOUN	souverain
;	PUNCT	;
non	ADV	non
,	PUNCT	,
mon	DET	mon
ami	NOUN	ami
,	PUNCT	,
toutes	ADJ	tout
les	DET	le
femmes	NOUN	femme
ne	ADV	ne
sont	AUX	être
pas	ADV	pas
fausses	ADJ	faux
et	CCONJ	et
hypocrites	ADJ	hypocrite
,	PUNCT	,
et	CCONJ	et
je	PRON	je
veux	VERB	vouloir
te	PRON	te
forcer	VERB	forcer
toi	PRON	toi
-	PRON	-
même	PRON	même
à	ADP	à
être	AUX	être
leur	DET	leur
panégyriste	NOUN	panégyriste
.	PUNCT	.

	SPACE	

Je	PRON	je
me	PRON	me
promenais	VERB	promener
donc	ADV	donc
avec	ADP	avec
notre	DET	notre
philosophe	NOUN	philosophe
dans	ADP	dans
une	DET	un
route	NOUN	route
agréable	ADJ	agréable
,	PUNCT	,
bien	ADV	bien
éloigné	ADJ	éloigné
de	ADP	de
prévoir	VERB	prévoir
que	SCONJ	que
ce	DET	ce
chemin	NOUN	chemin
-là	PRON	-là
menait	VERB	mener
à	ADP	à
l'	DET	le
amour	NOUN	amour
;	PUNCT	;
nous	PRON	nous
nous	PRON	nous
trouvons	VERB	trouver
insensiblement	ADV	insensiblement
arrivés	VERB	arriver
près	ADV	près
d'	ADP	de
une	DET	un
métairie	NOUN	métairie
dont	PRON	dont
l'	DET	le
aspect	NOUN	aspect
est	AUX	être
enchanteur	ADJ	enchanteur
:	PUNCT	:
deux	NUM	deux
rangées	NOUN	rangée
de	ADP	de
pommiers	NOUN	pommier
y	PRON	y
conduisent	VERB	conduire
;	PUNCT	;
à	ADP	à
quelques	DET	quelque
pas	NOUN	pas
est	AUX	être
un	DET	un
vallon	NOUN	vallon
émaillé	VERB	émailler
de	ADP	de
la	DET	le
plus	ADV	plus
riante	ADJ	riant
verdure	NOUN	verdure
,	PUNCT	,
et	CCONJ	et
arrosé	VERB	arroser
d'	ADP	de
un	DET	un
ruisseau	NOUN	ruisseau
qui	PRON	qui
va	VERB	aller
se	PRON	se
perdre	VERB	perdre
sous	ADP	sous
un	DET	un
berceau	NOUN	berceau
de	ADP	de
jeunes	ADJ	jeune
tilleuls	NOUN	tilleul
;	PUNCT	;
plus	ADV	plus
loin	ADV	loin
on	PRON	on
découvre	VERB	découvrir
des	DET	un
vergers	NOUN	verger
,	PUNCT	,
des	DET	un
prairies	NOUN	prairie
artificielles	ADJ	artificiel
,	PUNCT	,
des	DET	un
boulingrins	NOUN	boulingrin
d'	ADP	de
une	DET	un
fraicheur	NOUN	fraicheur
ravissante	ADJ	ravissant
;	PUNCT	;
des	DET	un
troupeaux	NOUN	troupeau
paissaient	VERB	paître
sur	ADP	sur
des	DET	un
coteaux	NOUN	coteau
voisins	ADJ	voisin
;	PUNCT	;
les	DET	le
rayons	NOUN	rayon
du	ADP	de
soleil	NOUN	soleil
étincelaient	VERB	étinceler
et	CCONJ	et
répandaient	VERB	répandre
à	ADP	à
grands	ADJ	grand
flots	NOUN	flot
l'	DET	le
or	NOUN	or
et	CCONJ	et
la	DET	le
pourpre	NOUN	pourpre
à	ADP	à
travers	NOUN	travers
les	DET	le
rameaux	NOUN	rameau
de	ADP	de
grands	ADJ	grand
arbres	NOUN	arbre
qui	PRON	qui
paraissent	VERB	paraître
orgueilleux	ADJ	orgueilleux
de	ADP	de
leur	DET	leur
antiquité	NOUN	antiquité
;	PUNCT	;
ils	PRON	il
couronnent	VERB	couronner
une	DET	un
montagne	NOUN	montagne
dont	PRON	dont
la	DET	le
situation	NOUN	situation
avantageuse	ADJ	avantageux
défend	VERB	défendre
ce	DET	ce
joli	ADJ	joli
canton	NOUN	canton
des	ADP	de
vents	NOUN	vent
du	ADP	de
nord	NOUN	nord
;	PUNCT	;
un	DET	un
hameau	NOUN	hameau
qui	PRON	qui
attache	VERB	attache
les	DET	le
regards	NOUN	regard
par	ADP	par
la	DET	le
variété	NOUN	variété
des	ADP	de
bâtiments	NOUN	bâtiment
,	PUNCT	,
forme	VERB	forme
le	DET	le
fond	NOUN	fond
de	ADP	de
ce	DET	ce
riche	ADJ	riche
paysage	NOUN	paysage
.	PUNCT	.

	SPACE	

Nous	PRON	nous
nous	PRON	nous
sentons	VERB	sentir
,	PUNCT	,
comme	ADP	comme
malgré	ADP	malgré
nous	PRON	nous
,	PUNCT	,
entraînés	VERB	entraîner
vers	ADP	vers
la	DET	le
métairie	NOUN	métairie
.	PUNCT	.
On	PRON	on
nous	PRON	nous
y	PRON	y
reçoit	VERB	recevoir
avec	ADP	avec
cette	DET	ce
franchise	NOUN	franchise
qui	PRON	qui
est	AUX	être
la	DET	le
politesse	NOUN	politesse
du	ADP	de
sentiment	NOUN	sentiment
,	PUNCT	,
cette	DET	ce
politesse	NOUN	politesse
si	ADV	si
touchante	ADJ	touchant
,	PUNCT	,
si	ADV	si
vraie	ADJ	vrai
,	PUNCT	,
et	CCONJ	et
qui	PRON	qui
n'	ADV	n'
appartient	VERB	appartenir
qu'	ADV	qu'
à	ADP	à
ces	DET	ce
âmes	NOUN	âme
innocentes	ADJ	innocent
dont	PRON	dont
la	DET	le
ville	NOUN	ville
n'	ADV	n'
a	AUX	avoir
point	ADV	point
encore	ADV	encore
altéré	VERB	altérer
la	DET	le
candeur	NOUN	candeur
.	PUNCT	.
Le	DET	le
maître	NOUN	maître
de	ADP	de
la	DET	le
ferme	NOUN	ferme
est	AUX	être
un	DET	un
vieillard	NOUN	vieillard
que	PRON	que
l'	DET	le
âge	NOUN	âge
n'	ADV	n'
a	AUX	avoir
point	ADV	point
courbé	VERB	courber
sous	ADP	sous
les	DET	le
infirmités	NOUN	infirmité
;	PUNCT	;
son	DET	son
abord	NOUN	abord
prévient	VERB	prévenir
et	CCONJ	et
intéresse	VERB	intéresse
;	PUNCT	;
son	DET	son
front	NOUN	front
